timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
3732391183,-22.35336973227373,-48.616209806862685,496.02136,8.235947,-16.002499,0.6333306,-1.1955204,1,1,0
3912871760,-22.353368229974354,-48.61620613262047,496.57483,8.402995,-15.624642,0.07985164,-1.0741534,1,1,0
