timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
3732762181,4.8549314,0.0,0,0,1,0,0,0,0
3733262214,4.84043,0.0,0,0,1,0,0,0,0
3733762181,4.8307614,0.0,0,0,1,0,0,0,0
3734262180,4.945166,0.0,0,0,1,0,0,0,0
3734762180,4.856543,0.0,0,0,1,0,0,0,0
3735262180,4.9483886,0.0,0,0,1,0,0,0,0
3735762180,4.9596677,0.0,0,0,1,0,0,0,0
3736262180,4.8339844,0.0,0,0,1,0,0,0,0
3736762180,4.8452635,0.0,0,0,1,0,0,0,0
3737262180,4.838818,0.0,0,0,1,0,0,0,0
3737762183,4.8581543,0.0,0,0,1,0,0,0,0
3738272180,4.9371095,0.0,0,0,1,0,0,0,0
3738772228,4.9242187,0.0,0,0,1,0,0,0,0
3739272180,4.940332,0.0,0,0,1,0,0,0,0
3739772213,4.9532228,0.0,0,0,1,0,0,0,0
3740272180,4.9467773,0.0,0,0,1,0,0,0,0
3740772180,4.940332,0.0,0,0,1,0,0,0,0
3741282182,4.930664,0.0,0,0,1,0,0,0,0
3741782180,4.951611,0.0,0,0,1,0,0,0,0
3742282180,4.84043,0.0,0,0,1,0,0,0,0
3742792180,4.954834,0.0,0,0,1,0,0,0,0
3743292180,4.9338865,0.0,0,0,1,0,0,0,0
3743792193,4.951611,0.0,0,0,1,0,0,0,0
3744292180,4.9338865,0.0,0,0,1,0,0,0,0
3744792189,4.945166,0.0,0,0,1,0,0,0,0
3745292180,4.8500977,0.0,0,0,1,0,0,0,0
3745792180,4.9580564,0.0,0,0,1,0,0,0,0
3746302228,4.9354978,0.0,0,0,1,0,0,0,0
3746802180,4.9371095,0.0,0,0,1,0,0,0,0
3747302195,4.9467773,0.0,0,0,1,0,0,0,0
3747802180,4.9322753,0.0,0,0,1,0,0,0,0
3748302192,4.941943,0.0,0,0,1,0,0,0,0
3748812180,4.940332,0.0,0,0,1,0,0,0,0
3749312180,4.8452635,0.0,0,0,1,0,0,0,0
3749812180,4.9532228,0.0,0,0,1,0,0,0,0
3750312180,4.940332,0.0,0,0,1,0,0,0,0
3750812180,4.8581543,0.0,0,0,1,0,0,0,0
3751312180,4.9387207,0.0,0,0,1,0,0,0,0
3751812180,4.945166,0.0,0,0,1,0,0,0,0
3752312181,4.8468747,0.0,0,0,1,0,0,0,0
3752812223,4.9532228,0.0,0,0,1,0,0,0,0
3753322180,4.940332,0.0,0,0,1,0,0,0,0
3753822180,4.856543,0.0,0,0,1,0,0,0,0
3754322180,4.940332,0.0,0,0,1,0,0,0,0
3754822180,4.941943,0.0,0,0,1,0,0,0,0
3755322180,4.9483886,0.0,0,0,1,0,0,0,0
3755822182,4.8436522,0.0,0,0,1,0,0,0,0
3756322199,4.9532228,0.0,0,0,1,0,0,0,0
3756832180,4.851709,0.0,0,0,1,0,0,0,0
3757332215,4.956445,0.0,0,0,1,0,0,0,0
3757842180,4.85332,0.0,0,0,1,0,0,0,0
3758342180,4.9483886,0.0,0,0,1,0,0,0,0
3758842180,4.9467773,0.0,0,0,1,0,0,0,0
3759342180,4.8549314,0.0,0,0,1,0,0,0,0
3759842180,4.9435544,0.0,0,0,1,0,0,0,0
3760342180,4.941943,0.0,0,0,1,0,0,0,0
3760842180,4.9338865,0.0,0,0,1,0,0,0,0
3761342180,4.9532228,0.0,0,0,1,0,0,0,0
3761842213,4.9226074,0.0,0,0,1,0,0,0,0
3762342229,4.9483886,0.0,0,0,1,0,0,0,0
3762842180,4.920996,0.0,0,0,1,0,0,0,0
3763352180,4.941943,0.0,0,0,1,0,0,0,0
3763852180,4.9338865,0.0,0,0,1,0,0,0,0
3764352180,4.9532228,0.0,0,0,1,0,0,0,0
3764852180,4.906494,0.0,0,0,1,0,0,0,0
3765352180,4.9338865,0.0,0,0,1,0,0,0,0
3765852180,4.945166,0.0,0,0,1,0,0,0,0
3766352180,4.84043,0.0,0,0,1,0,0,0,0
3766852180,4.941943,0.0,0,0,1,0,0,0,0
3767352215,4.940332,0.0,0,0,1,0,0,0,0
3767862181,4.8452635,0.0,0,0,1,0,0,0,0
3768362180,4.9467773,0.0,0,0,1,0,0,0,0
3768862180,4.927441,0.0,0,0,1,0,0,0,0
3769372180,4.8468747,0.0,0,0,1,0,0,0,0
3769872180,4.9338865,0.0,0,0,1,0,0,0,0
3770382180,4.9483886,0.0,0,0,1,0,0,0,0
3770882180,4.9483886,0.0,0,0,1,0,0,0,0
3771382180,4.9483886,0.0,0,0,1,0,0,0,0
3771882180,4.8339844,0.0,0,0,1,0,0,0,0
3772382211,4.9628906,0.0,0,0,1,0,0,0,0
3772892180,4.956445,0.0,0,0,1,0,0,0,0
3773392224,4.8452635,0.0,0,0,1,0,0,0,0
3773892180,4.8436522,0.0,0,0,1,0,0,0,0
3774402181,4.9387207,0.0,0,0,1,0,0,0,0
3774902188,4.945166,0.0,0,0,1,0,0,0,0
3775402180,4.954834,0.0,0,0,1,0,0,0,0
3775912192,4.951611,0.0,0,0,1,0,0,0,0
3776412180,4.8500977,0.0,0,0,1,0,0,0,0
3776912180,4.9371095,0.0,0,0,1,0,0,0,0
3777412180,4.838818,0.0,0,0,1,0,0,0,0
3777912180,4.8259277,0.0,0,0,1,0,0,0,0
3778412214,4.9467773,0.0,0,0,1,0,0,0,0
3778922180,4.954834,0.0,0,0,1,0,0,0,0
3779422180,4.940332,0.0,0,0,1,0,0,0,0
3779922180,4.940332,0.0,0,0,1,0,0,0,0
3780422180,4.8259277,0.0,0,0,1,0,0,0,0
3780922179,4.851709,0.0,0,0,1,0,0,0,0
3781422180,4.930664,0.0,0,0,1,0,0,0,0
3781922180,4.951611,0.0,0,0,1,0,0,0,0
3782422213,4.945166,0.0,0,0,1,0,0,0,0
3782932180,4.941943,0.0,0,0,1,0,0,0,0
3783432180,4.8452635,0.0,0,0,1,0,0,0,0
3783932180,4.951611,0.0,0,0,1,0,0,0,0
3784432182,4.9322753,0.0,0,0,1,0,0,0,0
3784932182,4.945166,0.0,0,0,1,0,0,0,0
3785432196,4.940332,0.0,0,0,1,0,0,0,0
3785932220,4.8468747,0.0,0,0,1,0,0,0,0
3786432180,4.941943,0.0,0,0,1,0,0,0,0
3786932180,4.9467773,0.0,0,0,1,0,0,0,0
3787432180,4.930664,0.0,0,0,1,0,0,0,0
3787942180,4.941943,0.0,0,0,1,0,0,0,0
3788442180,4.9435544,0.0,0,0,1,0,0,0,0
3788942180,4.8452635,0.0,0,0,1,0,0,0,0
3789442180,4.9387207,0.0,0,0,1,0,0,0,0
3789952211,4.945166,0.0,0,0,1,0,0,0,0
3790452180,4.954834,0.0,0,0,1,0,0,0,0
3790952228,4.9387207,0.0,0,0,1,0,0,0,0
3791462182,4.9000487,0.0,0,0,1,0,0,0,0
3791962186,4.838818,0.0,0,0,1,0,0,0,0
3792462180,4.930664,0.0,0,0,1,0,0,0,0
3792962180,4.9226074,0.0,0,0,1,0,0,0,0
3793462180,4.9483886,0.0,0,0,1,0,0,0,0
3793962180,4.9483886,0.0,0,0,1,0,0,0,0
3794462180,4.8339844,0.0,0,0,1,0,0,0,0
3794962180,4.838818,0.0,0,0,1,0,0,0,0
3795462184,4.940332,0.0,0,0,1,0,0,0,0
3795972187,4.9483886,0.0,0,0,1,0,0,0,0
3796472214,4.9435544,0.0,0,0,1,0,0,0,0
3796972180,4.941943,0.0,0,0,1,0,0,0,0
3797472180,4.940332,0.0,0,0,1,0,0,0,0
3797972180,4.941943,0.0,0,0,1,0,0,0,0
3798482180,4.951611,0.0,0,0,1,0,0,0,0
3798982180,4.8339844,0.0,0,0,1,0,0,0,0
3799492216,4.927441,0.0,0,0,1,0,0,0,0
3799992180,4.851709,0.0,0,0,1,0,0,0,0
3800492180,4.9338865,0.0,0,0,1,0,0,0,0
3800992201,4.941943,0.0,0,0,1,0,0,0,0
3801492180,4.904883,0.0,0,0,1,0,0,0,0
3801992180,4.954834,0.0,0,0,1,0,0,0,0
3802492180,4.927441,0.0,0,0,1,0,0,0,0
3802992180,4.842041,0.0,0,0,1,0,0,0,0
3803492180,4.941943,0.0,0,0,1,0,0,0,0
3803992180,4.9371095,0.0,0,0,1,0,0,0,0
3804492208,4.8452635,0.0,0,0,1,0,0,0,0
3805002180,4.9467773,0.0,0,0,1,0,0,0,0
3805502213,4.941943,0.0,0,0,1,0,0,0,0
3806002196,4.84043,0.0,0,0,1,0,0,0,0
3806502180,4.945166,0.0,0,0,1,0,0,0,0
3807002180,4.9387207,0.0,0,0,1,0,0,0,0
3807502180,4.9435544,0.0,0,0,1,0,0,0,0
3808012180,4.941943,0.0,0,0,1,0,0,0,0
