timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1]
3732761160,0.024338886,0.015481093,-0.05444262,-0.011083603,-0.01705265,-0.37072754,-0.012500823,0.010590568,0.008725882,-0.032093287,0.0,0.0,0.0,0.0,0.039626032,0.26154587,0.26154527,0.56488234,0.3353949,0.33539423,4.0200605,0.002504456,0.0025034288,0.002505592,0.09014762,0.0,0.0,0.0,0.0,0.05459641,0.00016506665,0.0053070784,0.010684685,0.0,0.0,0.0,0.0
3732966148,0.00048072357,-0.046944473,-0.005621612,-0.007016182,-0.02490139,-0.44055176,-0.012500823,0.010590568,0.008725882,-0.03994727,0.0,0.0,0.0,0.0,-0.011621156,0.26193303,0.26193243,0.5648778,0.3373539,0.33735317,4.020015,0.002504456,0.0025034288,0.002505592,0.09014763,0.0,0.0,0.0,0.0,0.054548718,0.00032835794,0.005134546,0.014096861,0.0,0.0,0.0,0.0
3733166273,0.022313192,0.005646512,-0.018169915,0.0076360703,-0.027980804,-0.6821594,-0.012500823,0.010590568,0.008725882,-0.017780066,0.0,0.0,0.0,0.0,0.005478015,0.26146743,0.26146683,0.56487143,0.3340339,0.33403328,4.019918,0.002504456,0.0025034288,0.002505592,0.09014764,0.0,0.0,0.0,0.0,0.053457525,0.00037284315,0.005423971,0.018535206,0.0,0.0,0.0,0.0
3733370095,-0.0003841743,-0.00035335682,0.03296335,0.0090065,-0.03271103,-0.9903259,-0.012500823,0.010590568,0.008725882,-0.0126565695,0.0,0.0,0.0,0.0,0.027743654,0.2614532,0.26145262,0.5648712,0.3339336,0.333933,4.0198827,0.002504456,0.0025034288,0.002505592,0.090147644,0.0,0.0,0.0,0.0,0.054038785,0.0002416054,0.004119227,0.030179383,0.0,0.0,0.0,0.0
3733570962,0.032583922,0.014158927,0.04436601,0.011944771,-0.026288986,-0.21936035,-0.012500823,0.010590568,0.008725882,-0.0085321665,0.0,0.0,0.0,0.0,-0.019778162,0.26146993,0.2614694,0.5648739,0.33395827,0.33395767,4.0199466,0.002504456,0.0025034288,0.002505592,0.09014758,0.0,0.0,0.0,0.0,0.05289519,0.00018288818,0.0017049684,0.024815591,0.0,0.0,0.0,0.0
3733770897,0.048002034,0.024468662,0.041840065,0.0120334625,-0.031534195,0.1899414,-0.012500823,0.010590568,0.008725882,-0.025756001,0.0,0.0,0.0,0.0,-0.07875061,0.2615367,0.26153612,0.5648773,0.3342551,0.3342545,4.020013,0.002504456,0.0025034288,0.002505592,0.09014752,0.0,0.0,0.0,0.0,0.054265417,0.00017790793,0.0029855676,0.012302824,0.0,0.0,0.0,0.0
3733975722,0.024349041,0.019324273,0.005733393,0.02113247,-0.02628994,-0.7430115,-0.012500823,0.010590568,0.008725882,-0.012457252,0.0,0.0,0.0,0.0,-0.043683127,0.2614897,0.26148918,0.56487703,0.3339963,0.3339957,4.0199757,0.002504456,0.0025034288,0.002505592,0.09014753,0.0,0.0,0.0,0.0,0.054494664,0.00017418356,0.0017800363,0.014833902,0.0,0.0,0.0,0.0
3734175898,0.011642115,0.009883415,0.04073504,0.020088196,-0.021694183,-1.1492615,-0.012500823,0.010590568,0.008725882,-0.01296556,0.0,0.0,0.0,0.0,-0.019810617,0.26149806,0.26149753,0.5648771,0.33401906,0.33401847,4.019972,0.002504456,0.0025034288,0.002505592,0.09014755,0.0,0.0,0.0,0.0,0.052975006,0.00024209233,0.0012965706,0.016786143,0.0,0.0,0.0,0.0
3734376521,-0.0065036267,0.021972463,0.022516975,0.019569397,-0.026838303,-1.1882324,-0.012500823,0.010590568,0.008725882,-0.021704078,0.0,0.0,0.0,0.0,-0.029963639,0.26151693,0.26151645,0.5648757,0.33514783,0.33514723,4.019933,0.002504456,0.0025034288,0.002505592,0.09014756,0.0,0.0,0.0,0.0,0.05411062,0.00028203064,0.002454384,0.027940396,0.0,0.0,0.0,0.0
3734580491,0.029667951,0.04368959,0.02998272,0.02045536,-0.022812843,-0.024749756,-0.012500823,0.010590568,0.008725882,-0.016442537,0.0,0.0,0.0,0.0,-0.029955225,0.261522,0.26152143,0.5648762,0.33518395,0.33518335,4.0199366,0.002504456,0.0025034288,0.002505592,0.09014756,0.0,0.0,0.0,0.0,0.05307121,0.00029144608,0.0013431648,0.016156156,0.0,0.0,0.0,0.0
