timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
3732761160,-0.8262244,-0.020171795,0.025358016,0.56240845,0.018954491,0.002537405,0.01768829,8.242214,-15.99644,0.6519794,3.039879e-05,-1.1058469e-05,1.238993e-05,0.00082655484,-0.00062840997,-0.0011780629,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,1.0317585e-09,3.1995936e-05,0.0033773193,1.1743226e-05,3.8503204e-06,3.839921e-06,2.5197214e-05,0.011330936,0.011330366,0.0023692385,0.041629698,0.041629095,0.019938806,1.0421989e-11,1.0448568e-11,1.826387e-11,1.1038731e-08,1.1038564e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.288546,0.14120483,0.04111154,0.014487386,0.0058890344,0.03698014,0.0,0.033917867,0.0,0.091695,0,0,0,895,93,14,14,0
3732966148,-0.82625204,-0.020166071,0.025323486,0.56236964,0.02276418,0.00087061187,0.026189502,8.246601,-15.9887705,0.6692327,3.0383573e-05,-1.1089769e-05,1.235107e-05,0.00082655373,-0.00062841095,-0.0011805651,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,2.3776614e-09,5.605345e-05,0.005558805,1.1739245e-05,3.845434e-06,3.8350363e-06,2.5184067e-05,0.011303261,0.011302679,0.0023678057,0.04162828,0.04162768,0.019927746,1.0417893e-11,1.0444487e-11,1.8259354e-11,1.1039691e-08,1.1039524e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28854108,0.14116567,0.051172502,0.01834509,0.008574547,0.04394537,0.0,0.009951466,0.0,0.091869,0,0,0,895,93,14,14,0
3733166273,-0.8265345,-0.019831052,0.025325276,0.5619664,0.018883059,0.010318609,0.030100351,8.248194,-15.983363,0.68972045,3.0392022e-05,-1.11039e-05,1.2312917e-05,0.0008265532,-0.0006284125,-0.001182848,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,3.3336915e-09,8.675117e-05,0.0076081622,1.1731972e-05,3.8454286e-06,3.8345725e-06,2.5212325e-05,0.011291632,0.011291086,0.0023614601,0.041529305,0.04152873,0.019866133,1.04151835e-11,1.0441786e-11,1.8259517e-11,1.1040584e-08,1.1040417e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2881979,0.14094727,0.022776283,0.0087273605,0.009682674,0.068046734,0.0,0.0047385865,0.0,0.092008,0,0,0,895,93,14,14,0
3733370095,-0.82653314,-0.01983431,0.025383983,0.5619656,0.01699932,0.0193797,0.038364258,8.251025,-15.977052,0.7294267,3.0389994e-05,-1.1117347e-05,1.2295568e-05,0.0008265533,-0.00062841456,-0.0011839444,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,3.914119e-09,9.973564e-05,0.008455231,1.1740536e-05,3.8481185e-06,3.8371577e-06,2.522661e-05,0.011304317,0.011303797,0.0023612648,0.041553035,0.04155246,0.019831054,1.0416209e-11,1.0442822e-11,1.8263226e-11,1.1041509e-08,1.1041342e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28828025,0.14082277,0.01621308,0.008771758,0.011321254,0.098787375,0.0,0.023869365,0.0,0.09183,0,0,0,895,93,14,14,0
3733570962,-0.82657784,-0.019905789,0.025328929,0.5618998,0.018679786,-0.0002723917,0.034998458,8.250928,-15.9718075,0.7582598,3.0406929e-05,-1.1128696e-05,1.2274598e-05,0.0008265547,-0.00062841567,-0.001183244,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,5.0159854e-09,0.00012532603,0.011131265,1.1727522e-05,3.8501285e-06,3.8393587e-06,2.5202235e-05,0.011320174,0.0113195665,0.0023638846,0.041576363,0.041575804,0.019894646,1.04168766e-11,1.0443458e-11,1.825467e-11,1.1042433e-08,1.1042266e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28836116,0.14104839,0.010929718,0.01274449,0.009098255,0.021881545,0.0,0.017199185,0.0,0.091891,0,0,0,895,93,14,14,0
3733770897,-0.8266002,-0.019876365,0.025388189,0.5618652,0.00987172,0.02473095,0.035991695,8.249177,-15.966768,0.7746382,3.0432004e-05,-1.1139935e-05,1.2257234e-05,0.00082655624,-0.00062841567,-0.0011815645,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,5.0963362e-09,0.00013142574,0.011271252,1.1715926e-05,3.851102e-06,3.8401986e-06,2.5177647e-05,0.011325484,0.0113249775,0.0023672797,0.041588847,0.041588284,0.019959843,1.04181325e-11,1.0444682e-11,1.824823e-11,1.1043372e-08,1.10432055e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28840446,0.14127931,0.032993488,0.018772552,0.010908703,0.018946802,0.0,0.06761178,0.0,0.091826,0,0,0,895,93,14,14,0
3733975722,-0.8266414,-0.01982364,0.025317537,0.5618097,0.017027559,0.014712022,0.043074194,8.248302,-15.961972,0.8019333,3.0449108e-05,-1.1148531e-05,1.2239846e-05,0.00082655606,-0.0006284171,-0.001182717,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,4.9108793e-09,0.00012624278,0.011308305,1.1728587e-05,3.8591197e-06,3.848244e-06,2.5208616e-05,0.011387727,0.011387216,0.0023640178,0.041877694,0.041877113,0.01985505,1.04224745e-11,1.0449026e-11,1.8256157e-11,1.104433e-08,1.1044163e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28940424,0.14090794,0.015957763,0.009523236,0.009098067,0.07411631,0.0,0.03742542,0.0,0.091852,0,0,0,895,93,14,14,0
3734175898,-0.8265178,-0.019913014,0.02527514,0.56199026,0.02343771,0.0066890246,0.034449346,8.2477045,-15.956869,0.83158237,3.0459352e-05,-1.1158622e-05,1.220373e-05,0.00082655734,-0.0006284185,-0.0011822612,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,5.191033e-09,0.00012333451,0.011194755,1.17272075e-05,3.8609983e-06,3.8503317e-06,2.5173716e-05,0.011408899,0.011408388,0.0023670662,0.041925915,0.041925333,0.019919254,1.0424398e-11,1.04509144e-11,1.824964e-11,1.1045267e-08,1.10451e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2895708,0.14113559,0.016608905,0.010839798,0.007507374,0.11464031,0.0,0.017214425,0.0,0.092033,0,0,0,895,93,14,14,0
3734376521,-0.82671946,-0.019790327,0.025307134,0.56169635,0.011071175,0.01032678,0.045211814,8.248604,-15.952755,0.8806724,3.04624e-05,-1.1161829e-05,1.2167586e-05,0.00082655746,-0.0006284211,-0.0011843246,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,4.986833e-09,0.0001276695,0.011190469,1.1725037e-05,3.862035e-06,3.851146e-06,2.519927e-05,0.011414841,0.011414321,0.002365744,0.041960943,0.041960366,0.019881373,1.0424239e-11,1.0450756e-11,1.8253496e-11,1.10461915e-08,1.10460245e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28969175,0.14100133,0.02780296,0.008593285,0.009271868,0.11852828,0.0,0.025762219,0.0,0.09185,0,0,0,895,93,14,14,0
3734580491,-0.8266692,-0.019806383,0.02525497,0.56177217,0.008810635,0.008217646,0.04665642,8.247256,-15.949901,0.90843576,3.0486344e-05,-1.1160468e-05,1.2134684e-05,0.0008265586,-0.00062842324,-0.0011841208,0.18109053,-0.0707699,-0.13770518,0.022490066,0.003656198,0.015967222,0.0,0.0,1.0993044e-19,5.0069393e-09,0.00012365564,0.010490573,1.1738037e-05,3.8634826e-06,3.8527737e-06,2.5210167e-05,0.011428709,0.011428188,0.002366227,0.042020626,0.04202006,0.019850902,1.0425921e-11,1.0452463e-11,1.8259286e-11,1.1047133e-08,1.1046966e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2898977,0.14089324,0.021062918,0.017086547,0.007880762,0.0024688307,0.0,0.026005972,0.0,0.091826,0,0,0,895,93,14,14,0
