timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
3735859689,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
3874107750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,1,0,0
3874136436,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
3911048351,0.0,0.0,0.0,2.0,50.0,nan,496.02136,0,1,1,1,1,0,0
