timestamp,roll,pitch,yaw,thrust
3732760765,-0.17323971,0.05795385,-0.0016661308,0.0
3732792804,-0.17321227,0.057863172,-0.0016631782,0.0
3732824964,-0.17289692,0.05803452,-0.0016653164,0.0
3732856771,-0.172209,0.058630556,-0.0016755019,0.0
3732888775,-0.17186691,0.059152402,-0.0016872017,0.0
3732921066,-0.17181559,0.059134223,-0.0016861577,0.0
3732953664,-0.17155208,0.05902951,-0.0016805765,0.0
3732985570,-0.1718066,0.05913615,-0.0016861097,0.0
3733017612,-0.17163657,0.059289463,-0.0016889218,0.0
3733049575,-0.17187496,0.05926325,-0.0016903989,0.0
3733077587,-0.17199269,0.058924235,-0.0016819809,0.0
3733109603,-0.17190565,0.059254773,-0.0016902892,0.0
3733141644,-0.17162688,0.059198655,-0.0016862056,0.0
3733173568,-0.17149068,0.05911678,-0.0016824681,0.0
3733205604,-0.17165914,0.058967277,-0.0016800405,0.0
3733237600,-0.17171633,0.058962986,-0.0016802745,0.0
3733269641,-0.17192964,0.059050336,-0.0016848264,0.0
3733301582,-0.1718997,0.058987297,-0.0016829479,0.0
3733333567,-0.17227212,0.058677286,-0.0016775457,0.0020657212
3733365572,-0.17205778,0.058682926,-0.0016757052,0.016919473
3733397622,-0.17211555,0.058840282,-0.0016808674,0.021766491
3733429575,-0.17196208,0.059088297,-0.0016863814,0.023508623
3733462414,-0.17200756,0.05908557,-0.0016868779,0.02450066
3733494411,-0.1718758,0.058835767,-0.0016779393,0.02513751
3733526403,-0.17179798,0.05870437,-0.0016736169,0.02502976
3733558436,-0.17205268,0.05884553,-0.0016803229,0.02498407
3733590537,-0.17212099,0.0590616,-0.0016871615,0.024998792
3733622439,-0.17198248,0.058804315,-0.0016781312,0.025001844
3733654381,-0.1720799,0.058801632,-0.0016793471,0.024999978
3733686379,-0.1719213,0.0586757,-0.0016742147,0.024999812
3733718421,-0.1719526,0.058955032,-0.001682332,0.024999935
3733750410,-0.17200063,0.0587568,-0.0016771534,0.025000017
3733782424,-0.1716157,0.058911,-0.0016780256,0.025000004
3733814396,-0.17176409,0.058771916,-0.0016755469,0.024999997
3733847215,-0.17171493,0.05874157,-0.0016739218,0.024999999
3733879213,-0.17204736,0.058714617,-0.0016764742,0.024999999
3733911197,-0.17170613,0.05889607,-0.0016786992,0.024999999
3733943199,-0.17189027,0.058902837,-0.0016801334,0.024999999
3733975218,-0.1716511,0.058864083,-0.0016769444,0.024999999
3734007175,-0.1717773,0.058364183,-0.0016640093,0.024999999
3734039183,-0.1720207,0.058961757,-0.0016832934,0.024999999
3734071216,-0.17193183,0.058381982,-0.0016655735,0.024999999
3734103178,-0.17161626,0.05877409,-0.0016739145,0.024999999
3734135172,-0.17173034,0.05871228,-0.0016730927,0.024999999
3734167181,-0.17158225,0.058767848,-0.001673705,0.024999999
3734199222,-0.17152315,0.058956064,-0.0016782278,0.024999999
3734231177,-0.17155343,0.058910508,-0.001677228,0.024999999
3734263183,-0.17143364,0.058640294,-0.0016683275,0.024999999
3734295173,-0.17142233,0.058593515,-0.0016668272,0.024999999
3734328011,-0.17142065,0.058567584,-0.0016661072,0.024999999
3734360013,-0.17125511,0.05896475,-0.0016757452,0.024999999
3734391970,-0.17136447,0.058853958,-0.0016735477,0.024999999
3734423969,-0.17136905,0.0588977,-0.0016749518,0.024999999
3734455967,-0.17142624,0.058704555,-0.0016702422,0.024999999
3734488037,-0.17178024,0.058556657,-0.0016693014,0.024999999
3734519976,-0.17164183,0.058792666,-0.0016748382,0.024999999
3734551969,-0.17176872,0.058657106,-0.0016718429,0.024999999
3734583965,-0.17164682,0.05835318,-0.0016621333,0.024999999
3734616001,-0.17183308,0.058654495,-0.0016727068,0.024999999
3734647974,-0.17161609,0.05856321,-0.0016677816,0.024999999
3734679969,-0.17169082,0.058655344,-0.0016711698,0.024999999
3734711980,-0.17154467,0.058624677,-0.0016690358,0.024999999
