timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
3735772131,8.246054,-15.928093,6.5626936,-1.1934683,2.0980835e-05,2.3841858e-05,0.0019785,0.0,0.0,-0.0
3735872747,8.245948,-15.927223,-2.3666687,-1.1935005,3.33786e-06,-0.00021839142,0.48793548,-0.004706799,-0.011642554,-6.205714
3735976034,8.245948,-15.927223,-2.3666687,-1.1935005,-0.0002655983,-0.0010676384,0.332453,0.019212537,-0.018913781,-6.136051
3736075585,8.245948,-15.927223,-2.3666687,-1.1935005,-0.0016899109,-0.0012011528,0.18307695,-0.06279253,0.014052848,-4.5548024
3736179500,8.245948,-15.927223,-2.3666687,-1.1935005,-0.0058722496,0.00025463104,0.02721648,-0.102581024,0.053629316,-4.377489
3736281278,8.245948,-15.927223,-2.3666687,-1.1935005,-0.01128149,0.0037899017,-0.12534252,-0.104471214,0.10024259,-4.456413
3736385147,8.245948,-15.927223,-2.3666687,-1.1935005,-0.01833582,0.010882854,-0.28101096,-0.10449494,0.13729747,-4.486588
3736484460,8.245948,-15.927223,-2.3666687,-1.1935005,-0.0243783,0.022676468,-0.43015894,-0.092520855,0.17386566,-4.5328636
3736589154,8.245948,-15.927223,-2.3666687,-1.1935005,-0.030035973,0.038101196,-0.5872495,-0.08381592,0.23046455,-4.569578
3736690037,8.245948,-15.927223,-2.3666687,-1.1935005,-0.03374386,0.056422234,-0.6,-0.046552777,0.27429387,-4.245573
3736789780,8.245948,-15.927223,-2.3666687,-1.1935005,-0.035507202,0.0758028,-0.6,-0.016639683,0.27948588,-4.1918883
3736893396,8.245948,-15.927223,-2.3666687,-1.1935005,-0.033392906,0.09680939,-0.6,0.037767824,0.28382158,-4.0959706
3736994922,8.245948,-15.927223,-2.3666687,-1.1935005,-0.028429508,0.116508484,-0.6,0.0713927,0.29337072,-3.9561222
3737098028,8.245948,-15.927223,-2.3666687,-1.1935005,-0.019248962,0.13572407,-0.6,0.098721646,0.30281603,-3.8611073
3737197915,8.245948,-15.927223,-2.3666687,-1.1935005,-0.008125305,0.1526928,-0.6,0.12937506,0.28714365,-3.8480575
3737301945,8.245948,-15.927223,-2.3666687,-1.1935005,0.0052247047,0.1684885,-0.6,0.16511172,0.27309507,-3.791772
3737403283,8.245948,-15.927223,-2.3666687,-1.1935005,0.019146442,0.18163109,-0.6,0.17279427,0.2744678,-3.6454725
3737506488,8.245948,-15.927223,-2.3666687,-1.1935005,0.034313202,0.19331741,-0.6,0.17648932,0.24281973,-3.704301
3737610521,8.245948,-15.927223,-2.3666687,-1.1935005,0.048529148,0.20309353,-0.6,0.18233462,0.25933227,-3.5504508
3737712687,8.245948,-15.927223,-2.3666687,-1.1935005,0.0596447,0.21196651,-0.6,0.1482097,0.24602778,-3.5814908
3737811161,8.245948,-15.927223,-2.3666687,-1.1935005,0.069227695,0.21875095,-0.6,0.15916012,0.22989568,-3.4885552
3737914788,8.245948,-15.927223,-2.3666687,-1.1935005,0.07678366,0.22417259,-0.6,0.10916479,0.22678085,-3.5500648
3738015279,8.245948,-15.927223,-2.3666687,-1.1935005,0.08202839,0.22794724,-0.6,0.111583956,0.20344992,-3.4888847
3738115537,8.245948,-15.927223,-2.3666687,-1.1935005,0.08515549,0.23071003,-0.6,0.07725919,0.22618125,-3.4140472
3738219400,8.245948,-15.927223,-2.3666687,-1.1935005,0.08593416,0.23211384,-0.6,0.04544015,0.19121896,-3.5294347
3738320150,8.245948,-15.927223,-2.3666687,-1.1935005,0.083909035,0.23184967,-0.6,0.007852682,0.207579,-3.5528948
3738419516,8.245948,-15.927223,-2.3666687,-1.1935005,0.080235004,0.23113346,-0.6,0.028104091,0.1716454,-3.4558764
3738523600,8.245948,-15.927223,-2.3666687,-1.1935005,0.074454784,0.23061275,-0.6,-0.02139273,0.19459571,-3.533379
3738625120,8.245948,-15.927223,-2.3666687,-1.1935005,0.06779623,0.22975731,-0.6,-0.02196424,0.1742042,-3.5054743
3738724782,8.245948,-15.927223,-2.3666687,-1.1935005,0.060632706,0.22911549,-0.6,-0.03538344,0.18285953,-3.4416173
3738828902,8.245948,-15.927223,-2.3666687,-1.1935005,0.052897453,0.22832394,-0.6,-0.044031233,0.17754726,-3.555192
3738928809,8.245948,-15.927223,-2.3666687,-1.1935005,0.045742035,0.22778797,-0.6,-0.04665868,0.18291335,-3.5653133
3739029102,8.245948,-15.927223,-2.3666687,-1.1935005,0.038988113,0.22677326,-0.6,-0.0050142743,0.16339721,-3.4553983
3739133209,8.245948,-15.927223,-2.3666687,-1.1935005,0.032794476,0.225811,-0.6,0.00051430735,0.1693977,-3.633021
3739234418,8.245948,-15.927223,-2.3666687,-1.1935005,0.028701782,0.22394466,-0.6,0.0013990337,0.17691818,-3.604405
3739333206,8.245948,-15.927223,-2.3666687,-1.1935005,0.026584148,0.22111034,-0.6,0.039696015,0.1722274,-3.542139
3739438132,8.245948,-15.927223,-2.3666687,-1.1935005,0.025968075,0.21854591,-0.6,0.038781703,0.17220154,-3.686961
3739538446,8.245948,-15.927223,-2.3666687,-1.1935005,0.02696991,0.21647072,-0.6,0.0815661,0.15735614,-3.6467397
3739638101,8.245948,-15.927223,-2.3666687,-1.1935005,0.030160904,0.21421719,-0.6,0.093922056,0.18927948,-3.5838163
3739741951,8.245948,-15.927223,-2.3666687,-1.1935005,0.03541994,0.21210384,-0.6,0.10430227,0.1631131,-3.6702793
3739842875,8.245948,-15.927223,-2.3666687,-1.1935005,0.041969776,0.20810413,-0.6,0.121607244,0.16761526,-3.6802397
3739943684,8.245948,-15.927223,-2.3666687,-1.1935005,0.049272537,0.20299911,-0.6,0.12893353,0.1545041,-3.7090933
3740046733,8.245948,-15.927223,-2.3666687,-1.1935005,0.05663538,0.19768143,-0.6,0.121859856,0.15945806,-3.7215145
3740147311,8.245948,-15.927223,-2.3666687,-1.1935005,0.0632987,0.19246197,-0.6,0.14587772,0.14380926,-3.6611836
3740246698,8.245948,-15.927223,-2.3666687,-1.1935005,0.06935501,0.18677998,-0.6,0.11995953,0.15020767,-3.7001455
3740350839,8.245948,-15.927223,-2.3666687,-1.1935005,0.075006485,0.18049622,-0.6,0.12624258,0.13623342,-3.7819
3740452333,8.245948,-15.927223,-2.3666687,-1.1935005,0.08012819,0.17350388,-0.6,0.11227727,0.15079395,-3.7831402
3740551645,8.245948,-15.927223,-2.3666687,-1.1935005,0.084644794,0.16632175,-0.6,0.12272627,0.1324084,-3.6968665
3740655481,8.245948,-15.927223,-2.3666687,-1.1935005,0.08952904,0.15817356,-0.6,0.11502662,0.12405442,-3.6528463
3740756152,8.245948,-15.927223,-2.3666687,-1.1935005,0.094062805,0.15007591,-0.6,0.113593355,0.114262566,-3.7732306
3740855526,8.245948,-15.927223,-2.3666687,-1.1935005,0.09779692,0.14289856,-0.6,0.10884759,0.12381228,-3.7892356
3740962473,8.245948,-15.927223,-2.3666687,-1.1935005,0.100925446,0.13582134,-0.6,0.10212532,0.10986469,-3.7956567
3741065092,8.245948,-15.927223,-2.3666687,-1.1935005,0.10418558,0.12858582,-0.6,0.09160163,0.111729145,-3.7345846
3741164270,8.245948,-15.927223,-2.3666687,-1.1935005,0.106313705,0.122143745,-0.6,0.07872839,0.122690745,-3.8293488
3741266062,8.245948,-15.927223,-2.3666687,-1.1935005,0.10712004,0.116108894,-0.6,0.08215774,0.119454436,-3.799249
3741370001,8.245948,-15.927223,-2.3666687,-1.1935005,0.106582165,0.11038017,-0.6,0.060002316,0.116372444,-3.832188
3741469105,8.245948,-15.927223,-2.3666687,-1.1935005,0.10541439,0.10352039,-0.6,0.070766866,0.10655801,-3.7711558
3741570470,8.245948,-15.927223,-2.3666687,-1.1935005,0.10343313,0.096533775,-0.6,0.067497335,0.10184783,-3.63042
3741673791,8.245948,-15.927223,-2.3666687,-1.1935005,0.10057068,0.088311195,-0.6,0.064462416,0.08320129,-3.7532136
3741773231,8.245948,-15.927223,-2.3666687,-1.1935005,0.09714222,0.08088398,-0.6,0.058019616,0.080003045,-3.7257707
3741874576,8.245948,-15.927223,-2.3666687,-1.1935005,0.09411812,0.07179451,-0.6,0.033734255,0.08680806,-3.8022182
3741978495,8.245948,-15.927223,-2.3666687,-1.1935005,0.09066963,0.06307697,-0.6,0.04101333,0.07423015,-3.7190998
