timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
3732757133,45.708073,46.294277,12.540193,4.202177,5532.371,0.48229772,1.0468352,12,1,1,0,0
3733262057,44.864147,46.046726,7.8967724,9.144534,5534.405,0.4528303,1.0496333,12,1,1,0,0
3733754701,45.54473,45.90137,8.961506,8.920221,5535.5947,0.44529706,1.050351,12,1,1,0,0
3734259500,46.36143,45.81211,9.020658,8.940312,5536.8477,0.4441076,1.0504644,12,1,1,0,0
3734764800,45.245274,45.7576,8.754475,8.934492,5538.102,0.4442824,1.0504477,12,1,1,0,0
3735257141,46.170868,45.751625,8.872778,8.9511385,5539.3267,0.45077822,1.0498286,12,1,1,0,0
3735762843,46.36143,45.85623,8.724898,8.981296,5540.5864,0.48091617,1.046966,12,1,1,0,0
3736267686,44.3469,45.268154,57.19984,39.50963,5549.228,0.517056,1.0435537,12,1,1,0,0
3736760513,44.047443,45.00591,45.5765,46.397602,5556.3687,0.56715375,1.0388601,12,1,1,0,0
3737265201,44.619137,44.88242,41.938663,45.165928,5562.61,0.594168,1.0363467,12,1,1,0,0
3737769993,44.537464,44.787613,41.938663,43.34534,5568.503,0.5963281,1.0361462,12,1,1,0,0
3738262765,44.89137,44.824802,41.25842,42.348537,5574.1904,0.6153192,1.0343872,12,1,1,0,0
3738768051,45.163605,44.872272,41.96824,41.99405,5580.0464,0.63409203,1.0326543,12,1,1,0,0
3739272444,45.109158,44.909523,42.678062,41.67364,5585.842,0.64817214,1.0313584,12,1,1,0,0
3739777211,44.455795,44.91688,42.559757,41.8298,5591.7188,0.65707725,1.0305403,12,1,1,0,0
3740270004,45.000263,44.934402,41.90909,42.046894,5597.4966,0.6681864,1.0295218,12,1,1,0,0
3740774690,45.245274,44.93352,41.997818,42.460526,5603.5044,0.6745284,1.0289413,12,1,1,0,0
3741280453,44.700806,44.908855,40.903507,42.63167,5609.52,0.6736879,1.029018,12,1,1,0,0
3741784442,44.537464,44.852085,42.707638,42.761543,5615.525,0.66308683,1.0299891,12,1,1,0,0
3742289274,44.510242,44.829346,42.618908,42.980885,5621.573,0.6592306,1.0303428,12,1,1,0,0
3742782875,45.109158,44.826977,44.452618,43.176205,5627.5093,0.6581894,1.0304383,12,1,1,0,0
3743287539,45.245274,44.80997,41.61333,43.40886,5633.6177,0.6537598,1.0308449,12,1,1,0,0
3743792416,44.292454,44.79715,44.27516,43.764233,5639.788,0.6507216,1.031124,12,1,1,0,0
3744285087,45.13638,44.786602,44.92583,44.073902,5645.8447,0.6507948,1.0311173,12,1,1,0,0
3744789971,44.83692,44.76153,45.31032,44.425255,5652.104,0.6484104,1.0313364,12,1,1,0,0
3745294723,44.455795,44.74542,45.458202,44.954285,5658.453,0.64887935,1.0312934,12,1,1,0,0
3745799525,44.755253,44.74966,45.90184,45.52394,5664.893,0.6543814,1.030788,12,1,1,0,0
3746292415,44.292454,44.705975,42.648487,45.516705,5671.1436,0.63630486,1.0324504,12,1,1,0,0
3746797117,44.238007,44.647087,41.58375,43.94656,5677.1494,0.6063671,1.0352156,12,1,1,0,0
3747302056,44.673584,44.693954,42.678062,42.934242,5683.054,0.60450566,1.035388,12,1,1,0,0
3747806761,44.755253,44.716366,44.748375,42.893593,5689.041,0.60407704,1.0354278,12,1,1,0,0
3748300477,44.700806,44.683342,47.41021,44.40107,5695.264,0.60090387,1.0357219,12,1,1,0,0
3748804487,44.8097,44.640606,47.321484,45.666824,5701.7827,0.5998682,1.0358179,12,1,1,0,0
3749309902,44.56469,44.62131,45.813107,46.504787,5708.391,0.6041634,1.0354198,12,1,1,0,0
3749814789,44.755253,44.599964,42.678062,46.007145,5714.8174,0.608438,1.0350239,12,1,1,0,0
3750307617,44.89137,44.563286,40.93308,45.936253,5721.0825,0.6081959,1.0350462,12,1,1,0,0
3750812451,43.747986,44.56583,41.702057,44.380398,5727.1387,0.60964465,1.0349121,12,1,1,0,0
3751317249,44.700806,44.56261,44.748375,43.543552,5733.1353,0.6074387,1.0351164,12,1,1,0,0
3751809914,44.89137,44.600815,42.589336,43.0733,5738.9937,0.6141716,1.0344933,12,1,1,0,0
3752314715,43.884106,44.620434,41.31757,42.52853,5744.9062,0.61538273,1.0343814,12,1,1,0,0
3752819593,45.05471,44.640163,43.447033,42.516228,5750.8794,0.6174691,1.0341884,12,1,1,0,0
3753324369,44.8097,44.604214,44.65965,43.28573,5757.025,0.6109711,1.0347894,12,1,1,0,0
3753816966,43.639095,44.530464,46.996147,47.182255,5764.0337,0.61112964,1.0347747,12,1,1,0,0
3754321934,44.700806,44.519634,44.334312,46.530613,5770.5034,0.61304754,1.0345973,12,1,1,0,0
3754826694,44.07467,44.530212,44.304737,45.62573,5776.823,0.61373246,1.0345339,12,1,1,0,0
3755319706,45.000263,44.61355,35.905174,37.756,5781.1484,0.59065145,1.0366732,12,1,1,0,0
3755824407,44.18356,44.589134,35.8756,37.02217,5786.2485,0.56723315,1.0388527,12,1,1,0,0
3756329158,44.8097,44.610073,40.814777,38.138603,5791.692,0.5702724,1.0385693,12,1,1,0,0
