timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,pos_d_deriv,yaw,eph,epv,evh,evv,terrain_alt,pressure_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
3732761160,-22.35336965278586,-48.61620975062843,496.01053,-0.0,0.018749474,-0.0016106544,0.01887527,0.025499206,-1.1956651,0.72673786,0.91199774,0.15053672,0.048674826,495.9027,440.22626,1,0,1,0
3732966148,-22.35336960463688,-48.61620970128438,495.99533,-0.0,0.011989249,0.008275382,0.021670485,0.036888525,-1.1953176,0.7267359,0.91199166,0.15035272,0.048660103,495.87234,439.27145,1,0,1,0
3733166273,-22.353369576831607,-48.61620963988487,495.97833,-0.0,0.018306214,0.013327008,0.02972158,0.052483313,-1.194957,0.7265997,0.91195786,0.15027547,0.04859486,495.851,438.9236,1,0,1,0
3733370095,-22.35336955210534,-48.61620956455666,495.94904,-0.0,0.018822793,0.014967743,0.03491029,0.07405322,-1.1948948,0.72663236,0.9119386,0.15035994,0.048592847,495.82526,439.35757,1,0,1,0
3733570962,-22.35336954328008,-48.616209504353456,495.914,-0.0,0.027380994,0.01238813,0.036530655,0.09319278,-1.194862,0.7266645,0.9119735,0.15046509,0.048619796,495.789,439.0972,1,0,1,0
3733770897,-22.353369544549473,-48.61620944481795,495.88452,-0.0,0.018743139,0.007282555,0.03616581,0.10142757,-1.1947247,0.72668165,0.91200924,0.1505007,0.048654698,495.74402,439.5312,1,0,1,0
3733975722,-22.353369561651263,-48.61620938815722,495.85965,-0.0,0.018961247,0.013872768,0.042104222,0.109608434,-1.1947168,0.72707903,0.9119518,0.15091369,0.048621166,495.73703,438.83682,1,0,1,0
3734175898,-22.35336957190035,-48.61620934064938,495.8319,-0.0,0.013880471,0.0061807404,0.04305002,0.11556151,-1.1944015,0.7271453,0.911987,0.15105392,0.048652504,495.7231,438.9236,1,0,1,0
3734376521,-22.353369572320645,-48.616209291490854,495.79318,-0.0,0.015965328,0.016928582,0.048596017,0.13488555,-1.1946391,0.7271935,0.91196626,0.15109323,0.048638914,495.6676,439.70477,1,0,1,0
3734580491,-22.35336958444799,-48.61620926118525,495.7528,-0.0,0.024079692,0.010331813,0.04524663,0.14280027,-1.1942899,0.7272756,0.9119495,0.15118498,0.04864388,495.63412,439.27145,1,0,1,0
3734784509,-22.353369598659445,-48.616209229970856,495.72852,-0.0,0.016699795,0.010697812,0.044661894,0.13556278,-1.1938974,0.71922666,0.9119477,0.14293598,0.048638515,495.62744,439.70477,1,0,1,0
3734985353,-22.353369607158864,-48.616209216709834,495.71506,-0.0,0.009536457,0.008284022,0.039600484,0.11697196,-1.1935589,0.7278594,0.9119276,0.15179382,0.048624463,495.62045,439.79224,1,0,1,0
3735185363,-22.353369614843523,-48.616209187767424,495.71118,-0.0,0.005954532,0.01870792,0.04431951,0.1030221,-1.1938179,0.72790533,0.9119117,0.1518119,0.04862727,495.61404,439.0104,1,0,1,0
3735386067,-22.35336962978399,-48.61620915636756,495.7107,-0.0,0.020741418,0.016897235,0.038521003,0.08012267,-1.1936091,0.7279058,0.9119466,0.1518035,0.048643894,495.6296,439.61798,1,0,1,0
3735586114,-22.353369644235595,-48.616209120099136,495.70493,-0.0,0.00056941295,0.01378006,0.03207734,0.06474278,-1.1938163,0.72789,0.91193175,0.15172414,0.048648402,495.62317,438.48898,1,0,1,0
3735790875,-22.35336964144824,-48.616209080789005,495.6986,-0.0,0.008358571,0.008245499,0.040202163,0.066073194,-1.1934485,0.71961987,0.91193175,0.14319584,0.04864341,495.59247,439.0972,1,0,1,0
3735994836,-22.353369634278227,-48.61620905093778,495.68234,-0.0,0.013976935,0.015201555,-0.00034542195,0.03024923,-1.1943011,0.7281616,0.9119543,0.15193765,0.04861182,495.57278,437.79468,1,0,1,0
3736194872,-22.35336952116143,-48.6162090873452,495.73538,-0.0,0.113095336,-0.039873224,-0.7006758,-0.655883,-1.1901028,0.7281485,0.9119351,0.15236469,0.048606787,495.53275,438.05502,1,0,1,0
3736395659,-22.353369296368555,-48.61620930701429,495.87106,-0.0,0.1479078,-0.17722785,-1.1410509,-1.056251,-1.1836658,0.7282169,0.91196936,0.15498103,0.04863648,495.45502,441.26865,1,0,1,0
3736600456,-22.35336909319697,-48.61620985669746,496.08636,-0.0,0.11583271,-0.3016568,-1.4279959,-1.3160629,-1.169618,0.7198787,0.9120208,0.14755274,0.04868042,495.4084,442.05066,1,0,1,0
3736804455,-22.35336900621238,-48.616210612464506,496.41058,-0.0,0.02040425,-0.36682832,-1.6362154,-1.5564342,-1.1526048,0.7200147,0.91199946,0.14836285,0.04868228,495.42453,440.9214,1,0,1,0
3737008405,-22.35336915334318,-48.61621139992846,496.79254,-0.0,-0.122956805,-0.35305178,-1.7323722,-1.7039126,-1.1338447,0.72043025,0.91204876,0.14898446,0.048703928,495.45203,441.18182,1,0,1,0
3737209264,-22.353369523422774,-48.61621208262128,497.1776,-0.0,-0.22133249,-0.2990297,-1.7359976,-1.7464349,-1.1163048,0.7204824,0.91202223,0.14873981,0.048678078,495.45395,441.6159,1,0,1,0
3737413309,-22.353370017605883,-48.61621263515219,497.56567,-0.0,-0.26514244,-0.2291905,-1.6961615,-1.738151,-1.1026293,0.7205504,0.9120532,0.14819941,0.048699964,495.4776,442.48477,1,0,1,0
3737613233,-22.353370524362436,-48.61621303085063,497.939,-0.0,-0.24996506,-0.15693125,-1.6201054,-1.6909556,-1.0923254,0.72049713,0.9120787,0.14734863,0.048699144,495.52475,442.05066,1,0,1,0
3737814180,-22.353370892246783,-48.61621333477891,498.30502,-0.0,-0.1996069,-0.09132872,-1.5336617,-1.6340151,-1.0857314,0.720785,0.9120667,0.14684795,0.048678003,495.5737,442.31113,1,0,1,0
3738018015,-22.353371121739254,-48.61621350962069,498.65393,-0.0,-0.110486954,-0.043533947,-1.4261054,-1.5486561,-1.0826116,0.7205669,0.9120801,0.14580649,0.048641067,495.63135,443.26624,1,0,1,0
3738218803,-22.35337118797625,-48.61621358900145,498.97015,-0.0,-0.011790154,-0.0033200048,-1.3087339,-1.4424922,-1.0818692,0.7204487,0.9120506,0.14487097,0.048626643,495.6609,443.43988,1,0,1,0
3738418836,-22.353371085468755,-48.61621356993513,499.2477,-0.0,0.056327894,0.03293658,-1.2013025,-1.3302789,-1.083355,0.72035515,0.91207886,0.14410967,0.048657775,495.6816,443.5274,1,0,1,0
3738623638,-22.353370861739613,-48.61621354317172,499.4892,-0.0,0.119359426,0.052486278,-1.0897194,-1.1962826,-1.0866077,0.72052824,0.91212076,0.14372982,0.04867977,495.69055,444.30893,1,0,1,0
3738827632,-22.353370593763803,-48.61621351529544,499.70615,-0.0,0.14094433,0.062858604,-0.9924016,-1.0818189,-1.0917563,0.7204308,0.91209114,0.14319947,0.048676204,495.68265,444.1359,1,0,1,0
3739028423,-22.35337034358443,-48.61621348513791,499.9066,-0.0,0.1029415,0.07446924,-0.9232906,-1.0029702,-1.0973799,0.7202802,0.9121144,0.14275897,0.048683625,495.68985,444.30893,1,0,1,0
3739232529,-22.35337015857009,-48.61621343012763,500.10007,-0.0,0.058910757,0.06966132,-0.8380004,-0.91443807,-1.1034222,0.7204704,0.91210485,0.1427426,0.048687857,495.69406,444.39575,1,0,1,0
3739437354,-22.35337010940055,-48.616213325133636,500.26706,-0.0,-0.0063844984,0.074080124,-0.7651884,-0.8281719,-1.1097258,0.72032183,0.9120734,0.14239915,0.048664644,495.67584,444.56943,1,0,1,0
3739637340,-22.35337018481467,-48.6162132409494,500.42032,-0.0,-0.07685995,0.0669535,-0.719183,-0.7748739,-1.1162385,0.72015375,0.9120455,0.14214674,0.048660275,495.68335,445.178,1,0,1,0
3739841278,-22.353370397214267,-48.61621312206408,500.57352,-0.0,-0.11776349,0.076949395,-0.66651183,-0.72279215,-1.1235032,0.7203146,0.9120899,0.14231753,0.04868266,495.68222,444.4826,1,0,1,0
3740042089,-22.353370656579393,-48.61621292238858,500.7248,-0.0,-0.12355554,0.073866524,-0.6347093,-0.69974333,-1.1305752,0.72015387,0.9120594,0.1422297,0.048663095,495.6919,445.6991,1,0,1,0
3740246031,-22.353370889777334,-48.61621270735622,500.87662,-0.0,-0.1083208,0.08976114,-0.6077436,-0.68303627,-1.1370367,0.7200197,0.91208744,0.1422198,0.04868847,495.7496,445.3517,1,0,1,0
