timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
3731822021,3731822021,3343597937,0,0,1,185,184,66,44,10,51,68
3732787866,3732787866,3343597937,0,0,1,185,184,66,44,10,51,68
3733990005,3733990005,3343597937,0,0,1,185,184,66,44,10,51,68
3734912419,3734912419,3343597937,0,0,1,185,184,66,44,10,51,68
3735836022,3735836022,3343597937,0,0,1,185,184,66,44,10,51,68
3736970727,3736970727,3343597937,0,0,1,185,184,66,44,10,51,68
3737911923,3737911923,3343597937,0,0,1,185,184,66,44,10,51,68
3738834009,3738834009,3343597937,0,0,1,185,184,66,44,10,51,68
3739897092,3739897092,3343597937,0,0,1,185,184,66,44,10,51,68
3740812886,3740812886,3343597937,0,0,1,185,184,66,44,10,51,68
3741829381,3741829381,3343597937,0,0,1,185,184,66,44,10,51,68
3742876174,3742876174,3343597937,0,0,1,185,184,66,44,10,51,68
3743810903,3743810903,3343597937,0,0,1,185,184,66,44,10,51,68
3744821172,3744821172,3343597937,0,0,1,185,184,66,44,10,51,68
3745875030,3745875030,3343597937,0,0,1,185,184,66,44,10,51,68
3746802832,3746802832,3343597937,0,0,1,185,184,66,44,10,51,68
3747818174,3747818174,3343597937,0,0,1,185,184,66,44,10,51,68
3748871055,3748871055,3343597937,0,0,1,185,184,66,44,10,51,68
3749795997,3749795997,3343597937,0,0,1,185,184,66,44,10,51,68
3750811070,3750811070,3343597937,0,0,1,185,184,66,44,10,51,68
3751867230,3751867230,3343597937,0,0,1,185,184,66,44,10,51,68
3752889152,3752889152,3343597937,0,0,1,185,184,66,44,10,51,68
3753808042,3753808042,3343597937,0,0,1,185,184,66,44,10,51,68
3754893087,3754893087,3343597937,0,0,1,185,184,66,44,10,51,68
3755841634,3755841634,3343597937,0,0,1,185,184,66,44,10,51,68
3756802018,3756802018,3343597937,0,0,1,185,184,66,44,10,51,68
3757869698,3757869698,3343597937,0,0,1,185,184,66,44,10,51,68
3758876750,3758876750,3343597937,0,0,1,185,184,66,44,10,51,68
3759932763,3759932763,3343597937,0,0,1,185,184,66,44,10,51,68
3760848008,3760848008,3343597937,0,0,1,185,184,66,44,10,51,68
3761802022,3761802022,3343597937,0,0,1,185,184,66,44,10,51,68
3762797560,3762797560,3343597937,0,0,1,185,184,66,44,10,51,68
3763850141,3763850141,3343597937,0,0,1,185,184,66,44,10,51,68
3764842854,3764842854,3343597937,0,0,1,185,184,66,44,10,51,68
3765935492,3765935492,3343597937,0,0,1,185,184,66,44,10,51,68
3766869222,3766869222,3343597937,0,0,1,185,184,66,44,10,51,68
3767854672,3767854672,3343597937,0,0,1,185,184,66,44,10,51,68
3768914042,3768914042,3343597937,0,0,1,185,184,66,44,10,51,68
3769845898,3769845898,3343597937,0,0,1,185,184,66,44,10,51,68
3770805327,3770805327,3343597937,0,0,1,185,184,66,44,10,51,68
3771949983,3771949983,3343597937,0,0,1,185,184,66,44,10,51,68
3772845160,3772845160,3343597937,0,0,1,185,184,66,44,10,51,68
3773846059,3773846059,3343597937,0,0,1,185,184,66,44,10,51,68
3774904031,3774904031,3343597937,0,0,1,185,184,66,44,10,51,68
3775841138,3775841138,3343597937,0,0,1,185,184,66,44,10,51,68
3776847063,3776847063,3343597937,0,0,1,185,184,66,44,10,51,68
3777938090,3777938090,3343597937,0,0,1,185,184,66,44,10,51,68
3778878118,3778878118,3343597937,0,0,1,185,184,66,44,10,51,68
3779842989,3779842989,3343597937,0,0,1,185,184,66,44,10,51,68
3780961748,3780961748,3343597937,0,0,1,185,184,66,44,10,51,68
3781830585,3781830585,3343597937,0,0,1,185,184,66,44,10,51,68
3782838021,3782838021,3343597937,0,0,1,185,184,66,44,10,51,68
3783935065,3783935065,3343597937,0,0,1,185,184,66,44,10,51,68
3784823660,3784823660,3343597937,0,0,1,185,184,66,44,10,51,68
3785962860,3785962860,3343597937,0,0,1,185,184,66,44,10,51,68
3786912688,3786912688,3343597937,0,0,1,185,184,66,44,10,51,68
3787878021,3787878021,3343597937,0,0,1,185,184,66,44,10,51,68
3788828017,3788828017,3343597937,0,0,1,185,184,66,44,10,51,68
3789904836,3789904836,3343597937,0,0,1,185,184,66,44,10,51,68
3790810528,3790810528,3343597937,0,0,1,185,184,66,44,10,51,68
3791824133,3791824133,3343597937,0,0,1,185,184,66,44,10,51,68
3792877581,3792877581,3343597937,0,0,1,185,184,66,44,10,51,68
3793828016,3793828016,3343597937,0,0,1,185,184,66,44,10,51,68
3794812970,3794812970,3343597937,0,0,1,185,184,66,44,10,51,68
3795896014,3795896014,3343597937,0,0,1,185,184,66,44,10,51,68
3796825380,3796825380,3343597937,0,0,1,185,184,66,44,10,51,68
3797810360,3797810360,3343597937,0,0,1,185,184,66,44,10,51,68
3798863774,3798863774,3343597937,0,0,1,185,184,66,44,10,51,68
3799890655,3799890655,3343597937,0,0,1,185,184,66,44,10,51,68
3800811242,3800811242,3343597937,0,0,1,185,184,66,44,10,51,68
3801906018,3801906018,3343597937,0,0,1,185,184,66,44,10,51,68
3802799028,3802799028,3343597937,0,0,1,185,184,66,44,10,51,68
3803809619,3803809619,3343597937,0,0,1,185,184,66,44,10,51,68
3804863063,3804863063,3343597937,0,0,1,185,184,66,44,10,51,68
3805879118,3805879118,3343597937,0,0,1,185,184,66,44,10,51,68
3806794051,3806794051,3343597937,0,0,1,185,184,66,44,10,51,68
3807862716,3807862716,3343597937,0,0,1,185,184,66,44,10,51,68
3808795871,3808795871,3343597937,0,0,1,185,184,66,44,10,51,68
3809799063,3809799063,3343597937,0,0,1,185,184,66,44,10,51,68
3810846141,3810846141,3343597937,0,0,1,185,184,66,44,10,51,68
3811869733,3811869733,3343597937,0,0,1,185,184,66,44,10,51,68
3812796015,3812796015,3343597937,0,0,1,185,184,66,44,10,51,68
3813860728,3813860728,3343597937,0,0,1,185,184,66,44,10,51,68
3814866494,3814866494,3343597937,0,0,1,185,184,66,44,10,51,68
3815922059,3815922059,3343597937,0,0,1,185,184,66,44,10,51,68
3816871475,3816871475,3343597937,0,0,1,185,184,66,44,10,51,68
3817861080,3817861080,3343597937,0,0,1,185,184,66,44,10,51,68
3818925732,3818925732,3343597937,0,0,1,185,184,66,44,10,51,68
3819858894,3819858894,3343597937,0,0,1,185,184,66,44,10,51,68
3820858017,3820858017,3343597937,0,0,1,185,184,66,44,10,51,68
3821910186,3821910186,3343597937,0,0,1,185,184,66,44,10,51,68
3822836303,3822836303,3343597937,0,0,1,185,184,66,44,10,51,68
3823850445,3823850445,3343597937,0,0,1,185,184,66,44,10,51,68
3824945117,3824945117,3343597937,0,0,1,185,184,66,44,10,51,68
3825833538,3825833538,3343597937,0,0,1,185,184,66,44,10,51,68
3826846438,3826846438,3343597937,0,0,1,185,184,66,44,10,51,68
3827902067,3827902067,3343597937,0,0,1,185,184,66,44,10,51,68
3828828428,3828828428,3343597937,0,0,1,185,184,66,44,10,51,68
3829834061,3829834061,3343597937,0,0,1,185,184,66,44,10,51,68
3830906158,3830906158,3343597937,0,0,1,185,184,66,44,10,51,68
3831837137,3831837137,3343597937,0,0,1,185,184,66,44,10,51,68
3832837221,3832837221,3343597937,0,0,1,185,184,66,44,10,51,68
3833888143,3833888143,3343597937,0,0,1,185,184,66,44,10,51,68
3834816552,3834816552,3343597937,0,0,1,185,184,66,44,10,51,68
3835831315,3835831315,3343597937,0,0,1,185,184,66,44,10,51,68
3836896516,3836896516,3343597937,0,0,1,185,184,66,44,10,51,68
3837815094,3837815094,3343597937,0,0,1,185,184,66,44,10,51,68
3838827200,3838827200,3343597937,0,0,1,185,184,66,44,10,51,68
3839886007,3839886007,3343597937,0,0,1,185,184,66,44,10,51,68
3840902525,3840902525,3343597937,0,0,1,185,184,66,44,10,51,68
3841816147,3841816147,3343597937,0,0,1,185,184,66,44,10,51,68
3842889331,3842889331,3343597937,0,0,1,185,184,66,44,10,51,68
3843821088,3843821088,3343597937,0,0,1,185,184,66,44,10,51,68
