timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
3732739731,0.05,35.0,0.12,0.0,0,0,0,25
3732791698,0.05,35.0,0.12,0.0,0,0,0,25
3732844587,0.05,35.0,0.14999999,0.0,0,0,0,25
3732900509,0.05,35.0,0.14,0.0,0,0,0,25
3732954582,0.05,35.0,0.12,0.0,0,0,0,25
3733008257,0.05,35.0,0.08,0.0,0,0,0,25
3733060557,0.05,35.0,0.089999996,0.0,0,0,0,25
3733114527,0.05,35.0,0.17,0.0,0,0,0,25
3733168281,0.05,35.0,0.089999996,0.0,0,0,0,25
3733220429,0.05,35.0,0.049999997,0.0,0,0,0,25
3733272881,0.05,35.0,0.12,0.0,0,0,0,25
3733324434,0.05,35.0,0.089999996,0.0,0,0,0,25
3733377163,0.05,35.0,0.12,0.0,0,0,0,25
3733432808,0.05,35.0,0.089999996,0.0,0,0,0,25
3733484883,0.05,35.0,0.12,0.0,0,0,0,25
3733537986,0.05,35.0,0.07,0.0,0,0,0,25
3733593096,0.05,35.0,0.17999999,0.0,0,0,0,25
3733645596,0.05,35.0,0.089999996,0.0,0,0,0,25
3733698011,0.05,35.0,0.14,0.0,0,0,0,25
3733753648,0.05,35.0,0.089999996,0.0,0,0,0,25
3733805688,0.05,35.0,0.14,0.0,0,0,0,25
3733858499,0.05,35.0,0.08,0.0,0,0,0,25
3733909847,0.05,35.0,0.049999997,0.0,0,0,0,25
3733964124,0.05,35.0,0.12,0.0,0,0,0,25
3734017286,0.05,35.0,0.089999996,0.0,0,0,0,25
3734069571,0.05,35.0,0.13,0.0,0,0,0,25
3734122441,0.05,35.0,0.12,0.0,0,0,0,25
3734174125,0.05,35.0,0.13,0.0,0,0,0,25
3734226789,0.05,35.0,0.07,0.0,0,0,0,25
3734282102,0.05,35.0,0.14,0.0,0,0,0,25
3734334658,0.05,35.0,0.089999996,0.0,0,0,0,25
3734387563,0.05,35.0,0.13,0.0,0,0,0,25
3734443516,0.05,35.0,0.049999997,0.0,0,0,0,25
3734499590,0.05,35.0,0.089999996,0.0,0,0,0,25
3734555151,0.05,35.0,0.17999999,0.0,0,0,0,25
3734606824,0.05,35.0,0.089999996,0.0,0,0,0,25
3734659106,0.05,35.0,0.14,0.0,0,0,0,25
3734710554,0.05,35.0,0.08,0.0,0,0,0,25
3734763181,0.05,35.0,0.08,0.0,0,0,0,25
3734815509,0.05,35.0,0.14,0.0,0,0,0,25
3734871202,0.05,35.0,0.089999996,0.0,0,0,0,25
3734924169,0.05,35.0,0.12,0.0,0,0,0,25
3734976518,0.05,35.0,0.14,0.0,0,0,0,25
