timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
3744256829,3744256645,-0.0072349603,0.025542393,-0.107871935,0.3918816,0.0,0.0,0.0,-1.0
3744360843,3744360668,-0.0067634764,0.0213383,-0.107420474,0.37866914,0.0,0.0,0.0,-1.0
3744460819,3744460645,-0.0066333953,0.026343921,-0.10748617,0.38924545,0.0,0.0,0.0,-1.0
3744560781,3744560645,-0.0043335618,0.019969929,-0.10656396,0.3864676,0.0,0.0,0.0,-1.0
3744665575,3744665445,-0.005695712,0.018078655,-0.10627826,0.37976304,0.0,0.0,0.0,-1.0
3744765575,3744765445,-0.0056916056,0.023298321,-0.10472849,0.38636127,0.0,0.0,0.0,-1.0
3744865589,3744865452,-0.005217369,0.01778803,-0.1033732,0.39332744,0.0,0.0,0.0,-1.0
3744969575,3744969445,-0.0053701545,0.018340902,-0.10355992,0.3915584,0.0,0.0,0.0,-1.0
3745069613,3745069445,-0.0061518196,0.017164772,-0.10344432,0.38475057,0.0,0.0,0.0,-1.0
3745170452,3745170253,-0.0073262346,0.020371752,-0.10363786,0.40093553,0.0,0.0,0.0,-1.0
3745274435,3745274259,-0.008574899,0.021761188,-0.10419954,0.39271954,0.0,0.0,0.0,-1.0
3745378389,3745378259,-0.006844914,0.016289111,-0.10538584,0.39342406,0.0,0.0,0.0,-1.0
3745478425,3745478283,-0.0070939125,0.018920321,-0.10752416,0.39948034,0.0,0.0,0.0,-1.0
3745579223,3745579083,-0.00515231,0.023352783,-0.10927091,0.39378476,0.0,0.0,0.0,-1.0
3745683232,3745683091,-0.00285313,0.017511,-0.11103937,0.3906946,0.0,0.0,0.0,-1.0
3745783179,3745783045,-0.0033041353,0.02142417,-0.11269595,0.39635128,0.0,0.0,0.0,-1.0
3745884000,3745883850,-0.005956452,0.02310476,-0.11442256,0.38892397,0.0,0.0,0.0,-1.0
3745988020,3745987845,-0.00608792,0.019293997,-0.11571421,0.38603112,0.0,0.0,0.0,-1.0
3746088016,3746087845,-0.00404119,0.017824102,-0.24290991,0.3668184,0.0,0.0,0.0,1.0
3746192035,3746191849,-0.012810392,0.022217177,-0.21912232,0.3456523,0.0,0.0,0.0,1.0
3746292024,3746291845,-0.01874896,0.02175008,-0.20346305,0.3574564,0.0,0.0,0.0,1.0
3746392034,3746391845,-0.018852133,0.020456763,-0.20367236,0.3481051,0.0,0.0,0.0,1.0
3746495976,3746495845,-0.022346737,0.022931589,-0.20109014,0.34586748,0.0,0.0,0.0,1.0
3746596785,3746596645,-0.018559752,0.020160995,-0.19620648,0.34411696,0.0,0.0,0.0,1.0
3746700813,3746700645,-0.015156736,0.019773973,-0.19516703,0.337953,0.0,0.0,0.0,1.0
3746800784,3746800645,-0.0150287,0.018044151,-0.19532672,0.33213264,0.0,0.0,0.0,1.0
3746904816,3746904686,-0.012823397,0.018174538,-0.19111326,0.3372816,0.0,0.0,0.0,1.0
3747005601,3747005460,-0.008624105,0.018418413,-0.18870664,0.3360578,0.0,0.0,0.0,1.0
3747105625,3747105467,-0.013453987,0.024129264,-0.18985486,0.3326321,0.0,0.0,0.0,1.0
3747209596,3747209457,-0.008365996,0.020374592,-0.1875962,0.34243166,0.0,0.0,0.0,1.0
3747309579,3747309445,-0.0063966285,0.022029035,-0.18403196,0.33592725,0.0,0.0,0.0,1.0
3747409632,3747409487,-0.007505152,0.016598674,-0.18417406,0.33965346,0.0,0.0,0.0,1.0
3747514379,3747514245,-0.0061204457,0.017033605,-0.18372877,0.3409264,0.0,0.0,0.0,1.0
3747614375,3747614245,-0.009028859,0.01911907,-0.1802969,0.34194276,0.0,0.0,0.0,1.0
3747714387,3747714245,-0.008305552,0.019702807,-0.17873058,0.34696436,0.0,0.0,0.0,1.0
3747818449,3747818250,-0.016744036,0.023217509,-0.17922878,0.35636672,0.0,0.0,0.0,1.0
3747918377,3747918245,-0.010824976,0.018180702,-0.17712694,0.35495216,0.0,0.0,0.0,1.0
3748019212,3748019067,-0.020423792,0.022138167,-0.17465565,0.3556792,0.0,0.0,0.0,1.0
3748123190,3748123046,-0.02001279,0.019193292,-0.17534265,0.36333826,0.0,0.0,0.0,1.0
3748223216,3748223045,-0.02355903,0.02381064,-0.17545089,0.37415457,0.0,0.0,0.0,1.0
3748324023,3748323845,-0.029832073,0.029261742,-0.17326047,0.36850724,0.0,0.0,0.0,1.0
3748427995,3748427851,-0.02818218,0.024596516,-0.17257181,0.3755182,0.0,0.0,0.0,1.0
3748532024,3748531845,-0.033075202,0.016761139,-0.17318818,0.3797288,0.0,0.0,0.0,1.0
3748631982,3748631845,-0.036249056,0.02294803,-0.17229158,0.38102096,0.0,0.0,0.0,1.0
3748735986,3748735845,-0.036167197,0.02317258,-0.1706459,0.38648644,0.0,0.0,0.0,1.0
3748836020,3748835881,-0.03038054,0.017117089,-0.17145556,0.38609856,0.0,0.0,0.0,1.0
3748936821,3748936688,-0.028699284,0.010776315,-0.1717871,0.38437313,0.0,0.0,0.0,1.0
3749040777,3749040647,-0.025299227,0.010276463,-0.17098185,0.38359466,0.0,0.0,0.0,1.0
3749140775,3749140645,-0.027841099,0.008785742,-0.17172647,0.38355067,0.0,0.0,0.0,1.0
3749240777,3749240645,-0.028508956,0.011869651,-0.17269927,0.38740316,0.0,0.0,0.0,1.0
3749341596,3749341465,-0.02637619,0.020517444,-0.17263617,0.3897755,0.0,0.0,0.0,1.0
3749445633,3749445497,-0.026762724,0.014979574,-0.14443235,0.38885805,0.0,0.0,0.0,1.0
3749553577,3749553445,-0.026926123,0.007915927,-0.1238335,0.39700878,0.0,0.0,0.0,1.0
3749653579,3749653449,-0.026336228,0.0010982715,-0.109544545,0.39611343,0.0,0.0,0.0,1.0
3749757624,3749757445,-0.026574666,-0.0023911903,-0.09753817,0.39114866,0.0,0.0,0.0,1.0
3749862413,3749862282,-0.029539382,-0.007415179,-0.089120194,0.39895597,0.0,0.0,0.0,1.0
3749966395,3749966261,-0.028835414,-0.012459362,-0.08329755,0.38717052,0.0,0.0,0.0,1.0
3750066450,3750066245,-0.02585952,-0.011805584,-0.07992199,0.41067022,0.0,0.0,0.0,1.0
3750170459,3750170244,-0.025869448,-0.021068228,-0.07818012,0.4198748,0.0,0.0,0.0,1.0
3750271230,3750271045,-0.028291304,-0.0216934,-0.079153635,0.40394595,0.0,0.0,0.0,1.0
3750371184,3750371045,-0.030519925,-0.016108155,-0.08131917,0.39181027,0.0,0.0,0.0,1.0
3750475182,3750475045,-0.02855843,-0.015026312,-0.08183466,0.3883456,0.0,0.0,0.0,1.0
3750575186,3750575045,-0.026900448,-0.015540225,-0.08408531,0.39177358,0.0,0.0,0.0,1.0
3750675182,3750675045,-0.031977173,-0.013356667,-0.08749506,0.39424926,0.0,0.0,0.0,1.0
3750780016,3750779845,-0.027093822,-0.017949447,-0.08973821,0.38278022,0.0,0.0,0.0,1.0
3750883989,3750883845,-0.028930744,-0.02191889,-0.09274068,0.3838212,0.0,0.0,0.0,1.0
3750983986,3750983845,-0.027581917,-0.022087874,-0.09545519,0.38083735,0.0,0.0,0.0,1.0
3751084291,3751083858,-0.028312584,-0.022768423,-0.097902104,0.38382986,0.0,0.0,0.0,1.0
3751188780,3751188645,-0.032870337,-0.013843373,-0.10045543,0.38261333,0.0,0.0,0.0,1.0
3751292822,3751292649,-0.028637594,-0.014569091,-0.10235466,0.39184183,0.0,0.0,0.0,1.0
3751392835,3751392657,-0.031668052,-0.019758416,-0.105066784,0.3866161,0.0,0.0,0.0,1.0
3751496783,3751496647,-0.03317431,-0.011963447,-0.10725351,0.38884932,0.0,0.0,0.0,1.0
3751597592,3751597445,-0.036246754,-0.009867423,-0.10851968,0.37413055,0.0,0.0,0.0,1.0
3751697595,3751697458,-0.035238482,-0.01087957,-0.11079485,0.37196273,0.0,0.0,0.0,1.0
3751801577,3751801444,-0.028583417,-0.020699304,-0.111494176,0.37503058,0.0,0.0,0.0,1.0
3751901575,3751901445,-0.026284924,-0.02032567,-0.11119771,0.3763098,0.0,0.0,0.0,1.0
3752001645,3752001452,-0.023770913,-0.01775824,-0.11139475,0.38020006,0.0,0.0,0.0,1.0
3752105679,3752105482,-0.025049713,-0.011358306,-0.11271815,0.37401888,0.0,0.0,0.0,1.0
3752206438,3752206244,-0.015294112,-0.023449097,-0.112930335,0.37185887,0.0,0.0,0.0,1.0
3752306445,3752306245,-0.010493441,-0.026215302,-0.113322996,0.3750472,0.0,0.0,0.0,1.0
3752414419,3752414259,-0.019646604,-0.016157795,-0.11423022,0.3769477,0.0,0.0,0.0,1.0
3752514378,3752514245,-0.010810759,-0.028320353,-0.11486956,0.37309942,0.0,0.0,0.0,1.0
3752619197,3752619060,-0.013205704,-0.02397388,-0.11430486,0.38083917,0.0,0.0,0.0,1.0
3752719201,3752719064,-0.016290195,-0.024004525,-0.11489269,0.38177907,0.0,0.0,0.0,1.0
3752823223,3752823080,-0.01003075,-0.03608536,-0.115160406,0.36940834,0.0,0.0,0.0,1.0
3752923201,3752923060,-0.013207238,-0.032919783,-0.11393147,0.37160197,0.0,0.0,0.0,1.0
3753023989,3753023850,-0.019738838,-0.0302844,-0.113360055,0.3843929,0.0,0.0,0.0,1.0
3753128019,3753127844,-0.018774848,-0.026276788,-0.11311292,0.38528746,0.0,0.0,0.0,1.0
3753228064,3753227845,-0.024504207,-0.025201397,-0.112431735,0.37524718,0.0,0.0,0.0,1.0
3753332032,3753331849,-0.02738524,-0.025417497,-0.11087386,0.3940688,0.0,0.0,0.0,1.0
3753436021,3753435845,-0.025863327,-0.019844223,-0.114144474,0.4390635,0.0,0.0,0.0,-1.0
3753540012,3753539877,-0.02398288,-0.018020907,-0.11560293,0.41304892,0.0,0.0,0.0,-1.0
3753640826,3753640691,-0.025323862,-0.022174496,-0.11423399,0.4239211,0.0,0.0,0.0,-1.0
3753744800,3753744661,-0.022698153,-0.022990381,-0.115503095,0.42257604,0.0,0.0,0.0,-1.0
3753844778,3753844645,-0.020937525,-0.018755518,-0.11770965,0.40567535,0.0,0.0,0.0,-1.0
3753944782,3753944645,-0.018661179,-0.021407764,-0.11674214,0.41449812,0.0,0.0,0.0,-1.0
3754045575,3754045445,-0.019279577,-0.023481496,-0.11736483,0.40604165,0.0,0.0,0.0,-1.0
3754149604,3754149474,-0.0144055765,-0.028285626,-0.119085535,0.40844825,0.0,0.0,0.0,-1.0
3754249614,3754249445,-0.012682039,-0.02502033,-0.11923519,0.40390342,0.0,0.0,0.0,-1.0
3754353636,3754353444,-0.012554016,-0.027922424,-0.1175585,0.39996278,0.0,0.0,0.0,-1.0
3754453605,3754453445,-0.0134943,-0.025711957,-0.11927398,0.4064168,0.0,0.0,0.0,-1.0
3754554407,3754554245,-0.007632792,-0.028249266,-0.11939048,0.39432314,0.0,0.0,0.0,-1.0
3754654379,3754654245,-0.010387188,-0.02924414,-0.118870094,0.39338115,0.0,0.0,0.0,-1.0
3754758409,3754758270,-0.010154029,-0.025532901,-0.118822,0.39461428,0.0,0.0,0.0,-1.0
3754858438,3754858245,-0.013461676,-0.029355451,-0.12065983,0.39244837,0.0,0.0,0.0,-1.0
3754958453,3754958244,0.0018754371,-0.0539831,-0.11719572,0.20974456,0.0,0.0,0.0,1.0
3755063218,3755063080,0.002542085,-0.045480825,-0.12587024,0.25715005,0.0,0.0,0.0,1.0
3755163216,3755163045,-0.013269718,-0.031339765,-0.12701495,0.29649797,0.0,0.0,0.0,1.0
3755267243,3755267044,-0.01100395,-0.03372591,-0.12209154,0.30081445,0.0,0.0,0.0,1.0
3755368065,3755367845,-0.019618131,-0.024596918,-0.12261773,0.30075344,0.0,0.0,0.0,1.0
3755467991,3755467851,-0.019231573,-0.025956485,-0.12271796,0.31430492,0.0,0.0,0.0,1.0
3755572050,3755571896,-0.021299012,-0.027793637,-0.121851034,0.31994498,0.0,0.0,0.0,1.0
3755675987,3755675845,-0.019114621,-0.029403651,-0.11744911,0.32666695,0.0,0.0,0.0,1.0
3755775983,3755775845,-0.010552008,-0.034421757,-0.11772751,0.3238264,0.0,0.0,0.0,1.0
3755876783,3755876651,-0.014721051,-0.037381515,-0.11854838,0.33083844,0.0,0.0,0.0,1.0
3755980819,3755980645,-0.011115043,-0.037883297,-0.11472089,0.33113825,0.0,0.0,0.0,1.0
3756084779,3756084645,-0.0084697,-0.04218985,-0.11363151,0.33245552,0.0,0.0,0.0,1.0
3756184837,3756184668,-0.008783727,-0.044092476,-0.11541402,0.3357702,0.0,0.0,0.0,1.0
3756288804,3756288645,-0.0023374883,-0.044510618,-0.11522411,0.34964544,0.0,0.0,0.0,1.0
3756389606,3756389445,-0.0012945647,-0.04734437,-0.11119269,0.3487506,0.0,0.0,0.0,1.0
3756489584,3756489445,-0.0043839766,-0.04422242,-0.11310371,0.3539999,0.0,0.0,0.0,1.0
3756589575,3756589445,-0.008170502,-0.045288436,-0.1132554,0.35908276,0.0,0.0,0.0,1.0
3756693585,3756693445,0.0019049607,-0.050675508,-0.11087234,0.35547858,0.0,0.0,0.0,1.0
3756794391,3756794252,0.00064355694,-0.045740135,-0.11087312,0.35287273,0.0,0.0,0.0,1.0
3756898423,3756898277,-0.0032582812,-0.04607375,-0.112460025,0.37188762,0.0,0.0,0.0,1.0
3756998405,3756998245,-0.0053669717,-0.041813333,-0.110849805,0.36586863,0.0,0.0,0.0,1.0
3757102419,3757102282,-0.0075817457,-0.03954337,-0.10980972,0.3786375,0.0,0.0,0.0,1.0
3757206455,3757206251,-0.008102216,-0.04066378,-0.112390965,0.36827397,0.0,0.0,0.0,1.0
3757311193,3757311048,-0.012680497,-0.043064445,-0.11273165,0.3668392,0.0,0.0,0.0,1.0
3757415228,3757415045,-0.011803652,-0.041282777,-0.11151399,0.37577012,0.0,0.0,0.0,1.0
3757515251,3757515045,-0.008751376,-0.03946779,-0.11241593,0.3766499,0.0,0.0,0.0,1.0
3757619227,3757619045,-0.008973296,-0.044065513,-0.114014015,0.3766376,0.0,0.0,0.0,1.0
3757720018,3757719845,-0.005482143,-0.047007658,-0.11536939,0.36987615,0.0,0.0,0.0,1.0
3757820015,3757819873,-0.011880003,-0.04186129,-0.11590653,0.37010774,0.0,0.0,0.0,1.0
3757920032,3757919845,-0.010091037,-0.042843215,-0.11790794,0.37424967,0.0,0.0,0.0,1.0
3758023975,3758023845,-0.0060565444,-0.036540635,-0.12045116,0.36775985,0.0,0.0,0.0,1.0
3758123984,3758123845,-0.0112828715,-0.035493165,-0.12252243,0.36864778,0.0,0.0,0.0,1.0
3758224788,3758224648,-0.0123321405,-0.041654546,-0.12608248,0.37543327,0.0,0.0,0.0,1.0
3758328777,3758328645,-0.015961511,-0.03502689,-0.12884909,0.37282053,0.0,0.0,0.0,1.0
3758428795,3758428655,-0.01858598,-0.035593927,-0.13056767,0.37493512,0.0,0.0,0.0,1.0
3758532829,3758532657,-0.01467743,-0.046087313,-0.13152927,0.37054634,0.0,0.0,0.0,1.0
3758632815,3758632645,-0.01167546,-0.04470147,-0.13326113,0.3700426,0.0,0.0,0.0,1.0
3758733615,3758733445,-0.013330385,-0.03944976,-0.13404837,0.36684236,0.0,0.0,0.0,1.0
3758833581,3758833444,-0.010361283,-0.037302095,-0.1337505,0.3610514,0.0,0.0,0.0,1.0
3758937575,3758937445,-0.015313908,-0.04087688,-0.13503414,0.3632747,0.0,0.0,0.0,1.0
3759037662,3759037480,-0.015165585,-0.042710364,-0.13469876,0.37146917,0.0,0.0,0.0,1.0
3759137629,3759137457,-0.012159374,-0.04164371,-0.13369274,0.37564376,0.0,0.0,0.0,1.0
3759242526,3759242337,-0.00310852,-0.045660045,-0.13386512,0.35428393,0.0,0.0,0.0,1.0
3759342413,3759342283,-0.0042780745,-0.042218823,-0.13347735,0.3659895,0.0,0.0,0.0,1.0
