timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
3735904550,-1.0,0,0,0,0
3894462763,-1.0,0,0,1,0
3894546939,-1.0,0,0,0,0
3910225138,-1.0,0,0,1,0
3910682031,-1.0,0,0,0,1
3911012950,-1.0,1,0,0,0
