timestamp,lat,lon,app_value,index,alt,enabled,app_cmd,manual_switch,status
3619530497,-22.35336072769124,-48.61621233831725,0.0,0,495.52362,0,17,1,0
3874167199,-22.35361786661591,-48.616356344195125,0.0,0,503.57025,0,17,1,0
3913069606,-22.353368212289382,-48.61620615893848,0.0,0,496.57196,0,17,1,0
