timestamp,load,ram_usage
3340269354,0.544751,0.9243629
3341270534,0.640284,0.92456675
3342272036,0.625147,0.92456675
3343275135,0.640285,0.92456675
3344275990,0.686533,0.92456675
3345278001,0.691524,0.92456675
3346279647,0.675172,0.92456675
3347280036,0.66489,0.92456675
3348281586,0.661596,0.92456675
3349281989,0.662803,0.92456675
3350282989,0.663291,0.92456675
3351284272,0.660683,0.92456675
3352285869,0.64145,0.92456675
3353288733,0.63607,0.92456675
3354290681,0.645343,0.92456675
3355290989,0.651703,0.92456675
3356297268,0.683204,0.92456675
3357297994,0.726936,0.92456675
3358301390,0.718794,0.92456675
3359303706,0.71553,0.92456675
3360307736,0.70221,0.92456675
3361308590,0.720124,0.92456675
3362310586,0.719413,0.92456675
3363313469,0.717792,0.92456675
3364315169,0.683909,0.92456675
3365317699,0.668295,0.92456675
3366319597,0.675444,0.92456675
3367323750,0.673037,0.92456675
3368326193,0.721154,0.92456675
3369328445,0.723482,0.92456675
3370329578,0.718314,0.92456675
3371334745,0.717487,0.92456675
3372337239,0.713231,0.92456675
3373339758,0.715995,0.92456675
3374341155,0.708619,0.92456675
3375341590,0.715918,0.92456675
3376343582,0.719362,0.92456675
3377345150,0.715486,0.92456675
3378346971,0.716447,0.92456675
3379348889,0.697603,0.92456675
3380350966,0.669061,0.92456675
3381352544,0.659541,0.92456675
3382354379,0.665378,0.92456675
3383356183,0.668682,0.92456675
3384358200,0.665038,0.92456675
3385359096,0.680242,0.92456675
3386360874,0.718154,0.92456675
3387363348,0.716174,0.92456675
3388368957,0.716153,0.92456675
3389371583,0.719501,0.92456675
3390373614,0.722517,0.92456675
3391374580,0.720171,0.92456675
3392375242,0.718848,0.92456675
3393379476,0.718799,0.92456675
3394379989,0.713735,0.92456675
3395386739,0.7138,0.92456675
3396390100,0.707685,0.92456675
3397390024,0.718618,0.92456675
3398391159,0.699185,0.92456675
3399392754,0.666889,0.92456675
3400393935,0.670121,0.92456675
3401396852,0.669448,0.92456675
3402398167,0.66678,0.92456675
3403399560,0.663915,0.92456675
3404402068,0.670067,0.92456675
3405407530,0.67184,0.92456675
3406408042,0.724404,0.92456675
3407410364,0.721309,0.92456675
3408412090,0.719089,0.92456675
3409414329,0.718144,0.92456675
3410415167,0.709155,0.92456675
3411417614,0.724943,0.92456675
3412419252,0.712831,0.92456675
3413420947,0.71822,0.92456675
3414427053,0.719244,0.92456675
3415429468,0.719173,0.92456675
3416430280,0.715785,0.92456675
3417436079,0.711313,0.92456675
3418438046,0.71749,0.92456675
3419439719,0.672151,0.92456675
3420441513,0.674267,0.92456675
3421444101,0.668957,0.92456675
3422445174,0.669489,0.92456675
3423446139,0.671474,0.92456675
3424449676,0.658144,0.92456675
3425451462,0.667355,0.92456675
3426453116,0.666496,0.92456675
3427458265,0.68386,0.92456675
3428459485,0.719482,0.92456675
3429460696,0.724966,0.92456675
3430466922,0.723351,0.92456675
3431469683,0.71285,0.92456675
3432470296,0.694292,0.92456675
3433471914,0.684995,0.92456675
3434473392,0.694097,0.92456675
3435474493,0.687745,0.92456675
3436474990,0.688336,0.92456675
3437482478,0.682363,0.92456675
3438485094,0.681222,0.92456675
3439487124,0.684946,0.92456675
3440488014,0.689137,0.92456675
3441489782,0.635084,0.92456675
3442491261,0.637503,0.92456675
3443492936,0.643295,0.92456675
3444494819,0.637013,0.92456675
3445495951,0.634576,0.92456675
3446498129,0.635727,0.92456675
3447500355,0.64115,0.92456675
3448502162,0.657538,0.92456675
3449503135,0.659325,0.92456675
3450505271,0.659466,0.92456675
3451507226,0.655108,0.92456675
3452508778,0.657944,0.92456675
3453511600,0.646708,0.92456675
3454512028,0.661277,0.92456675
3455513639,0.656477,0.92456675
3456516118,0.65267,0.92456675
3457517318,0.655697,0.92456675
3458519499,0.647437,0.92456675
3459520705,0.632143,0.92456675
3460522482,0.626134,0.92456675
3461527923,0.655096,0.92456675
3462530100,0.650311,0.92456675
3463530989,0.653075,0.92456675
3464534087,0.656399,0.92456675
3465535952,0.64851,0.92456675
3466537147,0.654358,0.92456675
3467538387,0.640911,0.92456675
3468541170,0.651029,0.92456675
3469542775,0.606531,0.92456675
3470544572,0.608828,0.92456675
3471545640,0.608725,0.92456675
3472547501,0.61124,0.92456675
3473550472,0.610756,0.92456675
3474550989,0.603672,0.92456675
3475552082,0.613951,0.92456675
3476554761,0.612217,0.92456675
3477556128,0.613586,0.92456675
3478558352,0.608599,0.92456675
3479560431,0.612489,0.92456675
3480562148,0.613629,0.92456675
3481563246,0.601625,0.92456675
3482565765,0.585414,0.92456675
3483567090,0.577211,0.92456675
3484615607,0.616419,0.92456675
