timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
3341103455,0.05,35.0,0.12,0.0,0,0,0,25
3341154745,0.05,35.0,0.13,0.0,0,0,0,25
3341207206,0.05,35.0,0.12,0.0,0,0,0,25
3341258701,0.05,35.0,0.07,0.0,0,0,0,25
3341311585,0.05,35.0,0.13,0.0,0,0,0,25
3341367271,0.05,35.0,0.089999996,0.0,0,0,0,25
3341418663,0.05,35.0,0.04,0.0,0,0,0,25
3341472078,0.05,35.0,0.07,0.0,0,0,0,25
3341524258,0.05,35.0,0.089999996,0.0,0,0,0,25
3341575648,0.05,35.0,0.089999996,0.0,0,0,0,25
3341628363,0.05,35.0,0.08,0.0,0,0,0,25
3341683878,0.05,35.0,0.08,0.0,0,0,0,25
3341735703,0.05,35.0,0.07,0.0,0,0,0,25
3341788365,0.05,35.0,0.04,0.0,0,0,0,25
3341843171,0.05,35.0,0.13,0.0,0,0,0,25
3341895242,0.05,35.0,0.049999997,0.0,0,0,0,25
3341948300,0.05,35.0,0.089999996,0.0,0,0,0,25
3342004496,0.05,35.0,0.13,0.0,0,0,0,25
3342056469,0.05,35.0,0.08,0.0,0,0,0,25
3342108787,0.05,35.0,0.08,0.0,0,0,0,25
3342161125,0.05,35.0,0.08,0.0,0,0,0,25
3342216577,0.05,35.0,0.07,0.0,0,0,0,25
3342268652,0.05,35.0,0.13,0.0,0,0,0,25
3342320276,0.05,35.0,0.12,0.0,0,0,0,25
3342374533,0.05,35.0,0.089999996,0.0,0,0,0,25
3342428270,0.05,35.0,0.049999997,0.0,0,0,0,25
3342481388,0.05,35.0,0.08,0.0,0,0,0,25
3342532897,0.05,35.0,0.12,0.0,0,0,0,25
3342585981,0.05,35.0,0.08,0.0,0,0,0,25
3342642097,0.05,35.0,0.08,0.0,0,0,0,25
3342697381,0.05,35.0,0.13,0.0,0,0,0,25
3342749083,0.05,35.0,0.08,0.0,0,0,0,25
3342801910,0.05,35.0,0.12,0.0,0,0,0,25
3342857163,0.05,35.0,0.14999999,0.0,0,0,0,25
3342909677,0.05,35.0,0.14,0.0,0,0,0,25
3342962391,0.05,35.0,0.089999996,0.0,0,0,0,25
3343013598,0.05,35.0,0.08,0.0,0,0,0,25
3343066763,0.05,35.0,0.08,0.0,0,0,0,25
3343123385,0.05,35.0,0.13,0.0,0,0,0,25
3343180441,0.05,35.0,0.14999999,0.0,0,0,0,25
3343234412,0.05,35.0,0.12,0.0,0,0,0,25
3343286896,0.05,35.0,0.08,0.0,0,0,0,25
3343341288,0.05,35.0,0.08,0.0,0,0,0,25
3343395811,0.05,35.0,0.17,0.0,0,0,0,25
3343451485,0.05,35.0,0.19999999,0.0,0,0,0,25
3343507318,0.05,35.0,0.29,0.0,0,0,0,25
3343558804,0.05,35.0,0.38,0.0,0,0,0,25
3343611227,0.05,35.0,0.42999998,0.0,0,0,0,25
3343662897,0.05,35.0,0.48999998,0.0,0,0,0,25
3343717202,0.05,35.0,0.57,0.0,0,0,0,25
3343771221,0.05,35.0,0.64,0.0,0,0,0,25
3343823628,0.05,35.0,0.74,0.0,0,0,0,25
3343878287,0.05,35.0,0.83,0.0,0,0,0,25
3343932165,0.05,35.0,0.93,0.0,0,0,0,25
3343983696,0.05,35.0,1.0,0.0,0,0,0,25
3344036419,0.05,35.0,1.11,0.0,0,0,0,25
3344094275,0.05,35.0,1.2099999,0.0,0,0,0,25
3344147468,0.05,35.0,1.29,0.0,0,0,0,25
3344199752,0.05,35.0,1.41,0.0,0,0,0,25
3344252023,0.05,35.0,1.49,0.0,0,0,0,25
3344304687,0.05,35.0,1.5999999,0.0,0,0,0,25
3344357086,0.05,35.0,1.67,0.0,0,0,0,25
3344411697,0.05,35.0,1.77,0.0,0,0,0,25
3344464368,0.05,35.0,1.88,0.0,0,0,0,25
3344517279,0.05,35.0,1.9699999,0.0,0,0,0,25
3344574967,0.05,35.0,2.06,0.0,0,0,0,25
3344628496,0.05,35.0,2.1499999,0.0,0,0,0,25
3344681293,0.05,35.0,2.23,0.0,0,0,0,25
3344733606,0.05,35.0,2.31,0.0,0,0,0,25
3344785769,0.05,35.0,2.3899999,0.0,0,0,0,25
3344838002,0.05,35.0,2.48,0.0,0,0,0,25
3344893502,0.05,35.0,2.56,0.0,0,0,0,25
3344945214,0.05,35.0,2.6599998,0.0,0,0,0,25
3344998102,0.05,35.0,2.73,0.0,0,0,0,25
3345054015,0.05,35.0,2.8,0.0,0,0,0,25
3345109643,0.05,35.0,2.9099998,0.0,0,0,0,25
3345162016,0.05,35.0,2.95,0.0,0,0,0,25
3345216500,0.05,35.0,2.99,0.0,0,0,0,25
3345270136,0.05,35.0,3.1299999,0.0,0,0,0,25
3345322720,0.05,35.0,3.1499999,0.0,0,0,0,25
3345378003,0.05,35.0,3.21,0.0,0,0,0,25
3345432809,0.05,35.0,3.28,0.0,0,0,0,25
3345489206,0.05,35.0,3.33,0.0,0,0,0,25
3345543568,0.05,35.0,3.4399998,0.0,0,0,0,25
3345599568,0.05,35.0,3.49,0.0,0,0,0,25
3345655477,0.05,35.0,3.54,0.0,0,0,0,25
3345706986,0.05,35.0,3.6299999,0.0,0,0,0,25
3345759366,0.05,35.0,3.6799998,0.0,0,0,0,25
3345810766,0.05,35.0,3.7099998,0.0,0,0,0,25
3345863583,0.05,35.0,3.78,0.0,0,0,0,25
3345919778,0.05,35.0,3.85,0.0,0,0,0,25
3345977708,0.05,35.0,3.8799999,0.0,0,0,0,25
3346031491,0.05,35.0,3.9499998,0.0,0,0,0,25
3346083999,0.05,35.0,3.99,0.0,0,0,0,25
3346136593,0.05,35.0,4.06,0.0,0,0,0,25
3346192067,0.05,35.0,4.02,0.0,0,0,0,25
3346243721,0.05,35.0,4.13,0.0,0,0,0,25
3346296108,0.05,35.0,4.22,0.0,0,0,0,25
3346347566,0.05,35.0,4.2599998,0.0,0,0,0,25
3346402043,0.05,35.0,4.29,0.0,0,0,0,25
3346455680,0.05,35.0,4.31,0.0,0,0,0,25
3346507854,0.05,35.0,4.36,0.0,0,0,0,25
3346561215,0.05,35.0,4.42,0.0,0,0,0,25
3346616878,0.05,35.0,4.47,0.0,0,0,0,25
3346671483,0.05,35.0,4.47,0.0,0,0,0,25
3346724495,0.05,35.0,4.5099998,0.0,0,0,0,25
3346779306,0.05,35.0,4.61,0.0,0,0,0,25
3346833165,0.05,35.0,4.5899997,0.0,0,0,0,25
3346889163,0.05,35.0,4.66,0.0,0,0,0,25
3346945125,0.05,35.0,4.64,0.0,0,0,0,25
3346998179,0.05,35.0,4.68,0.0,0,0,0,25
3347053551,0.05,35.0,4.74,0.0,0,0,0,25
3347105551,0.05,35.0,4.7799997,0.0,0,0,0,25
3347157970,0.05,35.0,4.7999997,0.0,0,0,0,25
3347214011,0.05,35.0,4.83,0.0,0,0,0,25
3347269765,0.05,35.0,4.85,0.0,0,0,0,25
3347321680,0.05,35.0,4.91,0.0,0,0,0,25
3347374480,0.05,35.0,4.93,0.0,0,0,0,25
3347431639,0.05,35.0,5.0,0.0,0,0,0,25
3347485693,0.05,35.0,5.02,0.0,0,0,0,25
3347538671,0.05,35.0,5.08,0.0,0,0,0,25
3347590824,0.05,35.0,5.0499997,0.0,0,0,0,25
3347646693,0.05,35.0,5.02,0.0,0,0,0,25
3347701485,0.05,35.0,5.14,0.0,0,0,0,25
3347754780,0.05,35.0,5.18,0.0,0,0,0,25
3347807333,0.05,35.0,5.14,0.0,0,0,0,25
3347858722,0.05,35.0,5.21,0.0,0,0,0,25
3347911733,0.05,35.0,5.24,0.0,0,0,0,25
3347967605,0.05,35.0,5.23,0.0,0,0,0,25
3348023366,0.05,35.0,5.24,0.0,0,0,0,25
3348074773,0.05,35.0,5.25,0.0,0,0,0,25
3348127518,0.05,35.0,5.37,0.0,0,0,0,25
3348185929,0.05,35.0,5.38,0.0,0,0,0,25
3348239215,0.05,35.0,5.3599997,0.0,0,0,0,25
3348290808,0.05,35.0,5.38,0.0,0,0,0,25
3348343597,0.05,35.0,5.47,0.0,0,0,0,25
3348396000,0.05,35.0,5.48,0.0,0,0,0,25
3348447715,0.05,35.0,5.5099998,0.0,0,0,0,25
3348500078,0.05,35.0,5.5299997,0.0,0,0,0,25
3348551599,0.05,35.0,5.5299997,0.0,0,0,0,25
3348606044,0.05,35.0,5.62,0.0,0,0,0,25
3348660089,0.05,35.0,5.5699997,0.0,0,0,0,25
3348711594,0.05,35.0,5.67,0.0,0,0,0,25
3348764362,0.05,35.0,5.68,0.0,0,0,0,25
3348821067,0.05,35.0,5.72,0.0,0,0,0,25
3348872690,0.05,35.0,5.81,0.0,0,0,0,25
3348925745,0.05,35.0,5.8399997,0.0,0,0,0,25
3348983091,0.05,35.0,5.77,0.0,0,0,0,25
3349036781,0.05,35.0,5.83,0.0,0,0,0,25
3349088958,0.05,35.0,5.85,0.0,0,0,0,25
3349142865,0.05,35.0,5.89,0.0,0,0,0,25
3349197077,0.05,35.0,5.96,0.0,0,0,0,25
3349249142,0.05,35.0,5.97,0.0,0,0,0,25
3349302586,0.05,35.0,6.0299997,0.0,0,0,0,25
3349357702,0.05,35.0,6.0099998,0.0,0,0,0,25
3349409553,0.05,35.0,6.0899997,0.0,0,0,0,25
3349461667,0.05,35.0,6.06,0.0,0,0,0,25
3349517163,0.05,35.0,6.1299996,0.0,0,0,0,25
3349569150,0.05,35.0,6.16,0.0,0,0,0,25
3349622018,0.05,35.0,6.19,0.0,0,0,0,25
3349678289,0.05,35.0,6.23,0.0,0,0,0,25
3349729965,0.05,35.0,6.25,0.0,0,0,0,25
3349785553,0.05,35.0,6.2999997,0.0,0,0,0,25
3349838477,0.05,35.0,6.27,0.0,0,0,0,25
3349889963,0.05,35.0,6.27,0.0,0,0,0,25
3349942929,0.05,35.0,6.35,0.0,0,0,0,25
3349998256,0.05,35.0,6.37,0.0,0,0,0,25
3350049880,0.05,35.0,6.41,0.0,0,0,0,25
3350103580,0.05,35.0,6.47,0.0,0,0,0,25
3350159227,0.05,35.0,6.49,0.0,0,0,0,25
3350210907,0.05,35.0,6.52,0.0,0,0,0,25
3350265189,0.05,35.0,6.58,0.0,0,0,0,25
3350319592,0.05,35.0,6.58,0.0,0,0,0,25
3350375580,0.05,35.0,6.6,0.0,0,0,0,25
3350431296,0.05,35.0,6.64,0.0,0,0,0,25
3350482920,0.05,35.0,6.66,0.0,0,0,0,25
3350535693,0.05,35.0,6.75,0.0,0,0,0,25
3350594116,0.05,35.0,6.73,0.0,0,0,0,25
3350648170,0.05,35.0,6.8199997,0.0,0,0,0,25
3350699722,0.05,35.0,6.83,0.0,0,0,0,25
3350752428,0.05,35.0,6.8999996,0.0,0,0,0,25
3350807863,0.05,35.0,6.8599997,0.0,0,0,0,25
3350859701,0.05,35.0,6.95,0.0,0,0,0,25
3350912344,0.05,35.0,6.94,0.0,0,0,0,25
3350968387,0.05,35.0,7.0,0.0,0,0,0,25
3351024421,0.05,35.0,7.0,0.0,0,0,0,25
3351077117,0.05,35.0,7.0499997,0.0,0,0,0,25
3351132826,0.05,35.0,7.16,0.0,0,0,0,25
3351184518,0.05,35.0,7.18,0.0,0,0,0,25
3351239096,0.05,35.0,7.21,0.0,0,0,0,25
3351293314,0.05,35.0,7.21,0.0,0,0,0,25
3351349089,0.05,35.0,7.2799997,0.0,0,0,0,25
3351400751,0.05,35.0,7.24,0.0,0,0,0,25
3351454746,0.05,35.0,7.27,0.0,0,0,0,25
3351508311,0.05,35.0,7.2999997,0.0,0,0,0,25
3351560988,0.05,35.0,7.33,0.0,0,0,0,25
3351614099,0.05,35.0,7.35,0.0,0,0,0,25
3351669892,0.05,35.0,7.3999996,0.0,0,0,0,25
3351724793,0.05,35.0,7.44,0.0,0,0,0,25
3351777659,0.05,35.0,7.44,0.0,0,0,0,25
3351829784,0.05,35.0,7.5,0.0,0,0,0,25
3351884542,0.05,35.0,7.54,0.0,0,0,0,25
3351937202,0.05,35.0,7.52,0.0,0,0,0,25
3351990544,0.05,35.0,7.6,0.0,0,0,0,25
3352041785,0.05,35.0,7.5899997,0.0,0,0,0,25
3352096397,0.05,35.0,7.64,0.0,0,0,0,25
3352150421,0.05,35.0,7.68,0.0,0,0,0,25
3352202101,0.05,35.0,7.71,0.0,0,0,0,25
3352256406,0.05,35.0,7.75,0.0,0,0,0,25
3352310179,0.05,35.0,7.85,0.0,0,0,0,25
3352363189,0.05,35.0,7.8799996,0.0,0,0,0,25
3352417182,0.05,35.0,7.8799996,0.0,0,0,0,25
3352473247,0.05,35.0,7.8599997,0.0,0,0,0,25
3352527475,0.05,35.0,7.94,0.0,0,0,0,25
3352578681,0.05,35.0,7.94,0.0,0,0,0,25
3352631194,0.05,35.0,7.98,0.0,0,0,0,25
3352682918,0.05,35.0,7.93,0.0,0,0,0,25
3352735778,0.05,35.0,7.97,0.0,0,0,0,25
3352791151,0.05,35.0,8.05,0.0,0,0,0,25
3352842889,0.05,35.0,8.09,0.0,0,0,0,25
3352896369,0.05,35.0,8.17,0.0,0,0,0,25
3352951998,0.05,35.0,8.21,0.0,0,0,0,25
3353003599,0.05,35.0,8.12,0.0,0,0,0,25
3353056497,0.05,35.0,8.23,0.0,0,0,0,25
3353111966,0.05,35.0,8.26,0.0,0,0,0,25
3353163689,0.05,35.0,8.29,0.0,0,0,0,25
3353216421,0.05,35.0,8.309999,0.0,0,0,0,25
3353272564,0.05,35.0,8.32,0.0,0,0,0,25
3353324682,0.05,35.0,8.389999,0.0,0,0,0,25
3353377075,0.05,35.0,8.42,0.0,0,0,0,25
3353428595,0.05,35.0,8.42,0.0,0,0,0,25
3353480751,0.05,35.0,8.47,0.0,0,0,0,25
3353532878,0.05,35.0,8.59,0.0,0,0,0,25
3353586795,0.05,35.0,8.45,0.0,0,0,0,25
3353643085,0.05,35.0,8.58,0.0,0,0,0,25
3353696911,0.05,35.0,8.63,0.0,0,0,0,25
3353751789,0.05,35.0,8.639999,0.0,0,0,0,25
