timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
3341136903,-0.0,0.0,-1.2371135,0.0,0.8147162,0.0,0.0,-0.5798599,0.0,-1.0,1,0,0,0,0,0,0
3341240898,-0.0,0.0,-1.2378188,0.0,0.81451166,0.0,0.0,-0.5801472,0.0,-1.0,1,0,0,0,0,0,0
3341341977,-0.0,0.0,-1.2369517,0.0,0.81476307,0.0,0.0,-0.579794,0.0,-1.0,1,0,0,0,0,0,0
3341445881,-0.0,0.0,-1.2367537,0.0,0.8148205,0.0,0.0,-0.57971334,0.0,-1.0,1,0,0,0,0,0,0
3341546548,-0.0,0.0,-1.236865,0.0,0.8147882,0.0,0.0,-0.5797587,0.0,-1.0,1,0,0,0,0,0,0
3341645737,-0.0,0.0,-1.2364148,0.0,0.8149187,0.0,0.0,-0.57957524,0.0,-1.0,1,0,0,0,0,0,0
3341749681,-0.0,0.0,-1.2368398,0.0,0.81479555,0.0,0.0,-0.5797484,0.018343626,-1.0,1,0,0,0,0,0,0
3341850307,-0.0,0.0,-1.2364022,0.0,0.8149224,0.0,0.0,-0.5795701,0.018319083,-1.0,1,0,0,0,0,0,0
3341950457,-0.0,0.0,-1.2365918,0.0,0.81486744,0.0,0.0,-0.57964736,0.018332586,-1.0,1,0,0,0,0,0,0
3342054724,-0.0,0.0,-1.2365582,0.0,0.81487715,0.0,0.0,-0.5796337,0.018333329,-1.0,1,0,0,0,0,0,0
3342155140,-0.0,0.0,-1.2367706,0.0,0.8148156,0.0,0.0,-0.57972026,0.018333333,-1.0,1,0,0,0,0,0,0
3342254507,-0.0,0.0,-1.2369285,0.0,0.81476986,0.0,0.0,-0.5797846,0.018333333,-1.0,1,0,0,0,0,0,0
3342358430,-0.0,0.0,-1.2364898,0.0,0.814897,0.0,0.0,-0.5796058,0.018333333,-1.0,1,0,0,0,0,0,0
3342459303,-0.0,0.0,-1.2362868,0.0,0.81495583,0.0,0.0,-0.5795231,0.018333333,-1.0,1,0,0,0,0,0,0
