timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
3340794422,-22.353367521234688,-48.61622716428064,494.72903,8.481801,-17.787523,1.9256674,-1.2374557,1,1,0
3484219591,-22.353365731496048,-48.616218541366635,495.2909,8.680812,-16.90075,1.3638104,-1.1404573,1,1,0
