timestamp,lat,lon,app_value,index,alt,enabled,app_cmd,manual_switch,status
3205874690,-22.353360906793462,-48.61622374519088,0.0,0,494.18845,0,17,1,0
3448106915,-22.353618383795467,-48.6163598437592,0.0,0,505.4283,0,17,1,0
3484311729,-22.353365736633478,-48.616218494739755,0.0,0,495.29092,0,17,1,0
