timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
3340834019,3340834019,3297541267,0,0,1,186,186,64,48,86,51,68
3341856054,3341856054,3297541267,0,0,1,186,186,64,48,86,51,68
3342786180,3342786180,3297541267,0,0,1,186,186,64,48,86,51,68
3343597937,3342786180,3343597937,0,0,1,185,184,66,44,10,51,68
3343918585,3343918585,3343597937,0,0,1,185,184,66,44,10,51,68
3344853203,3344853203,3343597937,0,0,1,185,184,66,44,10,51,68
3345782134,3345782134,3343597937,0,0,1,185,184,66,44,10,51,68
3346841089,3346841089,3343597937,0,0,1,185,184,66,44,10,51,68
3347857320,3347857320,3343597937,0,0,1,185,184,66,44,10,51,68
3348918961,3348918961,3343597937,0,0,1,185,184,66,44,10,51,68
3349866105,3349866105,3343597937,0,0,1,185,184,66,44,10,51,68
3350788018,3350788018,3343597937,0,0,1,185,184,66,44,10,51,68
3352005896,3352005896,3343597937,0,0,1,185,184,66,44,10,51,68
3352825360,3352825360,3343597937,0,0,1,185,184,66,44,10,51,68
3353846029,3353846029,3343597937,0,0,1,185,184,66,44,10,51,68
3354923134,3354923134,3343597937,0,0,1,185,184,66,44,10,51,68
3355855109,3355855109,3343597937,0,0,1,185,184,66,44,10,51,68
3356837238,3356837238,3343597937,0,0,1,185,184,66,44,10,51,68
3357907642,3357907642,3343597937,0,0,1,185,184,66,44,10,51,68
3358905998,3358905998,3343597937,0,0,1,185,184,66,44,10,51,68
3359836040,3359836040,3343597937,0,0,1,185,184,66,44,10,51,68
3360905299,3360905299,3343597937,0,0,1,185,184,66,44,10,51,68
3361826118,3361826118,3343597937,0,0,1,185,184,66,44,10,51,68
3362831913,3362831913,3343597937,0,0,1,185,184,66,44,10,51,68
3363875112,3363875112,3343597937,0,0,1,185,184,66,44,10,51,68
3364801176,3364801176,3343597937,0,0,1,185,184,66,44,10,51,68
3365830015,3365830015,3343597937,0,0,1,185,184,66,44,10,51,68
3366892052,3366892052,3343597937,0,0,1,185,184,66,44,10,51,68
3367812069,3367812069,3343597937,0,0,1,185,184,66,44,10,51,68
3368823575,3368823575,3343597937,0,0,1,185,184,66,44,10,51,68
