timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,dist_crop,filter_horizon,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid,track_mode
3341136500,14977977,-22.353443799995777,-48.61605419999082,8.475783,-17.790466,1.922319,0.0014408983,0.0025268272,0.0,-0.020400593,-0.0120976325,-0.020466225,-0.016877027,-0.0085652955,-0.0013813828,0.08076739,-0.15203854,0.9222596,-0.13444194,-1.2371135,496.6547,0.13761528,0.020466225,0.08981528,300,0.27636907,0.14008506,0.14748448,0.0481369,1,1,1,1,1,0,1,1,1,1,1,0
3341240465,14977977,-22.353443799995777,-48.61605419999082,8.4739895,-17.791336,1.9210367,0.0014408983,0.0025268272,0.0,-0.012777167,-0.009848582,-0.014925227,-0.01107129,-0.0085652955,-0.0013813828,0.08076739,-0.14788654,0.14552073,0.6042579,-1.2378188,496.6547,0.14548233,0.014925227,0.097682334,300,0.2658583,0.14029928,0.14328295,0.04816789,1,1,1,1,1,0,1,1,1,1,1,0
3341340567,14977977,-22.353443799995777,-48.61605419999082,8.472771,-17.791464,1.9212366,0.0014408983,0.0025268272,0.0,-0.0146382125,-0.012092417,-0.014044348,-0.008874313,-0.0085652955,-0.0013813828,0.08076739,0.66560006,-2.1791034,-0.37882465,-1.2369517,496.6547,0.13819484,0.014044348,0.08999484,300,0.27739173,0.1401462,0.1478955,0.048150584,1,1,1,1,1,0,1,1,1,1,1,0
3341444441,14977977,-22.353443799995777,-48.61605419999082,8.471268,-17.791067,1.9214594,0.0014408983,0.0025268272,0.0,-0.017318025,-0.0169896,-0.020742444,-0.014345503,-0.0085652955,-0.0013813828,0.08076739,0.3952282,-1.6228707,-0.59855944,-1.2367537,496.6547,0.12866828,0.020742444,0.080468275,300,0.26674494,0.13999525,0.14364126,0.04813436,1,1,1,1,1,0,1,1,1,1,1,0
3341545619,14977977,-22.353443799995777,-48.61605419999082,8.470135,-17.791113,1.9213692,0.0014408983,0.0025268272,0.0,-0.012755594,-0.012054582,-0.015365703,-0.008345201,-0.0085652955,-0.0013813828,0.08076739,-0.86639047,-1.3721495,-0.6761494,-1.236865,496.6547,0.11666469,0.015365703,0.068864696,300,0.2783234,0.14018916,0.14824057,0.04814888,1,1,1,1,1,0,1,1,1,1,1,0
3341645282,14977977,-22.353443799995777,-48.61605419999082,8.469034,-17.79051,1.9273957,0.0014408983,0.0025268272,0.0,-0.017770074,-0.0022730352,-0.012912476,0.00052311964,-0.0085652955,-0.0013813828,0.08076739,1.2179582,0.15703458,0.16484928,-1.2364148,496.6547,0.11291545,0.012912476,0.06511545,300,0.26653782,0.14018546,0.14354686,0.04810212,1,1,1,1,1,0,1,1,1,1,1,0
3341749326,14977977,-22.353443799995777,-48.61605419999082,8.467863,-17.79026,1.9403038,0.0014408983,0.0025268272,0.0,-0.012979038,-0.01159494,-0.0070931306,0.01834946,-0.0085652955,-0.0013813828,0.08076739,0.013315496,-1.6808141,0.17715797,-1.2368398,496.6547,0.10504719,0.0070931306,0.05724719,300,0.27810574,0.1400362,0.14817958,0.048092015,1,1,1,1,1,0,1,1,1,1,1,0
3341849187,14977977,-22.353443799995777,-48.61605419999082,8.467829,-17.789616,1.9567331,0.0014408983,0.0025268272,0.0,-0.020051125,-0.014619976,-0.0026498712,0.036207598,-0.0085652955,-0.0013813828,0.08076739,-1.0586573,0.36103,-3.2121477,-1.2364022,496.6547,0.12909548,0.0026498712,0.08129548,300,0.2674534,0.13988964,0.14392442,0.04808255,1,1,1,1,1,0,1,1,1,1,1,0
3341949173,14977977,-22.353443799995777,-48.61605419999082,8.467337,-17.789604,1.9725987,0.0014408983,0.0025268272,0.0,-0.015962781,-0.009664501,-0.0006254376,0.04961068,-0.0085652955,-0.0013813828,0.08076739,-2.2365997,0.8983009,0.3592484,-1.2365918,496.6547,0.123275,0.0006254376,0.075575,300,0.27815783,0.13996364,0.14817782,0.048091672,1,1,1,1,1,0,1,1,1,1,1,0
3342054322,14977977,-22.353443799995777,-48.61605419999082,8.466911,-17.788887,1.9894207,0.0014408983,0.0025268272,0.0,-0.010029551,-0.0038380846,0.0028771353,0.063340686,-0.0085652955,-0.0013813828,0.08076739,0.93581605,1.1946396,0.5012763,-1.2365582,496.6547,0.13593099,-0.0028771353,0.08823098,300,0.267497,0.14016101,0.1439496,0.048112124,1,1,1,1,1,0,1,1,1,1,1,0
