timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
3343111367,-1.0,0,0,0,0
3480273310,-1.0,0,0,1,0
3480418055,-1.0,0,0,0,0
3480798504,-1.0,0,0,1,0
3481071075,-1.0,0,0,0,1
3481403114,-1.0,1,0,0,0
