timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,pos_d_deriv,yaw,eph,epv,evh,evv,terrain_alt,pressure_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
3341136500,-22.353367575352998,-48.616227192898556,494.73236,-0.0,-0.020400593,-0.0120976325,-0.020466225,-0.016877027,-1.2371135,0.7219896,0.91182506,0.14748448,0.0481369,494.60275,439.184,1,0,1,0
3341340567,-22.35336760244646,-48.616227202598616,494.73346,-0.0,-0.0146382125,-0.012092417,-0.014044348,-0.008874313,-1.2369517,0.72238165,0.9118344,0.1478955,0.048150584,494.60562,438.57578,1,0,1,0
3341541260,-22.353367625963504,-48.61622719963113,494.73352,-0.0,-0.009276253,-0.0065600965,-0.012711724,-0.0058761844,-1.2369112,0.72238934,0.91182244,0.1479246,0.048138354,494.62268,437.70856,1,0,1,0
3341745302,-22.353367646109945,-48.61622719058028,494.71436,-0.0,-0.0130323,-0.0048716827,-0.007801763,0.017640827,-1.2368047,0.72265613,0.9118175,0.14817958,0.048092015,494.574,437.62177,1,0,1,0
3341945347,-22.353367650904264,-48.61622718407033,494.6821,-0.0,-0.0069984905,-0.013264891,-0.0020653051,0.048170816,-1.2365942,0.72267616,0.91180634,0.14817782,0.048091672,494.54626,437.96826,1,0,1,0
3342146118,-22.353367658640373,-48.61622717364699,494.64932,-0.0,-0.01070222,-0.010756953,0.008682208,0.07766229,-1.2367333,0.72272885,0.9117987,0.14824969,0.048107836,494.5167,438.05502,1,0,1,0
3342350077,-22.353367669352536,-48.61622717707818,494.61258,-0.0,-0.010454127,-0.0144027835,0.0071256496,0.093521744,-1.2364687,0.72273946,0.9117895,0.1482532,0.048106346,494.4833,437.62177,1,0,1,0
3342550990,-22.353367681016707,-48.616227183050285,494.57593,-0.0,-0.0074333865,-0.0073947655,0.018301725,0.117730126,-1.2356793,0.7230999,0.9117989,0.1486218,0.048114795,494.45023,438.05502,1,0,1,0
3342750947,-22.35336770098304,-48.61622717507515,494.54086,-0.0,-0.012493808,-0.013550633,0.018932573,0.12767579,-1.2359983,0.722916,0.91177887,0.14839639,0.048068285,494.4218,438.3154,1,0,1,0
3342955720,-22.353367720717795,-48.61622717288664,494.5074,-0.0,-0.009112752,-0.006032678,0.027644504,0.14199679,-1.2357758,0.72294724,0.91182226,0.1484488,0.048102934,494.39517,437.79468,1,0,1,0
