timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
0,0.9162536,0.04949385,0.06856693
0,0.9182096,0.04900491,0.06924826
0,0.92149293,0.05423839,0.07048074
0,0.949491,0.052561324,0.067313746
0,0.9489679,0.0511079,0.07377766
0,0.9362192,0.051404584,0.07061075
