timestamp,previous.timestamp,previous.lat,previous.lon,previous.x,previous.y,previous.z,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.yawspeed,previous.loiter_radius,previous.pitch_min,previous.a_x,previous.a_y,previous.a_z,previous.acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.position_valid,previous.velocity_valid,previous.velocity_frame,previous.alt_valid,previous.yaw_valid,previous.yawspeed_valid,previous.loiter_direction,previous.acceleration_valid,previous.acceleration_is_force,previous._padding0,current.timestamp,current.lat,current.lon,current.x,current.y,current.z,current.vx,current.vy,current.vz,current.alt,current.yaw,current.yawspeed,current.loiter_radius,current.pitch_min,current.a_x,current.a_y,current.a_z,current.acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.position_valid,current.velocity_valid,current.velocity_frame,current.alt_valid,current.yaw_valid,current.yawspeed_valid,current.loiter_direction,current.acceleration_valid,current.acceleration_is_force,current._padding0,next.timestamp,next.lat,next.lon,next.x,next.y,next.z,next.vx,next.vy,next.vz,next.alt,next.yaw,next.yawspeed,next.loiter_radius,next.pitch_min,next.a_x,next.a_y,next.a_z,next.acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.position_valid,next.velocity_valid,next.velocity_frame,next.alt_valid,next.yaw_valid,next.yawspeed_valid,next.loiter_direction,next.acceleration_valid,next.acceleration_is_force,next._padding0
3343077633,0,-22.353046417236328,-48.61628341674805,0.0,0.0,0.0,0.0,0.0,0.0,496.18384,2.0623221,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3355083150,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.263312,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3355263991,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2638113,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3355464046,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.264407,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3355669276,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2651458,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3355864335,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2660003,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3356064899,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2669752,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3356264860,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.267961,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3356465892,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2688935,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3356665183,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2697878,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3356864891,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2706268,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3357066897,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2715218,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3357266004,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2725477,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3357466452,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2736845,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3357666207,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2749927,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3357864848,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.276413,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
3358064900,0,-22.35336772860827,-48.61622717138436,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-1.2364748,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,-22.353607177734375,-48.61653518676758,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,-2.2778144,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-22.353025436401367,-48.616458892822266,0.0,0.0,0.0,0.0,0.0,0.0,498.72903,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
