timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
3342972099,8.459454,-17.788439,7.835329,-1.2358153,-6.198883e-06,-1.1444092e-05,0.0017435,0.0,0.0,-0.0
3343073060,8.458633,-17.788218,7.856257,-1.2361606,0.0,0.0,0.0,0.0,0.0,-0.0
3343172811,8.458742,-17.788254,-2.0743408,-1.2364748,0.00048589706,0.0003080368,0.36276203,-0.0027473934,0.015897496,-6.0521727
3343273778,8.458742,-17.788254,-2.0743408,-1.2364748,0.00016880035,0.0019636154,0.21106558,-0.031224769,0.034863748,-4.8465366
3343378790,8.458742,-17.788254,-2.0743408,-1.2364748,-0.0026159286,0.0061216354,0.053703614,-0.088297054,0.09881975,-4.365759
3343481728,8.458742,-17.788254,-2.0743408,-1.2364748,-0.0075917244,0.013916969,-0.10068838,-0.08328228,0.13935052,-4.3001003
3343581255,8.458742,-17.788254,-2.0743408,-1.2364748,-0.013674736,0.025532722,-0.24991286,-0.07998985,0.20378374,-4.3169575
3343685179,8.458742,-17.788254,-2.0743408,-1.2364748,-0.020296097,0.04318714,-0.4058574,-0.080194,0.24855508,-4.3564496
3343786568,8.458742,-17.788254,-2.0743408,-1.2364748,-0.02630949,0.062195778,-0.55810726,-0.05224119,0.2538791,-4.362361
3343885996,8.458742,-17.788254,-2.0743408,-1.2364748,-0.031980515,0.08080578,-0.6,-0.047529243,0.30243304,-4.101934
3343989953,8.458742,-17.788254,-2.0743408,-1.2364748,-0.035115242,0.0994997,-0.6,-0.027698664,0.28695783,-4.1179223
3344091202,8.458742,-17.788254,-2.0743408,-1.2364748,-0.035156727,0.11510372,-0.6,-0.0015074426,0.28024575,-4.025367
3344189894,8.458742,-17.788254,-2.0743408,-1.2364748,-0.03277254,0.12978745,-0.6,0.025446175,0.2716743,-3.9144437
3344294726,8.458742,-17.788254,-2.0743408,-1.2364748,-0.027652264,0.1434555,-0.6,0.05163848,0.2530271,-3.8281398
3344395946,8.458742,-17.788254,-2.0743408,-1.2364748,-0.021231174,0.15383148,-0.6,0.071013175,0.23290159,-3.7437253
3344494789,8.458742,-17.788254,-2.0743408,-1.2364748,-0.013971329,0.16080093,-0.6,0.08950483,0.21055074,-3.6363761
3344598798,8.458742,-17.788254,-2.0743408,-1.2364748,-0.0062446594,0.16560459,-0.6,0.08931354,0.1889759,-3.6213155
3344700461,8.458742,-17.788254,-2.0743408,-1.2364748,0.00046110153,0.16758442,-0.6,0.09231551,0.15930416,-3.5977025
3344799626,8.458742,-17.788254,-2.0743408,-1.2364748,0.0071816444,0.16794491,-0.6,0.09071295,0.1223635,-3.5661108
3344903974,8.458742,-17.788254,-2.0743408,-1.2364748,0.013251305,0.16663837,-0.6,0.08182721,0.11346082,-3.5299656
3345007485,8.458742,-17.788254,-2.0743408,-1.2364748,0.018603325,0.16420555,-0.6,0.08176013,0.10695745,-3.4586234
3345107999,8.458742,-17.788254,-2.0743408,-1.2364748,0.022586823,0.16143131,-0.6,0.056464586,0.11025782,-3.4764779
3345213484,8.458742,-17.788254,-2.0743408,-1.2364748,0.025408745,0.15781498,-0.6,0.045414213,0.09011384,-3.4188719
