timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1]
3341136500,0.007649109,0.014748031,0.011542857,0.007938385,-0.0067653656,0.29922485,-0.0138257,0.010673165,0.009078577,-0.021716714,0.0,0.0,0.0,0.0,-0.010117475,0.26120389,0.2612036,0.5648297,0.30087602,0.3008758,4.0197415,0.0025046805,0.0025034554,0.0025058556,0.09014761,0.0,0.0,0.0,0.0,0.052567735,2.7989143e-05,0.0011842479,0.0019599209,0.0,0.0,0.0,0.0
3341340567,-0.025182776,-0.025869388,-0.014655761,0.0031719208,-0.008586884,0.12774658,-0.0138257,0.010673165,0.009078577,-0.008942246,0.0,0.0,0.0,0.0,-0.018622499,0.26114708,0.26114678,0.564831,0.30061305,0.3006128,4.019759,0.0025046805,0.0025034554,0.0025058556,0.0901477,0.0,0.0,0.0,0.0,0.053881414,0.00016780809,0.0021645485,0.004850567,0.0,0.0,0.0,0.0
3341541260,-0.021153487,-0.030675579,-0.012996069,0.0006494522,-0.00797081,-0.39276123,-0.0138257,0.010673165,0.009078577,-0.022287011,0.0,0.0,0.0,0.0,0.0204426,0.26115072,0.26115036,0.5648298,0.3006186,0.30061835,4.019737,0.0025046805,0.0025034554,0.0025058556,0.09014763,0.0,0.0,0.0,0.0,0.053833008,0.00037627312,0.0032393476,0.008624288,0.0,0.0,0.0,0.0
3341745302,-0.008789109,-0.0065607876,-0.04084357,-0.0007696152,-0.0064640045,-1.3045654,-0.0138257,0.010673165,0.009078577,-0.018104315,0.0,0.0,0.0,0.0,0.009935518,0.26109993,0.2610996,0.5648224,0.3003653,0.30036503,4.0196934,0.0025046805,0.0025034554,0.0025058556,0.09014779,0.0,0.0,0.0,0.0,0.05383052,0.0003071038,0.010190192,0.03974408,0.0,0.0,0.0,0.0
3341945347,-0.043307137,-0.016442759,-0.020948147,-0.0031747818,-0.01730156,-0.097961426,-0.0138257,0.010673165,0.009078577,-0.0046002865,0.0,0.0,0.0,0.0,0.025617013,0.26113808,0.26113778,0.5648253,0.3005623,0.30056202,4.019707,0.0025046805,0.0025034554,0.0025058556,0.09014779,0.0,0.0,0.0,0.0,0.0541137,0.00024428603,0.008859723,0.03678123,0.0,0.0,0.0,0.0
3342146118,-0.009648456,-0.00010739453,0.030837668,-0.0026388168,-0.0150260925,-0.80960083,-0.0138257,0.010673165,0.009078577,-0.008074522,0.0,0.0,0.0,0.0,0.010331014,0.26113573,0.2611354,0.56482685,0.30057752,0.30057722,4.019693,0.0025046805,0.0025034554,0.0025058556,0.09014781,0.0,0.0,0.0,0.0,0.052661497,0.00024290482,0.005296979,0.034760896,0.0,0.0,0.0,0.0
3342350077,-0.0013967566,0.007904743,0.06675079,-0.004295349,-0.0048389435,-0.73187256,-0.0138257,0.010673165,0.009078577,-0.013290167,0.0,0.0,0.0,0.0,0.020448139,0.26114848,0.26114812,0.5648238,0.30061606,0.30061576,4.019642,0.0025046805,0.0025034554,0.0025058556,0.09014765,0.0,0.0,0.0,0.0,0.05374241,0.00018073911,0.0016996816,0.032139637,0.0,0.0,0.0,0.0
3342550990,-0.0010148576,-0.004248814,0.0028536152,-0.0060482025,-0.006412506,-0.7430725,-0.0138257,0.010673165,0.009078577,-0.017351985,0.0,0.0,0.0,0.0,0.012089161,0.26115054,0.2611502,0.5648246,0.3006235,0.3006232,4.019659,0.0025046805,0.0025034554,0.0025058556,0.09014767,0.0,0.0,0.0,0.0,0.05252134,0.00019942241,0.0032852017,0.029474342,0.0,0.0,0.0,0.0
3342750947,0.008328885,-0.039076228,0.056548096,0.003370285,-0.007461548,-0.62667847,-0.0138257,0.010673165,0.009078577,-0.0020034313,0.0,0.0,0.0,0.0,0.022100588,0.2612016,0.2612012,0.5648201,0.30089,0.3008897,4.019622,0.0025046805,0.0025034554,0.0025058556,0.09014767,0.0,0.0,0.0,0.0,0.052491166,0.00018385811,0.0015236579,0.023469258,0.0,0.0,0.0,0.0
3342955720,-0.011998391,-0.016824136,0.020238781,0.00015163422,-0.005220413,-0.42593384,-0.0138257,0.010673165,0.009078577,-0.017369032,0.0,0.0,0.0,0.0,0.02586611,0.26111802,0.26111767,0.56482345,0.3004938,0.3004935,4.019702,0.0025046805,0.0025034554,0.0025058556,0.090147674,0.0,0.0,0.0,0.0,0.054200366,0.0002206022,0.0010434731,0.016929977,0.0,0.0,0.0,0.0
