timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,recover_last_mission,rtm_mode,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,engine_failure,mission_failure
3340950275,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3341263231,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3341499135,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3341740565,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3341974836,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3342206971,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3342439181,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3342668155,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3342897785,0,0,0,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3343085152,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3343145764,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3343386348,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3343626846,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3343862469,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3344103208,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3344339926,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3344580664,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3344815961,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3345056945,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3345297179,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3345542462,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3345782402,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3346022157,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3346263763,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3346503732,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3346743749,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3346978130,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3347213222,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3347449311,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3347688437,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3347929538,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3348169961,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3348411657,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3348654298,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3348892654,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3349132670,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3349373359,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3349605263,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3349845742,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3350085334,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3350326482,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3350566518,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3350802535,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3351040093,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3351279114,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3351514074,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3351741518,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3351976852,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3352222164,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3352465570,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3352706098,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3352946523,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3353187167,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3353424171,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3353664363,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3353900097,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3354137158,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3354377915,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3354617903,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3354858015,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3355097916,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3355338534,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3355580822,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3355823681,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3356061202,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3356296852,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3356537309,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3356781230,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3357026445,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3357270445,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3357511159,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3357759367,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3358016543,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3358260944,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3358508684,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3358749333,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3358997475,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3359247116,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3359490154,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3359739157,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3359983911,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3360225341,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3360467644,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3360708323,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3360948451,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3361197265,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3361437175,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3361678089,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3361917709,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3362158729,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3362399251,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3362640095,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
