timestamp,windspeed_north,windspeed_east,variance_north,variance_east
3341136500,0.0,0.0,0.0,0.0
3341340567,0.0,0.0,0.0,0.0
3341541260,0.0,0.0,0.0,0.0
3341745302,0.0,0.0,0.0,0.0
3341945347,0.0,0.0,0.0,0.0
3342146118,0.0,0.0,0.0,0.0
3342350077,0.0,0.0,0.0,0.0
3342550990,0.0,0.0,0.0,0.0
3342750947,0.0,0.0,0.0,0.0
3342955720,0.0,0.0,0.0,0.0
3343160136,0.0,0.0,0.0,0.0
3343360511,0.0,0.0,0.0,0.0
3343560505,0.0,0.0,0.0,0.0
3343765259,0.0,0.0,0.0,0.0
3343965296,0.0,0.0,0.0,0.0
3344165272,0.0,0.0,0.0,0.0
3344370126,0.0,0.0,0.0,0.0
3344570004,0.0,0.0,0.0,0.0
3344770976,0.0,0.0,0.0,0.0
3344974904,0.0,0.0,0.0,0.0
3345175545,0.0,0.0,0.0,0.0
3345375696,0.0,0.0,0.0,0.0
3345580512,0.0,0.0,0.0,0.0
3345784476,0.0,0.0,0.0,0.0
3345984537,0.0,0.0,0.0,0.0
3346185211,0.0,0.0,0.0,0.0
3346389272,0.0,0.0,0.0,0.0
3346590122,0.0,0.0,0.0,0.0
3346790075,0.0,0.0,0.0,0.0
3346994946,0.0,0.0,0.0,0.0
3347194812,0.0,0.0,0.0,0.0
3347398839,0.0,0.0,0.0,0.0
3347599715,0.0,0.0,0.0,0.0
3347804535,0.0,0.0,0.0,0.0
3348004465,0.0,0.0,0.0,0.0
3348204448,0.0,0.0,0.0,0.0
3348409263,0.0,0.0,0.0,0.0
3348609212,0.0,0.0,0.0,0.0
3348809239,0.0,0.0,0.0,0.0
3349014098,0.0,0.0,0.0,0.0
3349214922,0.0,0.0,0.0,0.0
3349415145,0.0,0.0,0.0,0.0
3349618898,0.0,0.0,0.0,0.0
3349819606,0.0,0.0,0.0,0.0
3350023717,0.0,0.0,0.0,0.0
3350224534,0.0,0.0,0.0,0.0
3350428522,0.0,0.0,0.0,0.0
3350629227,0.0,0.0,0.0,0.0
3350829260,0.0,0.0,0.0,0.0
3351034113,0.0,0.0,0.0,0.0
3351234115,0.0,0.0,0.0,0.0
3351437984,0.0,0.0,0.0,0.0
3351638902,0.0,0.0,0.0,0.0
3351842933,0.0,0.0,0.0,0.0
3352043631,0.0,0.0,0.0,0.0
3352247611,0.0,0.0,0.0,0.0
3352452527,0.0,0.0,0.0,0.0
3352652592,0.0,0.0,0.0,0.0
3352856434,0.0,0.0,0.0,0.0
3353057235,0.0,0.0,0.0,0.0
3353261373,0.0,0.0,0.0,0.0
3353462152,0.0,0.0,0.0,0.0
3353665973,0.0,0.0,0.0,0.0
3353866827,0.0,0.0,0.0,0.0
3354066844,0.0,0.0,0.0,0.0
3354271634,0.0,0.0,0.0,0.0
3354472006,0.0,0.0,0.0,0.0
3354672573,0.0,0.0,0.0,0.0
3354876418,0.0,0.0,0.0,0.0
3355080564,0.0,0.0,0.0,0.0
3355281271,0.0,0.0,0.0,0.0
3355485221,0.0,0.0,0.0,0.0
3355686041,0.0,0.0,0.0,0.0
3355889956,0.0,0.0,0.0,0.0
3356090878,0.0,0.0,0.0,0.0
3356295149,0.0,0.0,0.0,0.0
3356495601,0.0,0.0,0.0,0.0
3356695658,0.0,0.0,0.0,0.0
3356895603,0.0,0.0,0.0,0.0
3357096386,0.0,0.0,0.0,0.0
3357296419,0.0,0.0,0.0,0.0
3357497645,0.0,0.0,0.0,0.0
