timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
3341132185,4.9596677,0.0,0,0,1,0,0,0,0
3341642185,4.8500977,0.0,0,0,1,0,0,0,0
3342142181,4.861377,0.0,0,0,1,0,0,0,0
3342642181,4.9612794,0.0,0,0,1,0,0,0,0
3343142180,4.8452635,0.0,0,0,1,0,0,0,0
3343642180,4.8484864,0.0,0,0,1,0,0,0,0
3344142212,4.9467773,0.0,0,0,1,0,0,0,0
3344652180,4.8436522,0.0,0,0,1,0,0,0,0
3345152180,4.866211,0.0,0,0,1,0,0,0,0
3345652180,4.856543,0.0,0,0,1,0,0,0,0
3346152180,4.8645997,0.0,0,0,1,0,0,0,0
3346652210,4.890381,0.0,0,0,1,0,0,0,0
3347152180,4.8500977,0.0,0,0,1,0,0,0,0
3347652215,4.9483886,0.0,0,0,1,0,0,0,0
3348152180,4.9435544,0.0,0,0,1,0,0,0,0
3348652180,4.8484864,0.0,0,0,1,0,0,0,0
3349152180,4.9371095,0.0,0,0,1,0,0,0,0
3349652180,4.940332,0.0,0,0,1,0,0,0,0
3350162180,4.9177732,0.0,0,0,1,0,0,0,0
3350662216,4.9483886,0.0,0,0,1,0,0,0,0
3351162223,4.9532228,0.0,0,0,1,0,0,0,0
3351662180,4.8726563,0.0,0,0,1,0,0,0,0
3352162180,4.9532228,0.0,0,0,1,0,0,0,0
3352662180,4.9467773,0.0,0,0,1,0,0,0,0
3353172180,4.951611,0.0,0,0,1,0,0,0,0
3353672180,4.9338865,0.0,0,0,1,0,0,0,0
3354172180,4.940332,0.0,0,0,1,0,0,0,0
3354672180,4.9354978,0.0,0,0,1,0,0,0,0
3355172180,4.9483886,0.0,0,0,1,0,0,0,0
3355672180,4.9354978,0.0,0,0,1,0,0,0,0
3356172180,4.9580564,0.0,0,0,1,0,0,0,0
3356672180,4.9387207,0.0,0,0,1,0,0,0,0
3357182180,4.8597655,0.0,0,0,1,0,0,0,0
3357682195,4.9483886,0.0,0,0,1,0,0,0,0
3358182180,4.9467773,0.0,0,0,1,0,0,0,0
3358682180,4.8500977,0.0,0,0,1,0,0,0,0
3359182180,4.951611,0.0,0,0,1,0,0,0,0
3359682180,4.9483886,0.0,0,0,1,0,0,0,0
3360192180,4.9580564,0.0,0,0,1,0,0,0,0
3360692180,4.941943,0.0,0,0,1,0,0,0,0
3361192215,4.9532228,0.0,0,0,1,0,0,0,0
3361692181,4.8452635,0.0,0,0,1,0,0,0,0
3362192210,4.940332,0.0,0,0,1,0,0,0,0
3362702210,4.851709,0.0,0,0,1,0,0,0,0
3363202180,4.940332,0.0,0,0,1,0,0,0,0
3363702180,4.9322753,0.0,0,0,1,0,0,0,0
