timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
3341129276,3341129276,18,255,0,0,0,1515,1514,1094,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3341341320,3341341320,18,255,0,0,0,1515,1514,1094,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3341534110,3341534110,18,255,0,0,0,1515,1514,1094,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3341734077,3341734077,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3341946488,3341946488,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3342146865,3342146865,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3342338895,3342338895,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3342551677,3342551677,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3342751709,3342751709,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3342944498,3342944498,18,255,0,0,0,1515,1514,1115,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
3343144466,3343144466,18,255,0,0,0,1515,1514,1115,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3343361268,3343361268,18,255,0,0,0,1515,1514,1115,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3343553284,3343553284,18,255,0,0,0,1515,1514,1115,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3343749700,3343749700,18,255,0,0,0,1515,1514,1115,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3343958065,3343958065,18,255,0,0,0,1515,1514,1115,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3344158487,3344158487,18,255,0,0,0,1515,1514,1114,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3344363095,3344363095,18,255,0,0,0,1515,1514,1114,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3344550876,3344550876,18,255,0,0,0,1515,1514,1114,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3344767763,3344767763,18,255,0,0,0,1515,1514,1165,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3344967683,3344967683,18,255,0,0,0,1515,1514,1318,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3345172506,3345172506,18,255,0,0,0,1515,1514,1482,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3345372942,3345372942,18,255,0,0,0,1515,1514,1514,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3345581273,3345581273,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3345765305,3345765305,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3345965263,3345965263,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3346174093,3346174093,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3346374069,3346374069,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3346586872,3346586872,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3346774886,3346774886,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3346975815,3346975815,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3347179718,3347179718,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3347395681,3347395681,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3347596466,3347596466,18,255,0,0,0,1515,1514,1514,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3347789668,3347789668,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3347985372,3347985372,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3348185500,3348185500,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3348398070,3348398070,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3348602091,3348602091,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3348798296,3348798296,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3349002910,3349002910,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3349215667,3349215667,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3349412090,3349412090,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
3349603704,3349603704,18,255,0,0,0,1515,1514,1514,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
