timestamp,flag_armed,flag_external_manual_override_ok,flag_system_hil_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
3340950275,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3341263231,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3341499135,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3341740565,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3341974836,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3342206971,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3342439181,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3342668155,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3342897785,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3342969486,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0
3343085152,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3343145764,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3343386348,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3343626846,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3343862469,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3344103208,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3344339926,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3344580664,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3344815961,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3345056945,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3345297179,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3345542462,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3345782402,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3346022157,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3346263763,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3346503732,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3346743749,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3346978130,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3347213222,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3347449311,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3347688437,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3347929538,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3348169961,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3348411657,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3348654298,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3348892654,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3349132670,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3349373359,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3349605263,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3349845742,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3350085334,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3350326482,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3350566518,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3350802535,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3351040093,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3351279114,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3351514074,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3351741518,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3351976852,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3352222164,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3352465570,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3352706098,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3352946523,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3353187167,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3353424171,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3353664363,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3353900097,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3354137158,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3354377915,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3354617903,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3354858015,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3355097916,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3355338534,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3355580822,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3355823681,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3356061202,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3356296852,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3356537309,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3356781230,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3357026445,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3357270445,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3357511159,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3357759367,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3358016543,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3358260944,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3358508684,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3358749333,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3358997475,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3359247116,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3359490154,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3359739157,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3359983911,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3360225341,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3360467644,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3360708323,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3360948451,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3361197265,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3361437175,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3361678089,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3361917709,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3362158729,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3362399251,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3362640095,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3362888736,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3363128549,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3363374411,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3363617933,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3363858427,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3364098531,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3364335196,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3364575126,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3364815358,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3365055218,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3365292546,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3365532785,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3365773937,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3366014954,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3366254699,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3366498464,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
3366738295,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
