timestamp,main_state
2932904176,8
2932904176,8
2932904176,8
2932904176,8
2932904176,8
2932904176,8
2932904176,8
2932904176,8
2932904176,8
3342969370,2
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
3343018457,3
