timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,dist_crop,filter_horizon,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid,track_mode
1438865953,14977977,-22.353443799995777,-48.61605419999082,7.1741138,-18.36393,3.7968318,0.0014408983,0.0025268272,0.0,0.01666962,0.021792643,0.0086861225,0.018318966,-0.0085652955,-0.0013813828,0.08076739,0.7141636,-1.1482121,-0.1819246,-0.99229115,496.6547,0.13536514,-0.0086861225,0.08906515,300,0.27270478,0.13998166,0.14668497,0.046825126,1,1,1,1,1,0,1,1,1,1,1,0
1438966171,14977977,-22.353443799995777,-48.61605419999082,7.1748743,-18.362646,3.799089,0.0014408983,0.0025268272,0.0,0.012182381,0.018754555,0.007252139,0.017067393,-0.0085652955,-0.0013813828,0.08076739,0.033469293,-3.666508,-0.5263123,-0.9925047,496.6547,0.14098357,-0.007252139,0.09468357,300,0.2611161,0.14015351,0.14180735,0.046834677,1,1,1,1,1,0,1,1,1,1,1,0
1439066092,14977977,-22.353443799995777,-48.61605419999082,7.1750264,-18.361942,3.8008165,0.0014408983,0.0025268272,0.0,0.01839504,0.024645008,0.012392546,0.021887792,-0.0085652955,-0.0013813828,0.08076739,0.023141362,1.6997654,0.36173773,-0.99263954,496.6547,0.13266021,-0.012392546,0.08636021,300,0.2716166,0.14020285,0.14604154,0.046833456,1,1,1,1,1,0,1,1,1,1,1,0
1439170902,14977977,-22.353443799995777,-48.61605419999082,7.175161,-18.36123,3.7976398,0.0014408983,0.0025268272,0.0,0.014200627,0.021672232,0.01741383,0.02164012,-0.0085652955,-0.0013813828,0.08076739,2.6633034,1.0772152,1.402333,-0.99298286,496.6547,0.13262661,-0.01741383,0.08632661,300,0.2620572,0.1401521,0.14223087,0.046825737,1,1,1,1,1,0,1,1,1,1,1,0
1439275172,14977977,-22.353443799995777,-48.61605419999082,7.175583,-18.360197,3.7947805,0.0014408983,0.0025268272,0.0,0.006959794,0.02499151,0.0063668755,0.00635908,-0.0085652955,-0.0013813828,0.08076739,1.676678,0.72560906,-0.28504434,-0.99274033,496.6547,0.1397748,-0.0063668755,0.093874805,300,0.27315044,0.1399103,0.14668202,0.04675557,1,1,1,1,1,0,1,1,1,1,1,0
1439374910,14977977,-22.353443799995777,-48.61605419999082,7.175708,-18.35943,3.7979414,0.0014408983,0.0025268272,0.0,0.00956277,0.014256151,-0.0030936515,-0.00080235396,-0.0085652955,-0.0013813828,0.08076739,1.6236534,-1.2496699,-2.1128001,-0.99263334,496.6547,0.115769215,0.0030936515,0.06986922,300,0.2618444,0.13997231,0.14221549,0.046765007,1,1,1,1,1,0,1,1,1,1,1,0
1439475745,14977977,-22.353443799995777,-48.61605419999082,7.175924,-18.358576,3.8116574,0.0014408983,0.0025268272,0.0,0.005948697,0.017701192,0.0031728118,0.017587207,-0.0085652955,-0.0013813828,0.08076739,-0.23440883,0.9595135,-4.459503,-0.99307454,496.6547,0.11480866,-0.0031728118,0.06890866,300,0.27329344,0.13981181,0.14680025,0.046754587,1,1,1,1,1,0,1,1,1,1,1,0
1439579665,14977977,-22.353443799995777,-48.61605419999082,7.1770453,-18.356916,3.830716,0.0014408983,0.0025268272,0.0,0.012093907,0.013546796,0.013090826,0.043005478,-0.0085652955,-0.0013813828,0.08076739,2.5852156,0.32649082,-0.48507497,-0.9926053,496.6547,0.11774222,-0.013090826,0.07184222,300,0.2628234,0.13965628,0.14264384,0.046745993,1,1,1,1,1,0,1,1,1,1,1,0
1439679600,14977977,-22.353443799995777,-48.61605419999082,7.1784453,-18.355368,3.8494108,0.0014408983,0.0025268272,0.0,0.011018121,0.007634126,0.017463824,0.061005298,-0.0085652955,-0.0013813828,0.08076739,0.5724752,0.104491435,0.42695925,-0.9924895,496.6547,0.13723597,-0.017463824,0.09113598,300,0.2735131,0.13974229,0.14691286,0.04677199,1,1,1,1,1,0,1,1,1,1,1,0
1439779684,14977977,-22.353443799995777,-48.61605419999082,7.1808867,-18.354048,3.8706777,0.0014408983,0.0025268272,0.0,0.02076645,0.021997718,0.024797099,0.082397714,-0.0085652955,-0.0013813828,0.08076739,-1.9209728,-3.3305268,0.8334158,-0.9927647,496.6547,0.10775984,-0.024797099,0.061659843,300,0.26300147,0.13959007,0.14277153,0.04676147,1,1,1,1,1,0,1,1,1,1,1,0
1439884418,14977977,-22.353443799995777,-48.61605419999082,7.183155,-18.35245,3.893221,0.0014408983,0.0025268272,0.0,0.013468765,0.01865027,0.019643957,0.09102266,-0.0085652955,-0.0013813828,0.08076739,-0.5173891,-2.967484,-0.9977911,-0.99224037,496.6547,0.11805959,-0.019643957,0.0717596,300,0.27452588,0.13944033,0.14736459,0.046751633,1,1,1,1,1,0,1,1,1,1,1,0
1439984534,14977977,-22.353443799995777,-48.61605419999082,7.1843734,-18.35056,3.917401,0.0014408983,0.0025268272,0.0,0.0030370103,0.02337015,0.026629053,0.11244146,-0.0085652955,-0.0013813828,0.08076739,-1.6418685,-2.39449,0.40780836,-0.99271286,496.6547,0.121107645,-0.026629053,0.07470765,300,0.26293015,0.13952984,0.14274986,0.046776716,1,1,1,1,1,0,1,1,1,1,1,0
1440084555,14977977,-22.353443799995777,-48.61605419999082,7.1857395,-18.348543,3.9471157,0.0014408983,0.0025268272,0.0,0.014641929,0.03020598,0.029162684,0.1322335,-0.0085652955,-0.0013813828,0.08076739,-0.64190906,0.033659864,0.063861944,-0.9922704,496.6547,0.1116097,-0.029162684,0.0659097,300,0.27444807,0.13971986,0.14734538,0.04679297,1,1,1,1,1,0,1,1,1,1,1,0
1440189205,14977977,-22.353443799995777,-48.61605419999082,7.187898,-18.347567,3.9793086,0.0014408983,0.0025268272,0.0,0.02537206,0.018664312,0.03840602,0.15881567,-0.0085652955,-0.0013813828,0.08076739,1.5251245,-2.0148966,0.5186637,-0.99173504,496.6547,0.12335308,-0.03840602,0.07765308,300,0.26376882,0.13956925,0.14307445,0.04678037,1,1,1,1,1,0,1,1,1,1,1,0
