timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
1514102180,4.9628906,0.0,0,0,1,0,0,0,0
1514602180,4.866211,0.0,0,0,1,0,0,0,0
1515102217,4.9532228,0.0,0,0,1,0,0,0,0
1515602180,4.9338865,0.0,0,0,1,0,0,0,0
1516102227,4.8597655,0.0,0,0,1,0,0,0,0
1516612180,4.9483886,0.0,0,0,1,0,0,0,0
1517112180,4.9580564,0.0,0,0,1,0,0,0,0
1517612180,4.866211,0.0,0,0,1,0,0,0,0
1518112180,4.956445,0.0,0,0,1,0,0,0,0
1518612180,4.9580564,0.0,0,0,1,0,0,0,0
1519122180,4.861377,0.0,0,0,1,0,0,0,0
1519622180,4.945166,0.0,0,0,1,0,0,0,0
1520122181,4.856543,0.0,0,0,1,0,0,0,0
1520622180,4.956445,0.0,0,0,1,0,0,0,0
1521122209,4.954834,0.0,0,0,1,0,0,0,0
1521622221,4.927441,0.0,0,0,1,0,0,0,0
1522122180,4.9081054,0.0,0,0,1,0,0,0,0
1522632180,4.9435544,0.0,0,0,1,0,0,0,0
1523132180,4.851709,0.0,0,0,1,0,0,0,0
1523632180,4.914551,0.0,0,0,1,0,0,0,0
1524132180,4.940332,0.0,0,0,1,0,0,0,0
1524632180,4.8645997,0.0,0,0,1,0,0,0,0
1525132208,4.9580564,0.0,0,0,1,0,0,0,0
1525642180,4.8597655,0.0,0,0,1,0,0,0,0
1526142180,4.856543,0.0,0,0,1,0,0,0,0
1526642180,4.9354978,0.0,0,0,1,0,0,0,0
1527142180,4.945166,0.0,0,0,1,0,0,0,0
1527642180,4.9596677,0.0,0,0,1,0,0,0,0
1528142180,4.9193845,0.0,0,0,1,0,0,0,0
1528642180,4.867822,0.0,0,0,1,0,0,0,0
1529142180,4.9580564,0.0,0,0,1,0,0,0,0
1529652181,4.941943,0.0,0,0,1,0,0,0,0
1530152233,4.8645997,0.0,0,0,1,0,0,0,0
1530652180,4.954834,0.0,0,0,1,0,0,0,0
1531152180,4.927441,0.0,0,0,1,0,0,0,0
1531652180,4.8436522,0.0,0,0,1,0,0,0,0
1532152180,4.8500977,0.0,0,0,1,0,0,0,0
1532652192,4.9483886,0.0,0,0,1,0,0,0,0
1533152187,4.8549314,0.0,0,0,1,0,0,0,0
1533652228,4.954834,0.0,0,0,1,0,0,0,0
1534152180,4.9371095,0.0,0,0,1,0,0,0,0
1534652180,4.8645997,0.0,0,0,1,0,0,0,0
1535162196,4.945166,0.0,0,0,1,0,0,0,0
1535662180,4.9387207,0.0,0,0,1,0,0,0,0
1536162180,4.9387207,0.0,0,0,1,0,0,0,0
1536662210,4.954834,0.0,0,0,1,0,0,0,0
1537172184,4.867822,0.0,0,0,1,0,0,0,0
1537672180,4.8597655,0.0,0,0,1,0,0,0,0
1538172180,4.9483886,0.0,0,0,1,0,0,0,0
1538672230,4.85332,0.0,0,0,1,0,0,0,0
1539172180,4.940332,0.0,0,0,1,0,0,0,0
1539672180,4.954834,0.0,0,0,1,0,0,0,0
1540182180,4.956445,0.0,0,0,1,0,0,0,0
1540682180,4.956445,0.0,0,0,1,0,0,0,0
1541182180,4.9354978,0.0,0,0,1,0,0,0,0
1541682180,4.9628906,0.0,0,0,1,0,0,0,0
1542192183,4.9467773,0.0,0,0,1,0,0,0,0
1542692180,4.9354978,0.0,0,0,1,0,0,0,0
1543192214,4.956445,0.0,0,0,1,0,0,0,0
1543702225,4.9580564,0.0,0,0,1,0,0,0,0
1544202186,4.8500977,0.0,0,0,1,0,0,0,0
1544702180,4.951611,0.0,0,0,1,0,0,0,0
1545202180,4.9596677,0.0,0,0,1,0,0,0,0
1545702191,4.8597655,0.0,0,0,1,0,0,0,0
1546202180,4.966113,0.0,0,0,1,0,0,0,0
1546702180,4.9467773,0.0,0,0,1,0,0,0,0
1547202180,4.95,0.0,0,0,1,0,0,0,0
1547702190,4.9483886,0.0,0,0,1,0,0,0,0
1548212210,4.9483886,0.0,0,0,1,0,0,0,0
1548712225,4.8597655,0.0,0,0,1,0,0,0,0
1549212180,4.9483886,0.0,0,0,1,0,0,0,0
1549712180,4.954834,0.0,0,0,1,0,0,0,0
1550212224,4.945166,0.0,0,0,1,0,0,0,0
1550722180,4.940332,0.0,0,0,1,0,0,0,0
1551222180,4.8581543,0.0,0,0,1,0,0,0,0
1551722180,4.941943,0.0,0,0,1,0,0,0,0
1552222201,4.951611,0.0,0,0,1,0,0,0,0
1552722180,4.8484864,0.0,0,0,1,0,0,0,0
1553222204,4.945166,0.0,0,0,1,0,0,0,0
1553722179,4.9612794,0.0,0,0,1,0,0,0,0
1554222180,4.8549314,0.0,0,0,1,0,0,0,0
1554722209,4.9483886,0.0,0,0,1,0,0,0,0
1555222180,4.9354978,0.0,0,0,1,0,0,0,0
1555722180,4.866211,0.0,0,0,1,0,0,0,0
1556232180,4.95,0.0,0,0,1,0,0,0,0
1556732180,4.954834,0.0,0,0,1,0,0,0,0
1557232180,4.95,0.0,0,0,1,0,0,0,0
1557732180,4.87749,0.0,0,0,1,0,0,0,0
1558232180,4.9612794,0.0,0,0,1,0,0,0,0
1558732212,4.8645997,0.0,0,0,1,0,0,0,0
1559242180,4.9612794,0.0,0,0,1,0,0,0,0
1559742180,4.861377,0.0,0,0,1,0,0,0,0
1560242180,4.954834,0.0,0,0,1,0,0,0,0
1560742197,4.9532228,0.0,0,0,1,0,0,0,0
1561242180,4.8597655,0.0,0,0,1,0,0,0,0
1561742180,4.956445,0.0,0,0,1,0,0,0,0
1562242180,4.9580564,0.0,0,0,1,0,0,0,0
1562742218,4.8694334,0.0,0,0,1,0,0,0,0
1563252180,4.956445,0.0,0,0,1,0,0,0,0
1563752241,4.906494,0.0,0,0,1,0,0,0,0
1564252181,4.851709,0.0,0,0,1,0,0,0,0
1564752180,4.9371095,0.0,0,0,1,0,0,0,0
1565252180,4.837207,0.0,0,0,1,0,0,0,0
1565752180,4.941943,0.0,0,0,1,0,0,0,0
1566252180,4.956445,0.0,0,0,1,0,0,0,0
1566752180,4.9467773,0.0,0,0,1,0,0,0,0
1567252180,4.862988,0.0,0,0,1,0,0,0,0
1567762186,4.954834,0.0,0,0,1,0,0,0,0
1568262180,4.9580564,0.0,0,0,1,0,0,0,0
1568762201,4.851709,0.0,0,0,1,0,0,0,0
1569262180,4.9435544,0.0,0,0,1,0,0,0,0
1569762180,4.941943,0.0,0,0,1,0,0,0,0
1570262210,4.8968263,0.0,0,0,1,0,0,0,0
1570772180,4.9354978,0.0,0,0,1,0,0,0,0
1571272180,4.8645997,0.0,0,0,1,0,0,0,0
1571772180,4.9483886,0.0,0,0,1,0,0,0,0
1572272181,4.945166,0.0,0,0,1,0,0,0,0
1572772180,4.9532228,0.0,0,0,1,0,0,0,0
1573272180,4.9580564,0.0,0,0,1,0,0,0,0
1573782180,4.945166,0.0,0,0,1,0,0,0,0
1574282180,4.9532228,0.0,0,0,1,0,0,0,0
1574782180,4.927441,0.0,0,0,1,0,0,0,0
1575282180,4.9338865,0.0,0,0,1,0,0,0,0
1575782180,4.8500977,0.0,0,0,1,0,0,0,0
1576282180,4.9580564,0.0,0,0,1,0,0,0,0
1576782190,4.9596677,0.0,0,0,1,0,0,0,0
1577292214,4.9483886,0.0,0,0,1,0,0,0,0
1577792180,4.9435544,0.0,0,0,1,0,0,0,0
1578292180,4.882324,0.0,0,0,1,0,0,0,0
1578792180,4.954834,0.0,0,0,1,0,0,0,0
1579292200,4.951611,0.0,0,0,1,0,0,0,0
1579792180,4.851709,0.0,0,0,1,0,0,0,0
1580292181,4.9580564,0.0,0,0,1,0,0,0,0
1580792226,4.9387207,0.0,0,0,1,0,0,0,0
1581292180,4.8694334,0.0,0,0,1,0,0,0,0
1581802180,4.862988,0.0,0,0,1,0,0,0,0
1582302238,4.9596677,0.0,0,0,1,0,0,0,0
1582802180,4.880713,0.0,0,0,1,0,0,0,0
1583302227,4.9580564,0.0,0,0,1,0,0,0,0
1583802180,4.9532228,0.0,0,0,1,0,0,0,0
1584302184,4.941943,0.0,0,0,1,0,0,0,0
1584802180,4.9596677,0.0,0,0,1,0,0,0,0
1585302180,4.9580564,0.0,0,0,1,0,0,0,0
1585802213,4.9483886,0.0,0,0,1,0,0,0,0
1586312180,4.941943,0.0,0,0,1,0,0,0,0
1586812180,4.90166,0.0,0,0,1,0,0,0,0
1587312209,4.9467773,0.0,0,0,1,0,0,0,0
1587812180,4.945166,0.0,0,0,1,0,0,0,0
1588312187,4.856543,0.0,0,0,1,0,0,0,0
1588812180,4.930664,0.0,0,0,1,0,0,0,0
1589312180,4.95,0.0,0,0,1,0,0,0,0
1589812214,4.856543,0.0,0,0,1,0,0,0,0
1590312180,4.954834,0.0,0,0,1,0,0,0,0
1590812188,4.956445,0.0,0,0,1,0,0,0,0
1591322180,4.9532228,0.0,0,0,1,0,0,0,0
1591822180,4.9435544,0.0,0,0,1,0,0,0,0
1592322228,4.951611,0.0,0,0,1,0,0,0,0
1592822180,4.927441,0.0,0,0,1,0,0,0,0
1593322180,4.9483886,0.0,0,0,1,0,0,0,0
1593822180,4.9483886,0.0,0,0,1,0,0,0,0
1594322180,4.862988,0.0,0,0,1,0,0,0,0
1594822180,4.95,0.0,0,0,1,0,0,0,0
1595322181,4.941943,0.0,0,0,1,0,0,0,0
1595822180,4.941943,0.0,0,0,1,0,0,0,0
1596332180,4.9435544,0.0,0,0,1,0,0,0,0
1596832180,4.862988,0.0,0,0,1,0,0,0,0
1597332215,4.9467773,0.0,0,0,1,0,0,0,0
1597832180,4.9467773,0.0,0,0,1,0,0,0,0
1598332180,4.8581543,0.0,0,0,1,0,0,0,0
1598832180,4.9532228,0.0,0,0,1,0,0,0,0
1599332187,4.941943,0.0,0,0,1,0,0,0,0
1599832180,4.875879,0.0,0,0,1,0,0,0,0
1600332180,4.875879,0.0,0,0,1,0,0,0,0
1600842181,4.966113,0.0,0,0,1,0,0,0,0
1601342210,4.966113,0.0,0,0,1,0,0,0,0
1601842180,4.9677243,0.0,0,0,1,0,0,0,0
1602342217,4.9483886,0.0,0,0,1,0,0,0,0
1602842180,4.904883,0.0,0,0,1,0,0,0,0
1603342180,4.9773927,0.0,0,0,1,0,0,0,0
