timestamp,flag_armed,flag_external_manual_override_ok,flag_system_hil_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
1438558944,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1438906882,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1439138070,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1439367726,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1439600353,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1439855273,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1440094111,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1440944333,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1441053084,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1441293963,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1441533769,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1441769663,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1442011951,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1442255707,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1442495720,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1442732863,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1442968323,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1443209108,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1443450124,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1443689729,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1443930312,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1444171576,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1444412141,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1444650188,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1444892963,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1445134682,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1445375069,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1445618508,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1445858484,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1446095199,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1446333233,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1446567726,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1446806730,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1447047382,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1447286517,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1447534137,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1447774540,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1448015521,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1448252573,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1448493095,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1448733475,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1448974552,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1449214923,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1449455562,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1449696695,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1449939494,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1450184552,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1450433315,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1450673243,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1450926590,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1451170991,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1451415607,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1451660017,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1451896176,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1452140484,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1452381920,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1452626100,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1452866722,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1453106486,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1453348009,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1453591655,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1453836723,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1454089132,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1454345620,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1454586007,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1454826759,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1455066802,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1455316033,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1455565174,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1455805095,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1456049181,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1456290455,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1456529707,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
1456767849,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
