timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
1438865786,48.403187,48.914303,6.743311,4.20955,463.77652,1.0,1.0,12,1,1,0,0
1439358775,48.620975,48.650913,9.405145,10.568452,466.11765,1.0,1.0,12,1,1,0,0
1439864321,48.02206,48.461708,10.174118,10.6082115,467.62027,0.99721694,1.0002406,12,1,1,0,0
1440862046,48.10373,48.24008,16.32591,13.922112,471.20453,1.0,1.0,12,1,1,0,0
1441367592,47.586487,47.709274,52.556423,40.115772,479.5542,1.0,1.0,12,1,1,0,0
1441872585,46.60644,47.521084,42.825943,44.795063,486.4348,1.0,1.0,12,1,1,0,0
1442378093,46.688114,47.44732,38.567005,42.723495,492.25253,1.0,1.0,12,1,1,0,0
1442870810,46.9059,47.422184,39.77962,40.39763,497.54913,1.0,1.0,12,1,1,0,0
1443375625,47.28703,47.392715,37.827606,39.02438,502.8818,1.0,1.0,12,1,1,0,0
1443880990,46.9059,47.398792,37.975487,38.68388,508.2718,1.0,1.0,12,1,1,0,0
1444374071,47.423145,47.388783,38.005066,38.867725,513.614,1.0,1.0,12,1,1,0,0
1444878885,47.450367,47.351078,39.454285,39.018803,519.10077,1.0,1.0,12,1,1,0,0
1445384392,47.61371,47.307606,40.252834,39.365086,524.66095,1.0,1.0,12,1,1,0,0
1445877093,46.769783,47.257294,40.48944,39.749474,530.14276,1.0,1.0,12,1,1,0,0
1446382888,47.722603,47.24828,40.903507,40.200195,535.83307,1.0,1.0,12,1,1,0,0
1446887500,46.60644,47.244373,41.021812,40.411255,541.515,1.0,1.0,12,1,1,0,0
1447380452,47.39592,47.259384,40.104954,40.464573,547.0645,1.0,1.0,12,1,1,0,0
1447886074,47.64093,47.24052,42.618908,40.63675,552.78186,1.0,1.0,12,1,1,0,0
1448390823,46.66089,47.22799,41.790783,40.98207,558.5694,1.0,1.0,12,1,1,0,0
1448884306,47.28703,47.24474,39.543015,40.95257,564.1824,1.0,1.0,12,1,1,0,0
1449389287,47.178135,47.18723,40.045803,40.618877,569.92786,1.0,1.0,12,1,1,0,0
1449894071,46.85145,47.19389,38.951496,39.933174,575.4532,1.0,1.0,12,1,1,0,0
1450399629,47.55926,47.207348,41.58375,40.319553,581.11957,1.0,1.0,12,1,1,0,0
1450892565,46.633667,47.17395,41.82036,40.998318,586.7793,1.0,1.0,12,1,1,0,0
1451396992,46.688114,47.127552,44.393463,42.404926,592.8618,1.0,1.0,12,1,1,0,0
1451902812,47.61371,47.108948,43.41746,43.44373,599.08,1.0,1.0,12,1,1,0,0
1452395509,47.178135,47.1442,43.890675,43.16921,604.966,1.0,1.0,12,1,1,0,0
1452900467,47.423145,47.13525,39.099377,40.75604,610.4525,1.0,1.0,12,1,1,0,0
1453406032,47.477592,47.117012,41.021812,42.708885,616.4902,1.0,1.0,12,1,1,0,0
1453898776,46.551994,47.095676,39.661316,42.09273,622.1871,1.0,1.0,12,1,1,0,0
1454404325,47.64093,47.14816,41.642906,41.939686,628.0533,1.0,1.0,12,1,1,0,0
1454909178,48.239845,47.22879,17.923012,37.19797,633.0828,1.0,1.0,12,1,1,0,0
1455414130,47.232582,47.343014,37.206516,35.49065,637.831,1.0,1.0,12,1,1,0,0
1455919586,47.80427,47.400356,37.354397,35.291595,642.7473,1.0,1.0,12,1,1,0,0
1456412698,47.232582,47.422134,38.892345,36.313526,647.7828,1.0,1.0,12,1,1,0,0
1456917196,46.769783,47.35575,41.87951,38.60665,653.4241,1.0,1.0,12,1,1,0,0
1457422767,47.423145,47.37677,39.158524,39.53268,659.0716,1.0,1.0,12,1,1,0,0
1457915605,46.688114,47.347622,38.862766,39.697647,664.55914,0.99987787,1.0000106,12,1,1,0,0
1458420567,47.15091,47.303722,38.714886,39.74515,670.1564,1.0,1.0,12,1,1,0,0
1458925888,47.096462,47.15563,58.116695,47.379723,677.3761,1.0,1.0,12,1,1,0,0
1459430795,46.170868,47.07698,45.192017,49.614117,684.69385,0.999803,1.000017,12,1,1,0,0
1459936432,47.586487,47.055336,44.423042,46.734062,690.9757,1.0,1.0,12,1,1,0,0
1460429272,47.3687,47.088028,41.31757,44.30085,696.80884,1.0,1.0,12,1,1,0,0
1460933975,47.450367,47.149403,35.254505,41.10704,702.2778,1.0,1.0,12,1,1,0,0
1461439681,47.61371,47.25227,35.668568,36.360573,706.811,1.0,1.0,12,1,1,0,0
1461944445,47.123688,47.276054,37.70931,37.342224,712.1262,1.0,1.0,12,1,1,0,0
1462438027,47.504814,47.2037,41.08096,37.835686,717.354,1.0,1.0,12,1,1,0,0
1462942940,47.205357,47.241013,40.48944,37.988174,722.76697,1.0,1.0,12,1,1,0,0
1463447503,47.341473,47.260162,30.226597,38.080414,728.2397,1.0,1.0,12,1,1,0,0
1463941204,46.225315,47.19713,37.88676,41.263134,734.14105,0.9991969,1.0000694,12,1,1,0,0
1464445956,47.232582,47.182632,39.010647,39.88225,739.66815,1.0,1.0,12,1,1,0,0
1464950829,46.225315,47.188293,34.662987,38.079506,744.9635,0.9985672,1.0001239,12,1,1,0,0
1465444407,47.64093,47.20626,30.551931,37.751747,750.2991,1.0,1.0,12,1,1,0,0
1465949125,46.279762,47.148304,40.548595,40.815605,756.32056,0.9978302,1.0001876,12,1,1,0,0
1466454033,47.39592,47.15081,21.590427,39.328697,761.8154,1.0,1.0,12,1,1,0,0
1466947648,47.450367,47.18354,38.803616,37.791924,766.79767,1.0,1.0,12,1,1,0,0
1467452416,47.55926,47.239384,38.47828,37.390636,772.0204,1.0,1.0,12,1,1,0,0
1467958310,46.933125,47.204834,39.128952,36.37479,777.0143,0.9997888,1.0000182,12,1,1,0,0
1468450888,47.586487,47.23499,35.698143,36.901768,782.0994,1.0,1.0,12,1,1,0,0
1468955636,47.15091,47.23988,38.537434,37.370632,787.4091,1.0,1.0,12,1,1,0,0
1469461078,47.06924,47.100994,55.514015,45.963078,794.27814,0.999599,1.0000346,12,1,1,0,0
1469953922,46.769783,47.00731,44.866684,45.97656,800.55817,1.0,1.0,12,1,1,0,0
1470458784,46.60644,46.981228,43.26958,45.529263,806.91034,1.0,1.0,12,1,1,0,0
1470964447,46.98757,47.001022,46.996147,44.762344,813.11707,1.0,1.0,12,1,1,0,0
1471457277,46.49755,46.987167,45.339893,43.703342,819.0055,0.9986928,1.0001129,12,1,1,0,0
1471961778,47.178135,46.976498,42.116116,42.75342,824.89606,1.0,1.0,12,1,1,0,0
1472467667,47.423145,46.99308,39.63174,42.36875,830.8116,1.0,1.0,12,1,1,0,0
1472960323,47.06924,47.0134,44.127285,42.084656,836.53394,1.0,1.0,12,1,1,0,0
1473466043,47.178135,46.991673,42.17527,41.59843,842.3128,1.0,1.0,12,1,1,0,0
1473970854,46.74256,47.003746,39.661316,40.954556,847.9935,0.9997373,1.0000228,12,1,1,0,0
1474463588,47.3687,47.078545,32.001152,37.32905,852.7848,1.0,1.0,12,1,1,0,0
1474969227,47.178135,47.158215,32.208183,35.759502,857.6011,1.0,1.0,12,1,1,0,0
1475474072,47.450367,47.123466,34.041893,37.116817,862.9332,1.0,1.0,12,1,1,0,0
1475966572,46.551994,47.03661,48.415794,42.649082,869.2166,1.0,1.0,12,1,1,0,0
1476472485,46.443104,46.958206,48.060883,47.51844,876.4454,1.0,1.0,12,1,1,0,0
1476977186,47.341473,46.89219,42.411877,46.47619,882.89545,1.0,1.0,12,1,1,0,0
1477481949,47.259804,46.943073,31.853271,42.32166,888.4563,1.0,1.0,12,1,1,0,0
1477975556,46.85145,47.029617,34.63341,38.016075,893.2249,1.0,1.0,12,1,1,0,0
1478480302,47.423145,47.106174,37.413548,36.572304,898.1797,1.0,1.0,12,1,1,0,0
1478985965,46.279762,47.034164,48.741127,39.39592,903.9462,0.9997271,1.0000236,12,1,1,0,0
1479490823,46.85145,46.95956,49.36222,44.97629,910.8104,1.0,1.0,12,1,1,0,0
1479995476,46.60644,46.928486,45.22159,45.972504,917.3887,1.0,1.0,12,1,1,0,0
1480489140,47.15091,46.939594,40.016228,44.58871,923.3976,1.0,1.0,12,1,1,0,0
1480993861,47.259804,46.915745,39.750042,41.972122,929.05225,1.0,1.0,12,1,1,0,0
1481498856,47.31425,47.00444,35.520687,38.990154,934.21625,1.0,1.0,12,1,1,0,0
1482004476,46.769783,47.03446,37.38397,37.13079,939.2453,1.0,1.0,12,1,1,0,0
1482497291,47.28703,47.03782,35.93475,38.075253,944.52563,1.0,1.0,12,1,1,0,0
1483002095,47.15091,47.043934,40.48944,39.17862,950.136,1.0,1.0,12,1,1,0,0
1483507576,47.205357,47.028465,44.097706,40.732464,956.00964,1.0,1.0,12,1,1,0,0
1484012595,46.443104,47.00005,39.42471,41.260098,961.8565,0.9993175,1.000059,12,1,1,0,0
1484517221,47.178135,46.93004,45.66523,41.32314,967.6586,0.99910665,1.0000772,12,1,1,0,0
1485010897,47.014793,46.934284,41.731632,40.952126,973.2803,0.999181,1.0000708,12,1,1,0,0
1485515732,46.79701,46.91198,33.095463,41.00729,979.09644,0.9972721,1.0002358,12,1,1,0,0
1486020180,47.232582,46.93259,37.591,40.14974,984.5949,1.0,1.0,12,1,1,0,0
1486525990,47.31425,46.904568,39.099377,40.239773,990.2631,0.99957514,1.0000367,12,1,1,0,0
1487018755,46.769783,46.939117,39.602165,39.865204,995.6769,1.0,1.0,12,1,1,0,0
1487524429,46.715336,46.96996,39.57259,40.25148,1001.3394,1.0,1.0,12,1,1,0,0
1488029111,47.423145,46.911903,41.37672,41.200077,1007.20734,1.0,1.0,12,1,1,0,0
1488521929,47.123688,46.92034,40.400715,42.025364,1013.044,1.0,1.0,12,1,1,0,0
1489027770,46.769783,46.905437,41.28799,41.253616,1018.7574,1.0,1.0,12,1,1,0,0
1489532567,47.28703,46.901505,44.423042,42.946724,1024.9569,1.0,1.0,12,1,1,0,0
1490025006,47.096462,46.864574,46.61166,43.51885,1030.9731,0.9997181,1.0000243,12,1,1,0,0
1490530848,46.443104,46.872906,42.97382,43.54083,1037.1085,0.999673,1.0000283,12,1,1,0,0
1491035612,47.259804,46.99337,35.165775,36.85999,1041.678,0.9998146,1.000016,12,1,1,0,0
