timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
1438865953,-0.87907803,-0.020991458,0.027136087,0.47544163,0.01382285,0.025427204,0.0095294705,7.1721644,-18.371265,3.7881672,1.587311e-05,-1.5748142e-06,1.1662676e-05,0.00065087207,-0.0004938561,-0.000841827,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,6.435431e-10,2.6725003e-05,0.0024572667,8.498581e-06,4.040707e-06,4.016533e-06,2.8404258e-05,0.01075846,0.010758023,0.0021925925,0.03718416,0.037183743,0.019594863,1.0380675e-11,1.0404519e-11,1.821393e-11,1.677419e-08,1.7139767e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27270478,0.13998166,0.023055749,0.0164568,0.0021089218,0.022147037,0.0,0.01648486,0.0,0.031694,0,0,0,895,93,14,14,0
1439066092,-0.8791334,-0.02095961,0.027158113,0.47533968,0.010452443,0.026055822,0.010017139,7.172031,-18.369429,3.79622,1.5897593e-05,-1.574927e-06,1.1636488e-05,0.00065087463,-0.0004938584,-0.00084222783,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,2.7221672e-09,6.348632e-05,0.0057103974,8.502578e-06,4.026778e-06,4.0024997e-06,2.842598e-05,0.010664283,0.01066385,0.0021933727,0.036887996,0.03688759,0.019656839,1.0370883e-11,1.03947805e-11,1.8218569e-11,1.6775118e-08,1.7140696e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2716166,0.14020285,0.012592977,0.016254814,0.0031748184,0.034506634,0.0,0.059383694,0.0,0.031827,0,0,0,895,93,14,14,0
1439270863,-0.87904805,-0.020914454,0.02710218,0.47550252,0.016670676,0.020144599,0.0062501975,7.173858,-18.366598,3.7859337,1.5908243e-05,-1.5699327e-06,1.1589375e-05,0.0006508691,-0.00049385533,-0.00084123574,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,6.4127152e-09,9.8142365e-05,0.0084711425,8.508226e-06,4.0358395e-06,4.011605e-06,2.8406785e-05,0.010730854,0.01073045,0.0021901168,0.037157927,0.03715751,0.019562513,1.0376239e-11,1.0400128e-11,1.8215209e-11,1.6776081e-08,1.7141659e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27260858,0.13986605,0.020627478,0.011726668,0.0005365563,0.03610515,0.0,0.010074279,0.0,0.031805,0,0,0,895,93,14,14,0
1439470848,-0.8790991,-0.020792248,0.027149092,0.4754109,0.013405299,0.02036445,0.00844105,7.1750765,-18.364422,3.8427896,1.5920628e-05,-1.5627734e-06,1.1553591e-05,0.0006508854,-0.00049386517,-0.0008440388,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.0542692e-08,0.0001301098,0.0116048,8.499162e-06,4.036555e-06,4.0120517e-06,2.8379765e-05,0.010729211,0.010728805,0.0021849922,0.037098404,0.037097983,0.019513922,1.0374053e-11,1.0397925e-11,1.8204174e-11,1.6776973e-08,1.714255e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27239013,0.13969225,0.008815292,0.012707525,0.000799784,0.117461175,0.0,0.019524623,0.0,0.031756,0,0,0,895,93,14,14,0
1439675695,-0.8789867,-0.020866288,0.02713938,0.4756157,0.011959226,0.034801863,0.029452631,7.1794014,-18.359406,3.8831778,1.5907885e-05,-1.5608565e-06,1.153868e-05,0.0006508905,-0.00049386796,-0.0008445492,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.6988112e-08,0.0001692887,0.014144727,8.51783e-06,4.0461905e-06,4.021794e-06,2.8407745e-05,0.010791883,0.010791508,0.0021876188,0.037404925,0.037404496,0.019527905,1.0381026e-11,1.0404947e-11,1.8214817e-11,1.6777951e-08,1.714353e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2735131,0.13974229,0.014305751,0.013762669,0.0029073432,0.11334908,0.0,0.00032981677,0.0,0.031837,0,0,0,895,93,14,14,0
1439876442,-0.8790781,-0.020822683,0.027251236,0.47544247,0.019658543,0.029227648,0.028548554,7.1832395,-18.356792,3.9273453,1.5907832e-05,-1.5474245e-06,1.1504753e-05,0.0006509008,-0.0004938744,-0.00084630836,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.4804151e-08,0.00016902143,0.014167277,8.506305e-06,4.0481123e-06,4.0234254e-06,2.83852e-05,0.010806999,0.010806665,0.0021874453,0.037433647,0.03743324,0.019505199,1.03815645e-11,1.040548e-11,1.8207299e-11,1.677888e-08,1.7144458e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27361816,0.13966101,0.0025600716,0.0122792,0.0013271072,0.10901733,0.0,0.02831182,0.0,0.031783,0,0,0,895,93,14,14,0
1440080487,-0.8791646,-0.02079701,0.0271916,0.47528714,0.009890422,0.016068008,0.034434337,7.1863656,-18.35304,3.9948773,1.5915884e-05,-1.5492295e-06,1.1488774e-05,0.0006509174,-0.00049388525,-0.0008491365,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.098928e-08,0.00014682961,0.012493418,8.507951e-06,4.046786e-06,4.022187e-06,2.8410412e-05,0.010801935,0.010801556,0.0021886332,0.03741254,0.037412148,0.01948827,1.0381532e-11,1.0405485e-11,1.8213916e-11,1.6779827e-08,1.7145405e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27354103,0.1396004,0.00082462264,0.010420478,0.0038285172,0.15441094,0.0,0.008758493,0.0,0.031828,0,0,0,895,93,14,14,0
1440281351,-0.8792024,-0.020760274,0.027126929,0.47522235,0.019423181,0.017336898,0.048327032,7.188435,-18.350214,4.056551,1.5925478e-05,-1.5412638e-06,1.1481239e-05,0.00065093226,-0.0004938938,-0.0008514446,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.0604171e-08,0.00014798873,0.012813556,8.49834e-06,4.0466266e-06,4.0221075e-06,2.838621e-05,0.010797938,0.010797601,0.0021880548,0.037405167,0.037404772,0.019466143,1.03809e-11,1.0404822e-11,1.8206395e-11,1.6780756e-08,1.7146334e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27351406,0.13952112,0.0009525154,0.009074702,0.0028522601,0.12208923,0.0,0.0034747384,0.0,0.031875,0,0,0,895,93,14,14,0
1440886021,-0.879323,-0.020665903,0.027380303,0.4749888,0.030089486,0.005855072,0.06173524,7.1966114,-18.349628,4.2134404,1.5965392e-05,-1.5184934e-06,1.1447983e-05,0.0006509515,-0.0004939138,-0.0008550686,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,1.6658493e-08,0.00019838281,0.016903445,8.5278e-06,4.054671e-06,4.029522e-06,2.8514127e-05,0.010859605,0.010859379,0.002190923,0.037682127,0.03768176,0.019524101,1.0386635e-11,1.0410706e-11,1.8239986e-11,1.6783613e-08,1.714919e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.27452484,0.13972867,0.019969402,0.014986556,0.0027332678,0.11506516,0.0,0.0039115455,0.0,0.031751,0,0,0,895,93,14,14,0
1441090973,-0.87917227,-0.020627044,0.027488312,0.47526324,0.022409264,0.022623423,0.056258135,7.1990805,-18.35222,4.268951,1.597936e-05,-1.500266e-06,1.1433005e-05,0.0006509587,-0.00049391884,-0.00085594866,0.17827547,-7.875257e-09,-0.09016955,0.0,0.0,0.0,0.0,0.0,1.0993044e-19,3.3709878e-08,0.00024975237,0.020342555,8.534063e-06,4.058779e-06,4.033402e-06,2.8489652e-05,0.010893019,0.010892822,0.0021884614,0.03782503,0.03782468,0.019605272,1.03864885e-11,1.0410524e-11,1.8232471e-11,1.678455e-08,1.7150128e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.27504492,0.14001882,0.021277647,0.014266548,0.006537477,0.14434797,0.0,0.026098369,0.0,0.03189,0,0,0,895,93,14,14,0
