timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1438518349,-22.353379305308607,-48.61623281785088,492.8592,7.171471,-18.36893,3.7955127,-0.9921932,1,1,0
1602529630,-22.35338516077007,-48.61622213410767,492.49667,6.520375,-17.270222,4.158018,-1.1733103,1,1,0
