timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1438865581,1438865445,-0.025584092,0.01064712,-0.0012260086,0.0,0.0,0.0,0.0,-1.0
1438965623,1438965488,-0.026700025,0.010333145,-0.00051072426,0.0,0.0,0.0,0.0,-1.0
1439065616,1439065451,-0.025355041,0.013357183,-6.271599e-05,0.0,0.0,0.0,0.0,-1.0
1439170428,1439170245,-0.026127296,0.011541798,-0.0002567115,0.0,0.0,0.0,0.0,-1.0
1439274416,1439274244,-0.026739294,0.013133158,-0.0016686978,0.0,0.0,0.0,0.0,-1.0
1439374462,1439374251,-0.026494034,0.008121926,7.499408e-05,0.0,0.0,0.0,0.0,-1.0
1439475264,1439475051,-0.022094226,0.008324373,0.0012905195,0.0,0.0,0.0,0.0,-1.0
1439579250,1439579064,-0.024220595,0.008337484,-0.0030038804,0.0,0.0,0.0,0.0,-1.0
1439679213,1439679075,-0.03285936,0.010730229,0.0006380648,0.0,0.0,0.0,0.0,-1.0
1439779231,1439779044,-0.029144706,0.013258183,-0.0006508542,0.0,0.0,0.0,0.0,-1.0
1439883977,1439883845,-0.023794608,0.008513865,-0.0024812205,0.0,0.0,0.0,0.0,-1.0
1439983980,1439983845,-0.030620765,0.01161386,0.0015368595,0.0,0.0,0.0,0.0,-1.0
1440083997,1440083849,-0.025696402,0.016555104,-0.002427193,0.0,0.0,0.0,0.0,-1.0
1440188808,1440188645,-0.026189392,0.01583473,-0.00027585647,0.0,0.0,0.0,0.0,-1.0
1440902498,1440902312,-0.0227417,0.0060454365,0.0011049936,0.1,0.0,0.0,0.0,-1.0
1441002456,1441002282,-0.036137182,0.012016743,-0.0047066365,0.63587004,0.0,0.0,0.0,-1.0
1441102428,1441102282,-0.011308146,-0.0073714717,-8.956668e-05,0.5040353,0.0,0.0,0.0,-1.0
1441206393,1441206249,-0.016877767,0.043103136,-0.008301719,0.37635434,0.0,0.0,0.0,-1.0
1441311188,1441311045,-0.00031574455,0.008511452,-0.02042231,0.41960037,0.0,0.0,0.0,-1.0
1441411196,1441411045,-0.0039012507,0.016722199,-0.027470835,0.40393838,0.0,0.0,0.0,-1.0
1441515217,1441515051,0.010238168,0.008463336,-0.039338227,0.40070298,0.0,0.0,0.0,-1.0
1441619993,1441619845,0.006786135,-0.0062208846,-0.055482693,0.4068249,0.0,0.0,0.0,-1.0
1441724021,1441723845,0.006527922,-0.00038093748,-0.07075401,0.3913548,0.0,0.0,0.0,-1.0
1441824025,1441823845,0.0063138446,-0.0092090275,-0.075169414,0.37056094,0.0,0.0,0.0,-1.0
1441927990,1441927845,0.011504109,-0.00806441,-0.08407232,0.35840985,0.0,0.0,0.0,-1.0
1442028779,1442028645,0.011251107,-0.011960372,-0.09810706,0.34748796,0.0,0.0,0.0,-1.0
1442128814,1442128672,0.011772237,-0.007647167,-0.104417056,0.3370363,0.0,0.0,0.0,-1.0
1442228819,1442228645,0.004452817,-0.0021559726,-0.10484508,0.32828152,0.0,0.0,0.0,-1.0
1442332787,1442332651,0.00680938,4.584808e-05,-0.11266741,0.32609427,0.0,0.0,0.0,-1.0
1442433589,1442433445,0.0038115834,5.5975863e-05,-0.117590055,0.31548628,0.0,0.0,0.0,-1.0
1442533594,1442533453,-0.0015479096,0.003503085,-0.11476135,0.3105188,0.0,0.0,0.0,-1.0
1442637639,1442637474,-0.00287374,0.0042493828,-0.11503592,0.309291,0.0,0.0,0.0,-1.0
1442738394,1442738247,-0.0053217486,0.0044765607,-0.11978993,0.30739155,0.0,0.0,0.0,-1.0
1442838393,1442838244,-0.009017986,0.010958664,-0.11890063,0.3040849,0.0,0.0,0.0,-1.0
1442942480,1442942308,-0.0056998185,0.0054753027,-0.11413286,0.29756218,0.0,0.0,0.0,-1.0
