timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
1440927227,7.19887,-18.34697,8.735954,-0.9923487,0.0,0.0,0.0,0.0,0.0,-0.0
1441028134,7.195673,-18.34614,0.7955017,-0.99227345,-0.0022304058,0.0012025833,0.3733729,-0.010670294,0.032560457,-6.1728077
1441132787,7.195673,-18.34614,0.7955017,-0.99227345,-0.0038847923,0.0020685196,0.21653292,-0.06981653,-0.0127480915,-4.266668
1441236552,7.195673,-18.34614,0.7955017,-0.99227345,-0.008010149,0.0029850006,0.0607339,-0.07795184,0.01327509,-3.9587662
1441336309,7.195673,-18.34614,0.7955017,-0.99227345,-0.013477087,0.0039806366,-0.08877711,-0.11127367,0.026361967,-3.9710062
1441436809,7.195673,-18.34614,0.7955017,-0.99227345,-0.019668818,0.005753517,-0.23950309,-0.11250925,0.053697955,-3.9631453
1441541187,7.195673,-18.34614,0.7955017,-0.99227345,-0.02670288,0.009214401,-0.39610603,-0.11412516,0.075268134,-4.008841
1441641164,7.195673,-18.34614,0.7955017,-0.99227345,-0.03257227,0.013851166,-0.545995,-0.08150156,0.06322501,-3.9411337
1441745153,7.195673,-18.34614,0.7955017,-0.99227345,-0.03579378,0.018967628,-0.6,-0.028369343,0.07620104,-3.7221534
1441846930,7.195673,-18.34614,0.7955017,-0.99227345,-0.035030365,0.023760796,-0.6,-0.007053475,0.08671744,-3.6014109
1441950000,7.195673,-18.34614,0.7955017,-0.99227345,-0.0318501,0.028539658,-0.6,0.04446662,0.08616384,-3.501266
1442050172,7.195673,-18.34614,0.7955017,-0.99227345,-0.026058912,0.032761574,-0.6,0.08552386,0.07558692,-3.3948436
1442150492,7.195673,-18.34614,0.7955017,-0.99227345,-0.017522573,0.03499317,-0.6,0.14229828,0.07554163,-3.1961176
1442254889,7.195673,-18.34614,0.7955017,-0.99227345,-0.0061047077,0.035799026,-0.6,0.15543555,0.06824645,-3.251006
1442353949,7.195673,-18.34614,0.7955017,-0.99227345,0.0072984695,0.036250114,-0.6,0.19082999,0.07012494,-3.1512852
1442456034,7.195673,-18.34614,0.7955017,-0.99227345,0.02260518,0.03595066,-0.6,0.21555452,0.070180155,-3.0746582
1442559643,7.195673,-18.34614,0.7955017,-0.99227345,0.04011202,0.036230087,-0.6,0.20890757,0.06377403,-3.0550108
1442663259,7.195673,-18.34614,0.7955017,-0.99227345,0.058247805,0.0367918,-0.6,0.22972493,0.058288205,-2.9955432
1442765342,7.195673,-18.34614,0.7955017,-0.99227345,0.076419115,0.0365963,-0.6,0.2274796,0.056145493,-2.9815354
1442868876,7.195673,-18.34614,0.7955017,-0.99227345,0.09402776,0.036218643,-0.6,0.2140167,0.04599834,-2.9700174
1442972847,7.195673,-18.34614,0.7955017,-0.99227345,0.111027,0.034147263,-0.6,0.21893445,0.05039767,-2.9132934
1443076330,7.195673,-18.34614,0.7955017,-0.99227345,0.12564778,0.031806946,-0.6,0.18542285,0.040647473,-2.933459
1443176385,7.195673,-18.34614,0.7955017,-0.99227345,0.1382103,0.028637886,-0.6,0.17618184,0.035262313,-2.949482
1443280327,7.195673,-18.34614,0.7955017,-0.99227345,0.14839482,0.025344849,-0.6,0.14885873,0.025715392,-2.9465363
1443380889,7.195673,-18.34614,0.7955017,-0.99227345,0.1558981,0.023649216,-0.6,0.1298005,0.024683986,-2.9645278
1443481358,7.195673,-18.34614,0.7955017,-0.99227345,0.16064572,0.022679329,-0.6,0.13492206,0.018577581,-2.9422555
1443582518,7.195673,-18.34614,0.7955017,-0.99227345,0.16325498,0.022795677,-0.6,0.12620911,0.019972222,-2.9153094
1443686355,7.195673,-18.34614,0.7955017,-0.99227345,0.1638639,0.023278236,-0.6,0.10045513,0.03219529,-2.9750817
1443785321,7.195673,-18.34614,0.7955017,-0.99227345,0.16469717,0.023646355,-0.6,0.097620055,0.034905665,-2.9788508
1443886892,7.195673,-18.34614,0.7955017,-0.99227345,0.16447544,0.024086952,-0.6,0.10031087,0.026773715,-2.986597
1443990548,7.195673,-18.34614,0.7955017,-0.99227345,0.16414618,0.024895668,-0.6,0.0964115,0.024355961,-2.9928052
1444090125,7.195673,-18.34614,0.7955017,-0.99227345,0.16307855,0.02579689,-0.6,0.10200358,0.040054224,-2.9851148
1444193977,7.195673,-18.34614,0.7955017,-0.99227345,0.16291714,0.027176857,-0.6,0.11795502,0.05523048,-2.9667377
1444294846,7.195673,-18.34614,0.7955017,-0.99227345,0.16251469,0.028598785,-0.6,0.10628462,0.05068846,-3.0566006
1444396039,7.195673,-18.34614,0.7955017,-0.99227345,0.1613388,0.03264427,-0.6,0.10432298,0.053696383,-3.0808854
1444499358,7.195673,-18.34614,0.7955017,-0.99227345,0.1600492,0.036304474,-0.6,0.1348701,0.0429162,-2.9952319
1444599545,7.195673,-18.34614,0.7955017,-0.99227345,0.15971494,0.040776253,-0.6,0.13193884,0.070151486,-3.0035362
1444700571,7.195673,-18.34614,0.7955017,-0.99227345,0.15945935,0.044612885,-0.6,0.13065669,0.07658979,-3.0213006
1444799614,7.195673,-18.34614,0.7955017,-0.99227345,0.15917063,0.04984951,-0.6,0.13860801,0.07267948,-3.056897
1444903883,7.195673,-18.34614,0.7955017,-0.99227345,0.15897274,0.05422592,-0.6,0.14297552,0.05468637,-3.0580487
1445005384,7.195673,-18.34614,0.7955017,-0.99227345,0.15775084,0.06000042,-0.6,0.14530036,0.07021013,-3.0173135
1445104500,7.195673,-18.34614,0.7955017,-0.99227345,0.15682173,0.064006805,-0.6,0.1508149,0.065724045,-3.0350795
1445208730,7.195673,-18.34614,0.7955017,-0.99227345,0.15523767,0.07078552,-0.6,0.13850182,0.07353916,-3.0724773
1445310430,7.195673,-18.34614,0.7955017,-0.99227345,0.15388465,0.07564831,-0.6,0.14820231,0.07069706,-3.0812259
1445409168,7.195673,-18.34614,0.7955017,-0.99227345,0.15150595,0.08137417,-0.6,0.14231357,0.06296736,-3.155894
1445513383,7.195673,-18.34614,0.7955017,-0.99227345,0.14907646,0.086195946,-0.6,0.13809158,0.08086741,-3.0700948
1445614489,7.195673,-18.34614,0.7955017,-0.99227345,0.14685702,0.089808464,-0.6,0.15326275,0.076349966,-3.057575
1445714011,7.195673,-18.34614,0.7955017,-0.99227345,0.14513993,0.091519356,-0.6,0.14149413,0.056057163,-3.130605
1445817912,7.195673,-18.34614,0.7955017,-0.99227345,0.14444137,0.092103004,-0.6,0.14622909,0.06267922,-3.066838
