timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
1440970042,-1.0,0,0,0,0
1461566576,-1.0,0,0,1,0
1461609144,-1.0,0,0,0,0
1562305185,-1.0,0,0,1,0
1562577173,-1.0,0,0,0,1
1562918689,-1.0,1,0,0,0
1563655765,-1.0,0,0,0,0
1599430546,-1.0,0,0,1,0
1599937306,-1.0,0,0,0,1
1600269172,-1.0,1,0,0,0
1600373155,-1.0,0,0,1,0
1601371169,-1.0,0,0,0,1
1601701099,-1.0,1,0,0,0
