timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1440941692,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
1531103235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,1,0,0
1531127774,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
1562938948,0.0,0.0,0.0,2.0,50.0,nan,492.8592,0,1,1,1,1,0,0
