timestamp,load,ram_usage
1438118519,0.544408,0.92116886
1439120359,0.6573,0.9213728
1440121176,0.620311,0.9213728
1441124839,0.630008,0.92381924
1442126876,0.692498,0.92443085
1443128449,0.696746,0.92443085
1444130569,0.698038,0.92456675
1445130989,0.694647,0.92456675
1446135207,0.682801,0.92456675
1447139388,0.678807,0.92456675
1448139989,0.677913,0.92456675
1449142974,0.694384,0.92456675
1450144493,0.729426,0.92456675
1451150970,0.755722,0.92456675
1452152378,0.743251,0.92456675
1453155789,0.734663,0.92456675
1454158486,0.728819,0.92456675
1455159384,0.718009,0.92456675
1456161224,0.717491,0.92456675
1457163355,0.682162,0.92456675
1458166192,0.671801,0.92456675
1459167931,0.689951,0.92456675
1460169385,0.725011,0.92456675
1461170068,0.71773,0.92456675
1462178722,0.714484,0.92456675
1463182905,0.709473,0.92456675
1464186790,0.722571,0.92456675
1465190449,0.718076,0.92456675
1466192159,0.719043,0.92456675
1467193764,0.716464,0.92456675
1468195162,0.683937,0.92456675
1469198325,0.670645,0.92456675
1470199765,0.661613,0.92456675
1471201726,0.671066,0.92456675
1472205117,0.669137,0.92456675
1473207144,0.670199,0.92456675
1474208108,0.66881603,0.92456675
1475211709,0.679664,0.92456675
1476214042,0.720556,0.92456675
1477215215,0.713057,0.92456675
1478217716,0.724982,0.92456675
1479219477,0.721912,0.92456675
1480222896,0.716177,0.92456675
1481224538,0.718074,0.92456675
1482225645,0.719867,0.92456675
1483226092,0.717748,0.92456675
1484231620,0.712423,0.92456675
1485232390,0.718739,0.92456675
1486234330,0.716746,0.92456675
1487234990,0.713655,0.92456675
1488243164,0.721234,0.92456675
1489246719,0.671133,0.92456675
1490248523,0.667326,0.92456675
1491250141,0.665103,0.92456675
1492251881,0.672433,0.92456675
1493254957,0.687823,0.92456675
1494257511,0.728361,0.92456675
1495259106,0.720877,0.92456675
1496261633,0.722272,0.92456675
1497262486,0.723229,0.92456675
1498262989,0.710167,0.92456675
1499270989,0.721161,0.92456675
1500272830,0.721211,0.92456675
1501275983,0.715803,0.92456675
1502281646,0.717793,0.92456675
1503284312,0.715337,0.92456675
1504286666,0.718938,0.92456675
1505288023,0.708696,0.92456675
1506290514,0.703392,0.92456675
1507293218,0.667123,0.92456675
1508295234,0.669713,0.92456675
1509296487,0.670595,0.92456675
1510298675,0.667665,0.92456675
1511301586,0.669601,0.92456675
1512303383,0.663121,0.92456675
1513305384,0.700999,0.92456675
1514308895,0.719758,0.92456675
1515313916,0.721209,0.92456675
1516315637,0.692462,0.92456675
1517319151,0.692598,0.92456675
1518321525,0.691766,0.92456675
1519327165,0.684918,0.92456675
1520333310,0.684182,0.92456675
1521338073,0.69142,0.92456675
1522339767,0.68965,0.92456675
1523346427,0.688908,0.92456675
1524350702,0.688655,0.92456675
1525351176,0.688925,0.92456675
1526353164,0.651228,0.92456675
1527355474,0.632588,0.92456675
1528358821,0.642026,0.92456675
1529360052,0.640491,0.92456675
1530362648,0.6448,0.92456675
1531363708,0.674848,0.92456675
1532366174,0.65615803,0.92456675
1533368516,0.654849,0.92456675
1534370963,0.654184,0.92456675
1535372330,0.657531,0.92456675
1536373897,0.656333,0.92456675
1537376109,0.656987,0.92456675
1538383374,0.652924,0.92456675
1539385240,0.658001,0.92456675
1540386027,0.655186,0.92456675
1541387008,0.650161,0.92456675
1542391103,0.652309,0.92456675
1543393577,0.650075,0.92456675
1544394814,0.643894,0.92456675
1545398289,0.652533,0.92456675
1546401226,0.649889,0.92456675
1547403065,0.65828,0.92456675
1548404386,0.646763,0.92456675
1549406847,0.654321,0.92456675
1550408052,0.653335,0.92456675
1551410290,0.655625,0.92456675
1552412709,0.621581,0.92456675
1553415762,0.610111,0.92456675
1554417296,0.615937,0.92456675
1555418037,0.60477,0.92456675
1556421545,0.616864,0.92456675
1557424542,0.613491,0.92456675
1558425043,0.619226,0.92456675
1559427634,0.612624,0.92456675
1560430508,0.614216,0.92456675
1561431239,0.614298,0.92456675
1562431538,0.61154,0.92456675
1563431992,0.590099,0.92456675
1564433542,0.577932,0.92456675
1565433989,0.576803,0.92456675
1566435134,0.570924,0.92456675
1567436905,0.581216,0.92456675
1568438852,0.574778,0.92456675
1569440988,0.573914,0.92456675
1570442689,0.57632,0.92456675
1571442989,0.58202,0.92456675
1572446782,0.580349,0.92456675
1573449008,0.586263,0.92456675
1574452120,0.581457,0.92456675
1575453935,0.589113,0.92456675
1576456526,0.580415,0.92456675
1577457634,0.586823,0.92456675
1578458558,0.59162,0.92456675
1579458989,0.59265,0.92456675
1580459990,0.595475,0.92456675
1581462573,0.588936,0.92456675
1582465377,0.596113,0.92456675
1583466230,0.585126,0.92456675
1584468433,0.592066,0.92456675
1585469953,0.591729,0.92456675
1586471686,0.592844,0.92456675
1587471989,0.593798,0.92456675
1588473119,0.592478,0.92456675
1589473989,0.591928,0.92456675
1590474989,0.585529,0.92456675
1591478866,0.582248,0.92456675
1592481678,0.590212,0.92456675
1593483721,0.58615,0.92456675
1594484521,0.592921,0.92456675
1595485129,0.593722,0.92456675
1596486408,0.596773,0.92456675
1597487606,0.588448,0.92456675
1598489887,0.589537,0.92456675
1599491767,0.590336,0.92456675
1600493760,0.591351,0.92456675
1601496786,0.579279,0.92456675
1602498558,0.579585,0.92456675
1603500728,0.638122,0.92456675
