timestamp,lat,lon,app_value,index,alt,enabled,app_cmd,manual_switch,status
1221490718,-22.35338800690759,-48.61624033391531,0.0,0,493.44644,0,17,1,0
1531152122,-22.35361688008123,-48.616357842394734,0.0,0,501.11182,0,17,1,0
1602660553,-22.353385139345683,-48.61622217639456,0.0,0,492.49258,0,17,1,0
