timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,pos_d_deriv,yaw,eph,epv,evh,evv,terrain_alt,pressure_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1438865953,-22.35337928154291,-48.61623276922091,492.85785,-0.0,0.01666962,0.021792643,0.0086861225,0.018318966,-0.99229115,0.7205949,0.91180915,0.14668497,0.046825126,492.7275,437.3601,1,0,1,0
1439066092,-22.353379273335126,-48.61623274989503,492.85388,-0.0,0.01839504,0.024645008,0.012392546,0.021887792,-0.99263954,0.7201838,0.9118431,0.14604154,0.046833456,492.7481,437.10043,1,0,1,0
1439270863,-22.353379267966194,-48.61623273290608,492.85974,-0.0,0.0002880562,0.022124503,0.0075413366,0.007735796,-0.9927605,0.72055846,0.9117914,0.14649677,0.046798684,492.76425,435.2769,1,0,1,0
1439470848,-22.35337926514451,-48.616232717011385,492.84427,-0.0,0.0070949784,0.01316371,0.02426615,0.0375932,-0.9930698,0.72047585,0.91176474,0.14648555,0.0467439,492.7119,436.232,1,0,1,0
1439675695,-22.353379242944015,-48.616232686260616,492.80536,-0.0,0.008710473,0.007212921,0.01574275,0.059284225,-0.99245876,0.7209012,0.91177243,0.14691286,0.04677199,492.67136,435.53784,1,0,1,0
1439876442,-22.35337920167345,-48.6162326592192,492.76343,-0.0,0.012485255,0.028067054,0.021182189,0.0913352,-0.99223924,0.720941,0.91176,0.14701587,0.046770133,492.62735,435.01596,1,0,1,0
1440080487,-22.353379177796242,-48.61623262043762,492.70984,-0.0,0.017210592,0.030091345,0.028609004,0.13036439,-0.99231714,0.72091174,0.9117507,0.14698125,0.04678283,492.5598,435.7975,1,0,1,0
1440886021,-22.353379062513902,-48.61623260313323,492.45474,-0.0,0.015686201,0.010944967,0.056778383,0.24729593,-0.9920574,0.72128564,0.91177034,0.14737362,0.046807297,492.34125,435.71072,1,0,1,0
1441090973,-22.353379033271956,-48.61623262980362,492.40146,-0.0,0.030001402,-0.0017664506,-0.081931494,0.11058658,-0.99139464,0.72148377,0.9118148,0.14760028,0.046780992,492.28574,432.84647,1,0,1,0
1441291638,-22.35337888716526,-48.616232665246535,492.46173,-0.0,0.13520174,-0.011818207,-0.93639666,-0.7308817,-0.9872303,0.72149926,0.9118502,0.14883745,0.04680213,492.19592,435.2769,1,0,1,0
1441491648,-22.353378664572414,-48.6162327388774,492.60056,-0.0,0.15716685,-0.060368087,-1.3937349,-1.138321,-0.974537,0.7216492,0.9118359,0.15184617,0.046822835,492.12238,438.4022,1,0,1,0
1441692715,-22.353378460251896,-48.61623291744659,492.85898,-0.0,0.096527435,-0.102234624,-1.7119505,-1.457828,-0.9552221,0.72180295,0.91176736,0.15337896,0.046795923,492.04083,438.1418,1,0,1,0
1441896430,-22.35337848093415,-48.616233109518205,493.27182,-0.0,-0.039729837,-0.107373334,-1.921118,-1.7559569,-0.93408746,0.72200567,0.9117563,0.15421136,0.046810213,492.10062,437.70856,1,0,1,0
1442097342,-22.353378687788684,-48.61623327115461,493.73126,-0.0,-0.15659213,-0.09705178,-1.9896903,-1.9165165,-0.91480815,0.7221571,0.9117942,0.15433937,0.046830036,492.1456,437.79468,1,0,1,0
1442301350,-22.353379087475325,-48.61623330188732,494.2036,-0.0,-0.2669214,-0.071560375,-1.9673377,-1.967313,-0.89721996,0.7226796,0.91185117,0.15429279,0.046869956,492.18723,438.83682,1,0,1,0
1442502144,-22.353379631274603,-48.61623329689891,494.65063,-0.0,-0.3232177,-0.058979742,-1.8938549,-1.9436303,-0.886573,0.722699,0.9118328,0.15333599,0.04684945,492.2285,438.57578,1,0,1,0
1442706026,-22.353380268022736,-48.616233318859244,495.074,-0.0,-0.31658322,-0.041538537,-1.780992,-1.860926,-0.88086027,0.7227732,0.9118177,0.15236749,0.046843965,492.27542,439.0104,1,0,1,0
1442906915,-22.353380893068167,-48.61623329469345,495.45966,-0.0,-0.25893018,-0.031382848,-1.6533878,-1.7507498,-0.87974596,0.7146381,0.911807,0.14221722,0.04677607,492.32245,440.31308,1,0,1,0
1443108028,-22.353381421438236,-48.61623319928893,495.8188,-0.0,-0.18634118,-0.0071499934,-1.5129349,-1.6259178,-0.8813373,0.7146327,0.91184205,0.14123856,0.046791587,492.37515,440.4867,1,0,1,0
1443307692,-22.353381797466508,-48.616233071890825,496.14493,-0.0,-0.092449866,0.009826322,-1.374374,-1.4960063,-0.8841944,0.72293776,0.9118797,0.14938007,0.046824377,492.44116,440.22626,1,0,1,0
1443512453,-22.353381995628872,-48.61623303181125,496.44263,-0.0,-0.013936104,0.009522716,-1.2399328,-1.3611336,-0.8885864,0.7227971,0.91185963,0.14836264,0.04680883,492.48453,440.4867,1,0,1,0
1443716440,-22.35338204157369,-48.61623305145246,496.7012,-0.0,0.026318137,0.012188813,-1.1181539,-1.2280277,-0.8929842,0.714804,0.91186166,0.139068,0.046823204,492.47974,441.26865,1,0,1,0
1443917287,-22.353382044060886,-48.616233068478515,496.92996,-0.0,0.055854294,0.0020860964,-1.007549,-1.108355,-0.8981633,0.7147248,0.9118942,0.13848844,0.04683533,492.49304,441.35547,1,0,1,0
1444121214,-22.353382018030864,-48.61623310536824,497.13718,-0.0,0.052331824,-0.0057417955,-0.9162982,-1.0062249,-0.9027607,0.7146677,0.91187525,0.13804634,0.046832193,492.50244,440.83392,1,0,1,0
1444322142,-22.353382005877748,-48.616233174195735,497.31912,-0.0,0.039933838,-0.020114196,-0.8432253,-0.9198768,-0.90714544,0.7148783,0.911872,0.1380622,0.046821605,492.50317,441.09503,1,0,1,0
1444526162,-22.353381964259636,-48.616233326372914,497.48724,-0.0,0.03457131,-0.022446617,-0.7742021,-0.839458,-0.9112589,0.7146923,0.91189146,0.1377222,0.04678488,492.4978,441.52908,1,0,1,0
1444726820,-22.353381953894633,-48.6162334921821,497.6456,-0.0,0.006531365,-0.025332505,-0.7343388,-0.7939682,-0.9144298,0.71462977,0.9119209,0.13761148,0.046800304,492.5148,442.05066,1,0,1,0
1444930857,-22.353381939751603,-48.616233688463815,497.79388,-0.0,0.009408889,-0.016641196,-0.69021714,-0.74096394,-0.91786355,0.71489704,0.91191846,0.13796924,0.046812136,492.54572,441.6159,1,0,1,0
1445131661,-22.35338189911117,-48.61623388558011,497.93094,-0.0,-0.004788721,-0.0115748495,-0.6657636,-0.70817995,-0.9203037,0.71486765,0.91189766,0.1380113,0.046814494,492.55334,442.22366,1,0,1,0
1445332529,-22.353381847715674,-48.61623409039335,498.06033,-0.0,0.011070551,-0.00018409669,-0.63146806,-0.6655719,-0.9229548,0.71469414,0.91187507,0.1378941,0.046798296,492.54828,442.31113,1,0,1,0
1445536412,-22.35338175903771,-48.61623429199793,498.1895,-0.0,0.010803456,0.004906756,-0.6117864,-0.64154714,-0.92500407,0.7146934,0.9118558,0.13808292,0.046800498,492.54446,442.39795,1,0,1,0
1445737190,-22.353381693975525,-48.61623438091163,498.3169,-0.0,0.0038708951,0.031916115,-0.5995724,-0.62979937,-0.9270746,0.71458966,0.91188717,0.13814539,0.046813518,492.5461,442.8321,1,0,1,0
1445941350,-22.353381666062983,-48.61623438332269,498.4373,-0.0,0.008680326,0.04706884,-0.5836256,-0.6085099,-0.9291582,0.7149086,0.9118858,0.13875952,0.046822045,492.55414,442.74527,1,0,1,0
1446142056,-22.353381614946464,-48.616234368429474,498.5502,-0.0,0.0056939865,0.05163985,-0.5748862,-0.5929026,-0.93100023,0.7149089,0.9118636,0.13899757,0.046805963,492.5456,443.26624,1,0,1,0
1446342883,-22.353381561355594,-48.61623436255004,498.66068,-0.0,0.0033089677,0.069018595,-0.5739566,-0.585811,-0.9328558,0.7148135,0.9118837,0.1391499,0.04677518,492.57544,442.13684,1,0,1,0
