timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
0,0.8096812,0.041567527,0.06930261
0,0.8124715,0.042340666,0.068096496
0,0.84808433,0.046188418,0.07151971
0,0.80188406,0.049104232,0.06915434
0,0.83705527,0.045029145,0.071278125
0,0.844892,0.042300787,0.06999924
