timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1438865953,-0.00045310566,0.0026780847,-0.0046990747,-0.8791139,-0.020970833,0.027146244,0.4753759,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1438898025,-0.0035042753,0.022222316,-0.00880498,-0.87908846,-0.02100298,0.027134184,0.4754221,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1438926078,0.008700972,-0.020500083,-0.0043082056,-0.87906235,-0.020931432,0.027193425,0.47547007,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1438958103,-0.014380036,-0.026221303,0.0066954764,-0.87906426,-0.02090918,0.027178926,0.47546834,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1438990096,-0.021192089,0.019989941,-0.0027359794,-0.87906235,-0.02090124,0.027144177,0.47547424,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439022065,-0.00035944197,-0.009654235,-0.009616927,-0.8790464,-0.020897549,0.027105013,0.4755062,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439054422,0.0039431704,0.004021376,-0.0021488115,-0.87904143,-0.020907111,0.027148975,0.47551247,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439086153,0.01580675,-0.020723773,-0.0022250104,-0.8790093,-0.020904433,0.027143879,0.47557226,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439114895,-0.026284967,0.029960386,-0.010707266,-0.87897116,-0.020854665,0.027077867,0.47564867,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439146920,0.00871088,-0.03420173,-0.0009641616,-0.87893414,-0.02091533,0.02724171,0.47570497,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439178896,0.016547214,0.029646747,-0.0066198744,-0.87895226,-0.020840619,0.027082976,0.475684,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439210963,-0.0068347827,-0.01743356,0.009539193,-0.8789607,-0.020859605,0.027141487,0.47566423,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439242938,0.009654642,0.01710502,0.0076307636,-0.8789731,-0.02084647,0.02714962,0.4756412,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439275172,-0.033127513,0.03228588,0.0021218995,-0.8790098,-0.020831887,0.0271369,0.4755749,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439306812,0.035481676,0.0059869746,-0.0069662957,-0.87902576,-0.02085984,0.027246585,0.47553807,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439338844,-0.035679966,-0.005265861,-0.009199515,-0.8790553,-0.02071605,0.027054366,0.47550052,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439366814,0.032445338,0.008195035,-0.009656767,-0.87903064,-0.020851959,0.02719733,0.47553214,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439398834,-0.014534454,-0.054795794,0.007676788,-0.8790308,-0.0207399,0.027172856,0.47553778,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439430868,-0.02164716,0.022968456,-0.021172823,-0.8789826,-0.02085094,0.027042469,0.47562978,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439462966,0.039163813,-0.023279348,0.0049342173,-0.8789438,-0.020794643,0.02714129,0.4756982,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439495750,-0.06951822,0.04925677,-0.023754166,-0.8789183,-0.020767203,0.02691827,0.475759,0.45652595,0.006792323,-0.00017384968,0.88968414,1
1439527623,0.07837167,-0.006569151,0.0073916973,-0.8789694,-0.020850332,0.027261589,0.47564152,0.45652595,0.006792323,-0.00017384968,0.88968414,1
