timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
1438860105,0.05,35.0,0.07,0.0,0,0,0,25
1438913305,0.05,35.0,0.13,0.0,0,0,0,25
1438971171,0.05,35.0,0.13,0.0,0,0,0,25
1439025058,0.05,35.0,0.089999996,0.0,0,0,0,25
1439079747,0.05,35.0,0.049999997,0.0,0,0,0,25
1439133701,0.05,35.0,0.12,0.0,0,0,0,25
1439185605,0.05,35.0,0.049999997,0.0,0,0,0,25
1439237553,0.05,35.0,0.14,0.0,0,0,0,25
1439289081,0.05,35.0,0.08,0.0,0,0,0,25
1439341278,0.05,35.0,0.08,0.0,0,0,0,25
1439393686,0.05,35.0,0.03,0.0,0,0,0,25
1439446006,0.05,35.0,0.089999996,0.0,0,0,0,25
1439501894,0.05,35.0,0.03,0.0,0,0,0,25
1439554477,0.05,35.0,0.049999997,0.0,0,0,0,25
1439606351,0.05,35.0,0.13,0.0,0,0,0,25
1439657592,0.05,35.0,0.13,0.0,0,0,0,25
1439712160,0.05,35.0,0.07,0.0,0,0,0,25
1439765121,0.05,35.0,0.07,0.0,0,0,0,25
1439818491,0.05,35.0,0.13,0.0,0,0,0,25
1439873375,0.05,35.0,0.089999996,0.0,0,0,0,25
1439927092,0.05,35.0,0.14,0.0,0,0,0,25
1439978647,0.05,35.0,0.08,0.0,0,0,0,25
1440031277,0.05,35.0,0.08,0.0,0,0,0,25
1440082932,0.05,35.0,0.089999996,0.0,0,0,0,25
1440135372,0.05,35.0,0.049999997,0.0,0,0,0,25
1440187349,0.05,35.0,0.12,0.0,0,0,0,25
1440241787,0.05,35.0,0.12,0.0,0,0,0,25
1440295171,0.05,35.0,0.14,0.0,0,0,0,25
1440880754,0.05,35.0,0.07,0.0,0,0,0,25
1440933819,0.05,35.0,0.14,0.0,0,0,0,25
1440985551,0.05,35.0,0.089999996,0.0,0,0,0,25
1441038102,0.05,35.0,0.07,0.0,0,0,0,25
1441093777,0.05,35.0,0.07,0.0,0,0,0,25
1441148399,0.05,35.0,0.089999996,0.0,0,0,0,25
1441201503,0.05,35.0,0.12,0.0,0,0,0,25
1441254569,0.05,35.0,0.08,0.0,0,0,0,25
1441306103,0.05,35.0,0.25,0.0,0,0,0,25
1441358675,0.05,35.0,0.29,0.0,0,0,0,25
1441413905,0.05,35.0,0.41,0.0,0,0,0,25
1441466263,0.05,35.0,0.47,0.0,0,0,0,25
1441518825,0.05,35.0,0.58,0.0,0,0,0,25
1441574799,0.05,35.0,0.63,0.0,0,0,0,25
1441631660,0.05,35.0,0.75,0.0,0,0,0,25
1441687281,0.05,35.0,0.85999995,0.0,0,0,0,25
1441738901,0.05,35.0,0.96999997,0.0,0,0,0,25
1441791474,0.05,35.0,1.0699999,0.0,0,0,0,25
1441843153,0.05,35.0,1.16,0.0,0,0,0,25
1441895642,0.05,35.0,1.27,0.0,0,0,0,25
1441951785,0.05,35.0,1.37,0.0,0,0,0,25
1442008113,0.05,35.0,1.49,0.0,0,0,0,25
1442059703,0.05,35.0,1.61,0.0,0,0,0,25
1442114319,0.05,35.0,1.7099999,0.0,0,0,0,25
1442170128,0.05,35.0,1.8,0.0,0,0,0,25
1442224197,0.05,35.0,1.9399999,0.0,0,0,0,25
1442275566,0.05,35.0,2.05,0.0,0,0,0,25
1442327996,0.05,35.0,2.1399999,0.0,0,0,0,25
1442380710,0.05,35.0,2.22,0.0,0,0,0,25
1442434783,0.05,35.0,2.33,0.0,0,0,0,25
1442488801,0.05,35.0,2.4199998,0.0,0,0,0,25
1442543619,0.05,35.0,2.55,0.0,0,0,0,25
1442596663,0.05,35.0,2.62,0.0,0,0,0,25
1442651095,0.05,35.0,2.72,0.0,0,0,0,25
1442705201,0.05,35.0,2.81,0.0,0,0,0,25
1442759918,0.05,35.0,2.8999999,0.0,0,0,0,25
