timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2791851742,-22.353364140742542,-48.6162270227266,493.18384,8.857695,-17.772966,3.4708512,-1.2193651,1,1,0
