timestamp,flag_armed,flag_external_manual_override_ok,flag_system_hil_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
2862179977,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2862428683,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2862672363,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2862917657,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2863168965,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2863414681,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2863663147,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2863899115,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2864142349,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2864387530,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2864632357,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2864877203,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2865117600,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2865361268,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2865601933,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2865841881,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2866086863,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2866331468,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2866575721,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2866824717,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2867068427,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2867312873,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2867553610,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2867794061,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2868033688,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2868274694,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2868515270,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2868755498,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2868993289,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2869233601,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2869473259,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2869713323,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2869953785,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2870193604,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
