timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,dist_crop,filter_horizon,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid,track_mode
2792214122,14977977,-22.353443799995777,-48.61605419999082,8.857306,-17.781311,3.4630606,0.0014408983,0.0025268272,0.0,-0.0101141315,-0.010411733,0.00042678526,-0.013170727,-0.0085652955,-0.0013813828,0.08076739,-0.2057001,-0.7264697,0.3365325,-1.2199926,496.6547,0.13473034,-0.00042678526,0.08823035,300,0.26079455,0.1401514,0.14185224,0.045616575,1,1,1,1,1,0,1,1,1,1,1,0
2792314072,14977977,-22.353443799995777,-48.61605419999082,8.85648,-17.782793,3.4620905,0.0014408983,0.0025268272,0.0,-0.0054291696,-0.016744975,-0.0024752065,-0.015638208,-0.0085652955,-0.0013813828,0.08076739,-1.0466748,-1.2601427,-1.1702013,-1.2191148,496.6547,0.11888553,0.0024752065,0.073285535,300,0.27130187,0.14017877,0.14609516,0.04561274,1,1,1,1,1,0,1,1,1,1,1,0
2792418042,14977977,-22.353443799995777,-48.61605419999082,8.856804,-17.786343,3.462306,0.0014408983,0.0025268272,0.0,0.0060787573,-0.02279689,0.0054370044,-0.006228076,-0.0085652955,-0.0013813828,0.08076739,0.92914546,-1.414627,-0.34320644,-1.2214882,496.6547,0.13022316,-0.0054370044,0.084623165,300,0.26094854,0.1403247,0.14195704,0.04561908,1,1,1,1,1,0,1,1,1,1,1,0
2792518795,14977977,-22.353443799995777,-48.61605419999082,8.855649,-17.788948,3.4611607,0.0014408983,0.0025268272,0.0,-0.017558154,-0.004121778,-0.00071332464,-0.012591548,-0.0085652955,-0.0013813828,0.08076739,0.40065277,0.0033344952,-1.1538733,-1.2196417,496.6547,0.13582435,0.00071332464,0.09022436,300,0.27236977,0.14012446,0.14656572,0.045597855,1,1,1,1,1,0,1,1,1,1,1,0
2792618947,14977977,-22.353443799995777,-48.61605419999082,8.854509,-17.790981,3.4594176,0.0014408983,0.0025268272,0.0,0.0070204125,-0.0047305394,0.011031489,-0.0015085032,-0.0085652955,-0.0013813828,0.08076739,0.23796058,1.2148285,3.2130535,-1.2200927,496.6547,0.11125031,-0.011031489,0.064750314,300,0.2615826,0.14026926,0.1421778,0.045604974,1,1,1,1,1,0,1,1,1,1,1,0
2792718812,14977977,-22.353443799995777,-48.61605419999082,8.855179,-17.79367,3.4594116,0.0014408983,0.0025268272,0.0,-0.0062106275,-0.018148476,0.00043692626,-0.0113004055,-0.0085652955,-0.0013813828,0.08076739,-0.6506906,1.2981358,-2.4400146,-1.2200222,496.6547,0.11714453,-0.00043692626,0.070644535,300,0.27177075,0.14022227,0.14627603,0.045549396,1,1,1,1,1,0,1,1,1,1,1,0
2792823147,14977977,-22.353443799995777,-48.61605419999082,8.853463,-17.796621,3.46266,0.0014408983,0.0025268272,0.0,-0.02146274,-0.017547343,0.012687967,0.0049944585,-0.0085652955,-0.0013813828,0.08076739,0.49648488,-0.3733763,0.5125303,-1.2198856,496.6547,0.11223411,-0.012687967,0.06573411,300,0.26133138,0.14036228,0.14209771,0.04556089,1,1,1,1,1,0,1,1,1,1,1,0
2792923222,14977977,-22.353443799995777,-48.61605419999082,8.852057,-17.799198,3.4675899,0.0014408983,0.0025268272,0.0,0.0024605566,-0.012812624,0.012990639,0.010440419,-0.0085652955,-0.0013813828,0.08076739,2.111042,1.4811008,0.78711945,-1.220042,496.6547,0.11522822,-0.012990639,0.06872822,300,0.27276784,0.14050017,0.1466313,0.04557092,1,1,1,1,1,0,1,1,1,1,1,0
2793023624,14977977,-22.353443799995777,-48.61605419999082,8.852429,-17.801605,3.4761324,0.0014408983,0.0025268272,0.0,-0.0014087511,-0.0076950565,0.010265826,0.015558692,-0.0085652955,-0.0013813828,0.08076739,-1.4234889,-0.41880447,0.3249607,-1.2209241,496.6547,0.115044154,-0.010265826,0.06854416,300,0.2614117,0.1405213,0.14217126,0.04557281,1,1,1,1,1,0,1,1,1,1,1,0
2793127609,14977977,-22.353443799995777,-48.61605419999082,8.85191,-17.803694,3.4906614,0.0014408983,0.0025268272,0.0,-0.020993061,-0.014493289,0.019785758,0.03737762,-0.0085652955,-0.0013813828,0.08076739,-3.397914,-2.7810125,-3.741418,-1.2201422,496.6547,0.11646112,-0.019785758,0.06996112,300,0.2728546,0.14031273,0.14669491,0.04555515,1,1,1,1,1,0,1,1,1,1,1,0
2793227896,14977977,-22.353443799995777,-48.61605419999082,8.851702,-17.806288,3.509293,0.0014408983,0.0025268272,0.0,-0.003467585,-0.026133617,-0.0037826463,0.02836034,-0.0085652955,-0.0013813828,0.08076739,1.6206897,-2.9924808,-5.8965974,-1.2196602,496.6547,0.12300415,0.0037826463,0.076504156,300,0.26241782,0.14046808,0.1425322,0.045582443,1,1,1,1,1,0,1,1,1,1,1,0
