timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
2792209876,47.096462,47.858826,8.044652,4.3528385,2287.4775,0.85522497,1.0126699,12,1,1,0,0
2792714889,47.232582,47.594276,10.588182,9.904282,2289.66,0.8275864,1.0151253,12,1,1,0,0
2793207611,46.66089,47.41236,13.57535,13.106421,2291.8389,0.8329804,1.0146452,12,1,1,0,0
2793712425,46.57922,47.287136,13.516198,13.42321,2293.7559,0.8369284,1.014294,12,1,1,0,0
2794217305,46.66089,47.234013,18.632833,13.991737,2295.7495,0.84695846,1.013403,12,1,1,0,0
2794710830,45.898636,46.67839,54.3014,41.845097,2304.6821,0.88208693,1.010295,12,1,1,0,0
2795215608,45.490284,46.467484,45.07371,46.32084,2311.7188,0.9205063,1.0069174,12,1,1,0,0
2795720477,46.279762,46.401463,41.43587,44.628674,2317.8323,0.9422254,1.005018,12,1,1,0,0
2796213312,46.00753,46.333805,40.282413,42.69845,2323.4905,0.94124275,1.0051037,12,1,1,0,0
2796718011,46.170868,46.331,39.483864,41.39978,2329.1663,0.9471336,1.0045897,12,1,1,0,0
2797222948,46.279762,46.31984,39.454285,40.76798,2334.8206,0.9492251,1.0044073,12,1,1,0,0
2797728533,45.6264,46.286716,40.814777,40.588833,2340.492,0.9460365,1.0046853,12,1,1,0,0
2798221180,46.198093,46.272396,42.796368,40.843582,2346.103,0.94704324,1.0045975,12,1,1,0,0
2798726003,46.00753,46.2313,40.607746,41.045254,2351.8757,0.9410629,1.0051194,12,1,1,0,0
2799230915,46.279762,46.234016,41.169693,41.369255,2357.7112,0.94556695,1.0047263,12,1,1,0,0
2799723740,45.59918,46.22229,42.116116,41.607906,2363.4321,0.94604796,1.0046843,12,1,1,0,0
2800228403,45.925858,46.171722,42.20485,41.74836,2369.2957,0.93624425,1.0055403,12,1,1,0,0
2800733974,45.816963,46.12447,43.032974,42.011307,2375.2173,0.92667466,1.0063772,12,1,1,0,0
2801238774,46.633667,46.092953,42.618908,42.368046,2381.1921,0.9219567,1.0067903,12,1,1,0,0
2801731676,45.6264,46.066925,42.20485,42.55009,2387.0376,0.917047,1.0072206,12,1,1,0,0
2802236401,46.143646,46.061207,41.82036,42.75113,2393.0476,0.91646916,1.0072712,12,1,1,0,0
2802741223,46.524773,46.037437,43.801945,42.710236,2399.0283,0.91182244,1.0076789,12,1,1,0,0
2803246389,45.29972,45.99703,42.678062,42.642715,2405.0044,0.9030527,1.008449,12,1,1,0,0
2803750987,45.408615,45.958633,40.93308,42.400326,2410.9343,0.89434206,1.009215,12,1,1,0,0
2804244480,46.33421,45.921795,40.045803,42.320072,2416.785,0.8760137,1.0108309,12,1,1,0,0
2804749247,46.0892,45.94881,37.443123,40.261635,2422.2205,0.86663806,1.0116595,12,1,1,0,0
2805254061,46.198093,45.940563,38.537434,39.513622,2427.6733,0.85455865,1.012729,12,1,1,0,0
