timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
2794238308,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
2896449699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,1,0,0
2896470849,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
2931883529,0.0,0.0,0.0,2.0,50.0,nan,493.18384,0,1,1,1,1,0,0
