timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2792214122,-0.00027185003,0.008707174,0.021218047,-0.81940246,-0.019611228,0.023315344,0.5724084,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792246087,0.007656147,0.013169155,0.020391427,-0.81961477,-0.019569604,0.023383806,0.57210314,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792278339,0.008389918,0.0075739967,0.0039147027,-0.81978,-0.019463943,0.023425467,0.5718681,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792310175,-0.0020088633,0.008527605,-0.028910987,-0.81969404,-0.019339703,0.023436818,0.57199514,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792342363,-0.011393089,0.017740898,-0.04698852,-0.8193261,-0.01931525,0.023421219,0.57252365,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792374060,-0.024370212,0.017783672,-0.028934773,-0.81900644,-0.019290436,0.023354193,0.57298416,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792406057,0.001580057,-0.0030604315,0.0014888914,-0.81894684,-0.019263396,0.02335707,0.5730702,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792438158,-0.02032709,0.007607161,0.022716047,-0.8190528,-0.019220797,0.023339136,0.57292104,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792470145,-0.001412503,-0.014843284,0.026387563,-0.81920797,-0.01912584,0.023341402,0.5727022,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792502172,0.006787484,0.004407297,0.012424133,-0.81939024,-0.019159134,0.023329105,0.5724408,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792534904,-0.00112605,0.012516761,0.015849968,-0.819596,-0.019216226,0.023436656,0.57213986,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792566844,0.010348611,0.0063158134,-0.009809211,-0.8196417,-0.019235255,0.023390828,0.5720755,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792598813,-0.011609863,-0.011651437,-0.019137433,-0.81949985,-0.019243466,0.023501609,0.57227385,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792630971,-0.0041877185,-0.0063772397,-0.009472118,-0.81934845,-0.019219698,0.02344806,0.5724937,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792663094,0.00040255184,0.013799891,0.0063570933,-0.81933165,-0.019231923,0.023463033,0.5725168,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792690834,-0.0017382789,0.0016193959,0.021097746,-0.8193981,-0.019237546,0.02343146,0.5724227,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792722914,-0.03214616,0.008435089,-0.009208377,-0.81939477,-0.019149404,0.023326633,0.57243466,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792754823,0.010765535,0.0047127847,-0.014740818,-0.819312,-0.019189509,0.023443973,0.572547,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792786872,-0.0044094194,0.005008744,0.013126767,-0.819329,-0.019073047,0.023354137,0.57253015,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792818859,0.019996613,-0.028674541,0.014959294,-0.8194277,-0.019129897,0.023512006,0.5723804,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792850902,-0.0222028,0.010719674,-0.003995276,-0.8195159,-0.019097032,0.023354786,0.57226175,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792883214,-0.011344193,0.015644213,-0.010390488,-0.81946564,-0.019124253,0.023492875,0.5723272,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792914962,0.03637649,-0.015131135,-0.010862715,-0.81939924,-0.0191224,0.023468217,0.5724235,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792946919,0.01241647,0.0155645395,-0.0020828103,-0.81940156,-0.01898571,0.023400392,0.5724275,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2792979644,-0.025119293,-0.0012664009,-0.007209339,-0.819345,-0.018927582,0.0234001,0.57251024,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793011707,-0.029769007,0.008582213,-0.015151461,-0.8192021,-0.018962953,0.023342479,0.572716,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793043659,0.019573076,-0.010604141,0.005833634,-0.81910735,-0.01901871,0.023459531,0.5728448,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793075704,0.01735209,-0.057228275,0.016403966,-0.8191706,-0.019068513,0.023373345,0.57275623,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793107608,-0.021690255,0.0835108,-0.009249064,-0.8193227,-0.019047389,0.023349091,0.57254034,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793139680,0.053579498,-0.08581287,0.018718323,-0.81941015,-0.018912178,0.023605017,0.57240915,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793171776,-0.05027125,0.03333473,-0.011452495,-0.81936926,-0.018982839,0.02328219,0.5724786,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793207713,-0.047179937,0.0597146,-0.009177834,-0.8194461,-0.019037643,0.023313463,0.57236546,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793239738,0.005205285,0.018906737,0.013814399,-0.81957227,-0.019044751,0.023543695,0.5721752,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793271713,0.0094312625,-0.065084934,0.006953438,-0.81954485,-0.018932318,0.023506032,0.5722196,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793299657,-0.01902206,0.068042055,-0.01741565,-0.81945336,-0.018957153,0.023396283,0.5723545,0.45652595,0.006792323,-0.00017384968,0.88968414,1
2793332590,0.022775864,-0.03969886,0.0072345417,-0.8193731,-0.018893968,0.023539884,0.57246536,0.45652595,0.006792323,-0.00017384968,0.88968414,1
