timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
2791846661,2791846661,2474950924,0,0,1,189,188,64,44,87,51,68
2792825200,2792825200,2474950924,0,0,1,189,188,64,44,87,51,68
2793754023,2793754023,2474950924,0,0,1,189,188,64,44,87,51,68
2794911715,2794911715,2474950924,0,0,1,189,188,64,44,87,51,68
2795823185,2795823185,2474950924,0,0,1,189,188,64,44,87,51,68
2796753057,2796753057,2474950924,0,0,1,189,188,64,44,87,51,68
2797911199,2797911199,2474950924,0,0,1,189,188,64,44,87,51,68
2798782892,2798782892,2474950924,0,0,1,189,188,64,44,87,51,68
2799754020,2799754020,2474950924,0,0,1,189,188,64,44,87,51,68
2800908513,2800908513,2474950924,0,0,1,189,188,64,44,87,51,68
2801833106,2801833106,2474950924,0,0,1,189,188,64,44,87,51,68
2802754902,2802754902,2474950924,0,0,1,189,188,64,44,87,51,68
2803914091,2803914091,2474950924,0,0,1,189,188,64,44,87,51,68
2804826851,2804826851,2474950924,0,0,1,189,188,64,44,87,51,68
2805761059,2805761059,2474950924,0,0,1,189,188,64,44,87,51,68
2806810903,2806810903,2474950924,0,0,1,189,188,64,44,87,51,68
2807792754,2807792754,2474950924,0,0,1,189,188,64,44,87,51,68
2808753751,2808753751,2474950924,0,0,1,189,188,64,44,87,51,68
2809809092,2809809092,2474950924,0,0,1,189,188,64,44,87,51,68
2810727531,2810727531,2474950924,0,0,1,189,188,64,44,87,51,68
2811747327,2811747327,2474950924,0,0,1,189,188,64,44,87,51,68
2812802009,2812802009,2474950924,0,0,1,189,188,64,44,87,51,68
2813722760,2813722760,2474950924,0,0,1,189,188,64,44,87,51,68
2814734717,2814734717,2474950924,0,0,1,189,188,64,44,87,51,68
2815787079,2815787079,2474950924,0,0,1,189,188,64,44,87,51,68
2816718095,2816718095,2474950924,0,0,1,189,188,64,44,87,51,68
2817729960,2817729960,2474950924,0,0,1,189,188,64,44,87,51,68
2818853367,2818853367,2474950924,0,0,1,189,188,64,44,87,51,68
2819741723,2819741723,2474950924,0,0,1,189,188,64,44,87,51,68
2820725259,2820725259,2474950924,0,0,1,189,188,64,44,87,51,68
2821809344,2821809344,2474950924,0,0,1,189,188,64,44,87,51,68
2822800022,2822800022,2474950924,0,0,1,189,188,64,44,87,51,68
2823729208,2823729208,2474950924,0,0,1,189,188,64,44,87,51,68
2824784015,2824784015,2474950924,0,0,1,189,188,64,44,87,51,68
2825800714,2825800714,2474950924,0,0,1,189,188,64,44,87,51,68
2826722489,2826722489,2474950924,0,0,1,189,188,64,44,87,51,68
2827780777,2827780777,2474950924,0,0,1,189,188,64,44,87,51,68
2828796163,2828796163,2474950924,0,0,1,189,188,64,44,87,51,68
2829718018,2829718018,2474950924,0,0,1,189,188,64,44,87,51,68
2830804063,2830804063,2474950924,0,0,1,189,188,64,44,87,51,68
2831790020,2831790020,2474950924,0,0,1,189,188,64,44,87,51,68
2832851061,2832851061,2474950924,0,0,1,189,188,64,44,87,51,68
2833775169,2833775169,2474950924,0,0,1,189,188,64,44,87,51,68
2834785784,2834785784,2474950924,0,0,1,189,188,64,44,87,51,68
2835857134,2835857134,2474950924,0,0,1,189,188,64,44,87,51,68
2836769503,2836769503,2474950924,0,0,1,189,188,64,44,87,51,68
2837774884,2837774884,2474950924,0,0,1,189,188,64,44,87,51,68
2838845392,2838845392,2474950924,0,0,1,189,188,64,44,87,51,68
2839754717,2839754717,2474950924,0,0,1,189,188,64,44,87,51,68
2840768740,2840768740,2474950924,0,0,1,189,188,64,44,87,51,68
2841827162,2841827162,2474950924,0,0,1,189,188,64,44,87,51,68
2842732515,2842732515,2474950924,0,0,1,189,188,64,44,87,51,68
2843769769,2843769769,2474950924,0,0,1,189,188,64,44,87,51,68
2844821090,2844821090,2474950924,0,0,1,189,188,64,44,87,51,68
2845742764,2845742764,2474950924,0,0,1,189,188,64,44,87,51,68
2846765129,2846765129,2474950924,0,0,1,189,188,64,44,87,51,68
2847830573,2847830573,2474950924,0,0,1,189,188,64,44,87,51,68
2848762192,2848762192,2474950924,0,0,1,189,188,64,44,87,51,68
2849760855,2849760855,2474950924,0,0,1,189,188,64,44,87,51,68
2850823126,2850823126,2474950924,0,0,1,189,188,64,44,87,51,68
2851816926,2851816926,2474950924,0,0,1,189,188,64,44,87,51,68
2852754376,2852754376,2474950924,0,0,1,189,188,64,44,87,51,68
2853794089,2853794089,2474950924,0,0,1,189,188,64,44,87,51,68
2854727628,2854727628,2474950924,0,0,1,189,188,64,44,87,51,68
2855741126,2855741126,2474950924,0,0,1,189,188,64,44,87,51,68
2856807063,2856807063,2474950924,0,0,1,189,188,64,44,87,51,68
2857725098,2857725098,2474950924,0,0,1,189,188,64,44,87,51,68
2858746834,2858746834,2474950924,0,0,1,189,188,64,44,87,51,68
2859873135,2859873135,2474950924,0,0,1,189,188,64,44,87,51,68
2860817521,2860817521,2474950924,0,0,1,189,188,64,44,87,51,68
2861743726,2861743726,2474950924,0,0,1,189,188,64,44,87,51,68
2862778034,2862778034,2474950924,0,0,1,189,188,64,44,87,51,68
2863735079,2863735079,2474950924,0,0,1,189,188,64,44,87,51,68
2864732815,2864732815,2474950924,0,0,1,189,188,64,44,87,51,68
2865782453,2865782453,2474950924,0,0,1,189,188,64,44,87,51,68
2866800836,2866800836,2474950924,0,0,1,189,188,64,44,87,51,68
2867729362,2867729362,2474950924,0,0,1,189,188,64,44,87,51,68
2868816383,2868816383,2474950924,0,0,1,189,188,64,44,87,51,68
2869743098,2869743098,2474950924,0,0,1,189,188,64,44,87,51,68
2870721298,2870721298,2474950924,0,0,1,189,188,64,44,87,51,68
2871781906,2871781906,2474950924,0,0,1,189,188,64,44,87,51,68
2872796017,2872796017,2474950924,0,0,1,189,188,64,44,87,51,68
2873946014,2873946014,2474950924,0,0,1,189,188,64,44,87,51,68
2874788016,2874788016,2474950924,0,0,1,189,188,64,44,87,51,68
2875793502,2875793502,2474950924,0,0,1,189,188,64,44,87,51,68
2876845962,2876845962,2474950924,0,0,1,189,188,64,44,87,51,68
2877756367,2877756367,2474950924,0,0,1,189,188,64,44,87,51,68
2878787742,2878787742,2474950924,0,0,1,189,188,64,44,87,51,68
2879839122,2879839122,2474950924,0,0,1,189,188,64,44,87,51,68
2880790137,2880790137,2474950924,0,0,1,189,188,64,44,87,51,68
2881780053,2881780053,2474950924,0,0,1,189,188,64,44,87,51,68
2882832602,2882832602,2474950924,0,0,1,189,188,64,44,87,51,68
2883766553,2883766553,2474950924,0,0,1,189,188,64,44,87,51,68
2884778020,2884778020,2474950924,0,0,1,189,188,64,44,87,51,68
2885818272,2885818272,2474950924,0,0,1,189,188,64,44,87,51,68
2886794016,2886794016,2474950924,0,0,1,189,188,64,44,87,51,68
2887771067,2887771067,2474950924,0,0,1,189,188,64,44,87,51,68
2888814060,2888814060,2474950924,0,0,1,189,188,64,44,87,51,68
2889750462,2889750462,2474950924,0,0,1,189,188,64,44,87,51,68
2890759747,2890759747,2474950924,0,0,1,189,188,64,44,87,51,68
2891851163,2891851163,2474950924,0,0,1,189,188,64,44,87,51,68
2892745091,2892745091,2474950924,0,0,1,189,188,64,44,87,51,68
2893762037,2893762037,2474950924,0,0,1,189,188,64,44,87,51,68
2894868096,2894868096,2474950924,0,0,1,189,188,64,44,87,51,68
2895753091,2895753091,2474950924,0,0,1,189,188,64,44,87,51,68
2896755068,2896755068,2474950924,0,0,1,189,188,64,44,87,51,68
2897829097,2897829097,2474950924,0,0,1,189,188,64,44,87,51,68
2898731674,2898731674,2474950924,0,0,1,189,188,64,44,87,51,68
2899749077,2899749077,2474950924,0,0,1,189,188,64,44,87,51,68
2900805559,2900805559,2474950924,0,0,1,189,188,64,44,87,51,68
2901827640,2901827640,2474950924,0,0,1,189,188,64,44,87,51,68
2902746016,2902746016,2474950924,0,0,1,189,188,64,44,87,51,68
2903794858,2903794858,2474950924,0,0,1,189,188,64,44,87,51,68
2904734072,2904734072,2474950924,0,0,1,189,188,64,44,87,51,68
2905740011,2905740011,2474950924,0,0,1,189,188,64,44,87,51,68
2906837113,2906837113,2474950924,0,0,1,189,188,64,44,87,51,68
2907769945,2907769945,2474950924,0,0,1,189,188,64,44,87,51,68
2908736152,2908736152,2474950924,0,0,1,189,188,64,44,87,51,68
2909791086,2909791086,2474950924,0,0,1,189,188,64,44,87,51,68
2910809100,2910809100,2474950924,0,0,1,189,188,64,44,87,51,68
2911734018,2911734018,2474950924,0,0,1,189,188,64,44,87,51,68
2912791688,2912791688,2474950924,0,0,1,189,188,64,44,87,51,68
2913726563,2913726563,2474950924,0,0,1,189,188,64,44,87,51,68
2914726395,2914726395,2474950924,0,0,1,189,188,64,44,87,51,68
2915789273,2915789273,2474950924,0,0,1,189,188,64,44,87,51,68
2916798547,2916798547,2474950924,0,0,1,189,188,64,44,87,51,68
2917898062,2917898062,2474950924,0,0,1,189,188,64,44,87,51,68
2918826020,2918826020,2474950924,0,0,1,189,188,64,44,87,51,68
2919786131,2919786131,2474950924,0,0,1,189,188,64,44,87,51,68
2920849277,2920849277,2474950924,0,0,1,189,188,64,44,87,51,68
2921764728,2921764728,2474950924,0,0,1,189,188,64,44,87,51,68
2922787239,2922787239,2474950924,0,0,1,189,188,64,44,87,51,68
2923833281,2923833281,2474950924,0,0,1,189,188,64,44,87,51,68
2924766077,2924766077,2474950924,0,0,1,189,188,64,44,87,51,68
2925782565,2925782565,2474950924,0,0,1,189,188,64,44,87,51,68
2926848393,2926848393,2474950924,0,0,1,189,188,64,44,87,51,68
2927761946,2927761946,2474950924,0,0,1,189,188,64,44,87,51,68
2928777067,2928777067,2474950924,0,0,1,189,188,64,44,87,51,68
2929873631,2929873631,2474950924,0,0,1,189,188,64,44,87,51,68
2930783887,2930783887,2474950924,0,0,1,189,188,64,44,87,51,68
2931774390,2931774390,2474950924,0,0,1,189,188,64,44,87,51,68
2932821148,2932821148,2474950924,0,0,1,189,188,64,44,87,51,68
2933765913,2933765913,2474950924,0,0,1,189,188,64,44,87,51,68
2934767766,2934767766,2474950924,0,0,1,189,188,64,44,87,51,68
