timestamp,load,ram_usage
2791329516,0.535157,0.9243629
2792331127,0.649378,0.92456675
2793334805,0.624782,0.92456675
2794336055,0.626195,0.92456675
2795337586,0.688505,0.92456675
2796338993,0.684395,0.92456675
2797341477,0.684583,0.92456675
2798342705,0.684764,0.92456675
2799344521,0.687657,0.92456675
2800346758,0.691844,0.92456675
2801345999,0.695981,0.92456675
2802346989,0.695355,0.92456675
2803347997,0.689353,0.92456675
2804350915,0.71684,0.92456675
2805352012,0.74852103,0.92456675
2806353667,0.763415,0.92456675
2807356858,0.738945,0.92456675
2808358515,0.739688,0.92456675
2809360108,0.739601,0.92456675
2810361647,0.742725,0.92456675
2811363358,0.74120003,0.92456675
2812365774,0.715838,0.92456675
2813370755,0.69101,0.92456675
2814373495,0.687377,0.92456675
2815375723,0.692722,0.92456675
2816384937,0.731456,0.92456675
2817387264,0.742295,0.92456675
2818388462,0.735741,0.92456675
2819389940,0.736958,0.92456675
2820391505,0.734481,0.92456675
2821392518,0.740082,0.92456675
2822395617,0.735524,0.92456675
2823398038,0.719889,0.92456675
2824399989,0.720097,0.92456675
2825401593,0.714968,0.92456675
2826401989,0.718796,0.92456675
2827404954,0.707797,0.92456675
2828406348,0.696878,0.92456675
2829407319,0.668028,0.92456675
2830409627,0.677236,0.92456675
2831411678,0.664005,0.92456675
2832414153,0.671754,0.92456675
2833415718,0.666989,0.92456675
2834416522,0.695738,0.92456675
2835418775,0.720636,0.92456675
2836419982,0.722163,0.92456675
2837422533,0.721537,0.92456675
2838423956,0.723094,0.92456675
2839426141,0.728974,0.92456675
2840429237,0.715974,0.92456675
2841430062,0.72107,0.92456675
2842431220,0.714442,0.92456675
2843432680,0.723805,0.92456675
2844433099,0.715955,0.92456675
2845434304,0.722138,0.92456675
2846435099,0.717727,0.92456675
2847436514,0.675672,0.92456675
2848439331,0.665446,0.92456675
2849440551,0.668599,0.92456675
2850442088,0.673999,0.92456675
2851441989,0.669703,0.92456675
2852442989,0.675899,0.92456675
2853444260,0.671851,0.92456675
2854450833,0.694905,0.92456675
2855452154,0.714401,0.92456675
2856453778,0.726611,0.92456675
2857456527,0.721757,0.92456675
2858458989,0.723146,0.92456675
2859462137,0.724749,0.92456675
2860464701,0.721726,0.92456675
2861465973,0.721708,0.92456675
2862472926,0.708056,0.92456675
2863473995,0.718098,0.92456675
2864475761,0.718,0.92456675
2865479531,0.722011,0.92456675
2866479989,0.715131,0.92456675
2867482789,0.722387,0.92456675
2868483704,0.677814,0.92456675
2869485781,0.663987,0.92456675
2870487560,0.668134,0.92456675
2871488045,0.668881,0.92456675
2872490960,0.672431,0.92456675
2873493371,0.665051,0.92456675
2874494416,0.67436403,0.92456675
2875495592,0.670182,0.92456675
2876502708,0.68866,0.92456675
2877503362,0.718709,0.92456675
2878505381,0.723547,0.92456675
2879507173,0.720311,0.92456675
2880509476,0.710218,0.92456675
2881516164,0.691884,0.92456675
2882517255,0.693047,0.92456675
2883519544,0.684899,0.92456675
2884520056,0.68624,0.92456675
2885522404,0.690115,0.92456675
2886524766,0.685411,0.92456675
2887525945,0.693231,0.92456675
2888526989,0.68496,0.92456675
2889529360,0.674011,0.92456675
2890530954,0.633068,0.92456675
2891533368,0.6398,0.92456675
2892534581,0.641111,0.92456675
2893536102,0.644083,0.92456675
2894538150,0.643133,0.92456675
2895540939,0.637716,0.92456675
2896542108,0.655033,0.92456675
2897544301,0.655278,0.92456675
2898550525,0.656852,0.92456675
2899550990,0.658244,0.92456675
2900557392,0.659108,0.92456675
2901558872,0.649974,0.92456675
2902560280,0.659408,0.92456675
2903559994,0.653059,0.92456675
2904561301,0.655499,0.92456675
2905562761,0.653335,0.92456675
2906568930,0.653933,0.92456675
2907569995,0.618521,0.92456675
2908573365,0.628806,0.92456675
2909577619,0.660694,0.92456675
2910579328,0.651732,0.92456675
2911581156,0.657346,0.92456675
2912582769,0.643134,0.92456675
2913585356,0.655562,0.92456675
2914586929,0.654826,0.92456675
2915588466,0.653163,0.92456675
2916590947,0.627701,0.92456675
2917592157,0.60958,0.92456675
2918594465,0.60968703,0.92456675
2919595383,0.604165,0.92456675
2920598183,0.614726,0.92456675
2921599318,0.611398,0.92456675
2922600841,0.617374,0.92456675
2923603628,0.611523,0.92456675
2924604444,0.617048,0.92456675
2925607201,0.615463,0.92456675
2926608335,0.610086,0.92456675
2927610166,0.614672,0.92456675
2928611303,0.617006,0.92456675
2929614942,0.619905,0.92456675
2930616052,0.612155,0.92456675
2931616893,0.61313,0.92456675
2932618796,0.578037,0.92456675
2933621872,0.575524,0.92456675
2934623923,0.574805,0.92456675
