timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
2794270126,-1.0,0,0,0,0
2931208420,-1.0,0,0,1,0
2931498135,-1.0,0,0,0,1
2931838353,-1.0,1,0,0,0
2932931093,-1.0,0,0,1,0
2933199493,-1.0,0,0,0,1
2933530032,-1.0,1,0,0,0
