timestamp,windspeed_north,windspeed_east,variance_north,variance_east
2792214122,0.0,0.0,0.0,0.0
2792414173,0.0,0.0,0.0,0.0
2792615131,0.0,0.0,0.0,0.0
2792818859,0.0,0.0,0.0,0.0
2793019668,0.0,0.0,0.0,0.0
2793219634,0.0,0.0,0.0,0.0
2793424463,0.0,0.0,0.0,0.0
2793628423,0.0,0.0,0.0,0.0
2793829224,0.0,0.0,0.0,0.0
2794033243,0.0,0.0,0.0,0.0
2794237361,0.0,0.0,0.0,0.0
2794438002,0.0,0.0,0.0,0.0
2794642161,0.0,0.0,0.0,0.0
2794842865,0.0,0.0,0.0,0.0
2795042992,0.0,0.0,0.0,0.0
2795244102,0.0,0.0,0.0,0.0
2795444570,0.0,0.0,0.0,0.0
2795644478,0.0,0.0,0.0,0.0
2795844441,0.0,0.0,0.0,0.0
2796049289,0.0,0.0,0.0,0.0
2796249591,0.0,0.0,0.0,0.0
2796450192,0.0,0.0,0.0,0.0
2796654152,0.0,0.0,0.0,0.0
2796854850,0.0,0.0,0.0,0.0
2797054910,0.0,0.0,0.0,0.0
2797258878,0.0,0.0,0.0,0.0
2797460092,0.0,0.0,0.0,0.0
2797663690,0.0,0.0,0.0,0.0
2797864546,0.0,0.0,0.0,0.0
2798068487,0.0,0.0,0.0,0.0
2798273278,0.0,0.0,0.0,0.0
2798473302,0.0,0.0,0.0,0.0
2798674101,0.0,0.0,0.0,0.0
2798878037,0.0,0.0,0.0,0.0
2799078954,0.0,0.0,0.0,0.0
2799283177,0.0,0.0,0.0,0.0
2799483682,0.0,0.0,0.0,0.0
2799687676,0.0,0.0,0.0,0.0
2799888423,0.0,0.0,0.0,0.0
2800092490,0.0,0.0,0.0,0.0
2800296451,0.0,0.0,0.0,0.0
2800497267,0.0,0.0,0.0,0.0
2800701312,0.0,0.0,0.0,0.0
2800902021,0.0,0.0,0.0,0.0
2801106044,0.0,0.0,0.0,0.0
2801310912,0.0,0.0,0.0,0.0
2801511146,0.0,0.0,0.0,0.0
2801711689,0.0,0.0,0.0,0.0
2801911694,0.0,0.0,0.0,0.0
2802116513,0.0,0.0,0.0,0.0
2802316487,0.0,0.0,0.0,0.0
2802521284,0.0,0.0,0.0,0.0
2802725265,0.0,0.0,0.0,0.0
2802925194,0.0,0.0,0.0,0.0
2803126168,0.0,0.0,0.0,0.0
2803330127,0.0,0.0,0.0,0.0
2803530966,0.0,0.0,0.0,0.0
2803734799,0.0,0.0,0.0,0.0
2803935637,0.0,0.0,0.0,0.0
2804135870,0.0,0.0,0.0,0.0
2804340590,0.0,0.0,0.0,0.0
2804544431,0.0,0.0,0.0,0.0
2804745247,0.0,0.0,0.0,0.0
2804945233,0.0,0.0,0.0,0.0
2805146112,0.0,0.0,0.0,0.0
2805346368,0.0,0.0,0.0,0.0
2805546846,0.0,0.0,0.0,0.0
2805750852,0.0,0.0,0.0,0.0
2805950921,0.0,0.0,0.0,0.0
2806152014,0.0,0.0,0.0,0.0
2806352586,0.0,0.0,0.0,0.0
2806556534,0.0,0.0,0.0,0.0
2806760714,0.0,0.0,0.0,0.0
2806961222,0.0,0.0,0.0,0.0
2807165220,0.0,0.0,0.0,0.0
2807370021,0.0,0.0,0.0,0.0
2807574152,0.0,0.0,0.0,0.0
2807774806,0.0,0.0,0.0,0.0
2807978843,0.0,0.0,0.0,0.0
