timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2792212181,4.875879,0.0,0,0,1,0,0,0,0
2792712193,4.8742676,0.0,0,0,1,0,0,0,0
2793212180,4.8710446,0.0,0,0,1,0,0,0,0
2793712180,4.8791013,0.0,0,0,1,0,0,0,0
2794212219,4.8452635,0.0,0,0,1,0,0,0,0
2794712188,4.862988,0.0,0,0,1,0,0,0,0
2795212218,4.862988,0.0,0,0,1,0,0,0,0
2795712201,4.8710446,0.0,0,0,1,0,0,0,0
2796222180,4.862988,0.0,0,0,1,0,0,0,0
2796722180,4.85332,0.0,0,0,1,0,0,0,0
2797222180,4.856543,0.0,0,0,1,0,0,0,0
2797722180,4.866211,0.0,0,0,1,0,0,0,0
2798222180,4.8645997,0.0,0,0,1,0,0,0,0
2798722180,4.8726563,0.0,0,0,1,0,0,0,0
2799222192,4.8597655,0.0,0,0,1,0,0,0,0
2799732190,4.956445,0.0,0,0,1,0,0,0,0
2800232200,4.8500977,0.0,0,0,1,0,0,0,0
2800732190,4.954834,0.0,0,0,1,0,0,0,0
2801232180,4.951611,0.0,0,0,1,0,0,0,0
2801742180,4.856543,0.0,0,0,1,0,0,0,0
2802242181,4.8452635,0.0,0,0,1,0,0,0,0
2802742180,4.9580564,0.0,0,0,1,0,0,0,0
2803242180,4.862988,0.0,0,0,1,0,0,0,0
2803752180,4.8694334,0.0,0,0,1,0,0,0,0
2804252215,4.861377,0.0,0,0,1,0,0,0,0
2804752180,4.862988,0.0,0,0,1,0,0,0,0
2805252180,4.8452635,0.0,0,0,1,0,0,0,0
2805752180,4.8549314,0.0,0,0,1,0,0,0,0
2806262180,4.945166,0.0,0,0,1,0,0,0,0
2806762183,4.8645997,0.0,0,0,1,0,0,0,0
2807262180,4.9354978,0.0,0,0,1,0,0,0,0
2807762180,4.8645997,0.0,0,0,1,0,0,0,0
2808262180,4.940332,0.0,0,0,1,0,0,0,0
2808772180,4.956445,0.0,0,0,1,0,0,0,0
2809282202,4.9467773,0.0,0,0,1,0,0,0,0
2809782182,4.85332,0.0,0,0,1,0,0,0,0
2810282186,4.9580564,0.0,0,0,1,0,0,0,0
2810782180,4.9354978,0.0,0,0,1,0,0,0,0
2811282194,4.964502,0.0,0,0,1,0,0,0,0
2811782210,4.956445,0.0,0,0,1,0,0,0,0
2812292180,4.9580564,0.0,0,0,1,0,0,0,0
2812792181,4.9322753,0.0,0,0,1,0,0,0,0
2813292180,4.8742676,0.0,0,0,1,0,0,0,0
2813792186,4.9322753,0.0,0,0,1,0,0,0,0
2814292202,4.9596677,0.0,0,0,1,0,0,0,0
2814792180,4.941943,0.0,0,0,1,0,0,0,0
2815302180,4.8549314,0.0,0,0,1,0,0,0,0
2815802196,4.9371095,0.0,0,0,1,0,0,0,0
2816302180,4.9532228,0.0,0,0,1,0,0,0,0
2816802180,4.954834,0.0,0,0,1,0,0,0,0
2817302180,4.9467773,0.0,0,0,1,0,0,0,0
2817802220,4.9354978,0.0,0,0,1,0,0,0,0
2818302209,4.8484864,0.0,0,0,1,0,0,0,0
2818812180,4.8581543,0.0,0,0,1,0,0,0,0
2819312180,4.9467773,0.0,0,0,1,0,0,0,0
2819812180,4.866211,0.0,0,0,1,0,0,0,0
2820312180,4.9596677,0.0,0,0,1,0,0,0,0
2820812264,4.9467773,0.0,0,0,1,0,0,0,0
2821312180,4.954834,0.0,0,0,1,0,0,0,0
2821812180,4.941943,0.0,0,0,1,0,0,0,0
2822322180,4.945166,0.0,0,0,1,0,0,0,0
2822822215,4.954834,0.0,0,0,1,0,0,0,0
2823322180,4.966113,0.0,0,0,1,0,0,0,0
2823822180,4.951611,0.0,0,0,1,0,0,0,0
2824322187,4.9371095,0.0,0,0,1,0,0,0,0
2824822223,4.9338865,0.0,0,0,1,0,0,0,0
2825322180,4.9435544,0.0,0,0,1,0,0,0,0
2825822180,4.8500977,0.0,0,0,1,0,0,0,0
2826322185,4.9532228,0.0,0,0,1,0,0,0,0
2826822180,4.851709,0.0,0,0,1,0,0,0,0
2827322200,4.954834,0.0,0,0,1,0,0,0,0
2827832215,4.940332,0.0,0,0,1,0,0,0,0
2828332181,4.85332,0.0,0,0,1,0,0,0,0
