timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
2792209472,0.012011114,0.0066982694,0.024174742,4027,0,-0.47081763,-1.2863379,-9.714679,4027,-21480,0.16304035,0.12994145,-0.15636094,-18261,437.44754,58.75
2792313484,0.01106201,0.007537048,-0.02931223,4021,0,0.7310035,-2.1379542,-11.019386,4021,-12410,0.16816317,0.12773035,-0.16296345,-4418,437.70856,58.75
2792413464,-0.004767437,0.005859752,0.012464977,4018,0,-0.18948896,-1.5384011,-9.333924,4018,-12662,0.16304035,0.12994145,-0.15900195,-2358,437.70856,58.739998
2792518245,-0.009908893,0.019944515,0.018180605,4000,0,0.04592715,-0.3436652,-11.101748,4000,-1915,0.16175966,0.12773035,-0.15900195,-19722,437.01297,58.739998
2792618256,0.007578431,-0.016494187,-0.019889688,4011,0,-1.0802808,0.17429873,-6.735084,4011,-4522,0.16560176,0.13325812,-0.15900195,-254,436.9262,58.739998
2792718245,-0.025951147,-0.003063695,-0.0048819813,3949,0,-1.5534444,-0.95843595,-12.326693,3949,-9653,0.16175966,0.12551925,-0.15900195,-4211,436.4923,58.75
2792822330,-0.029033015,0.019230261,0.013002124,4050,0,0.45575514,-0.28490928,-9.439829,4050,-17915,0.16560176,0.1266248,-0.15900195,-1869,436.14456,58.75
2792922291,-0.03930825,0.019960156,-0.0041714357,4046,0,-0.72699517,1.8826053,-9.271664,4046,-21956,0.16560176,0.1266248,-0.15900195,-152,436.14456,58.739998
2793023045,0.022720227,0.0022690361,-0.009711235,4000,0,-0.16417846,-2.1084833,-9.511433,4000,-1519,0.16432106,0.1288359,-0.15504044,-5953,436.4923,58.739998
2793127045,-0.02686433,0.07593707,-0.023808906,3997,0,1.3077701,-5.0078335,-13.440023,3997,-9891,0.16432106,0.1288359,-0.16164294,-3536,436.4923,58.75
2793227060,-0.033858933,0.051099047,-0.011358228,4015,0,3.1989017,-0.5023017,-15.893684,4015,-13916,0.16304035,0.1288359,-0.15900195,-2665,436.66586,58.75
2793327845,0.004367541,-0.058152035,0.0073120673,3996,0,0.18601847,2.2636719,-6.39309,3996,-17313,0.16432106,0.1266248,-0.16032244,-10148,436.57977,58.75
2793431845,0.0425402,-0.05297227,-0.0004054817,3971,0,-2.4957714,-2.2720578,-6.774546,3971,-23448,0.16560176,0.1288359,-0.15768144,-12855,435.62396,58.75
2793531845,0.010425288,-0.01926813,0.012390906,4000,0,-2.457165,-0.92140085,-9.220518,4000,-6112,0.16688247,0.12773035,-0.16032244,-20187,436.40555,58.75
2793631849,0.026280688,-0.00064990675,0.0045447885,4004,0,1.1833646,-2.0011091,-12.044964,4004,-13814,0.16816317,0.13104701,-0.15900195,-2479,435.62396,58.739998
2793735845,-0.03232499,-0.010760947,0.008748701,4000,0,-0.95078677,-0.16324902,-10.293288,4000,-22735,0.16560176,0.1288359,-0.15371993,-5950,436.232,58.73
2793836645,0.003415831,-0.03734221,-0.002130366,4000,0,-2.521409,2.2567744,-10.7073,4000,-4558,0.16432106,0.1288359,-0.15768144,-4766,436.83942,58.739998
2793936645,-0.0036815228,0.028762108,-0.004108429,3982,0,-0.065419525,-1.264027,-8.700683,3982,-8530,0.16432106,0.12773035,-0.16032244,-18958,435.97104,58.739998
2794040645,-0.007812898,0.022944754,0.0022111016,4001,0,0.03252537,-2.0379715,-10.370305,4001,-16649,0.16432106,0.1288359,-0.15900195,-2924,436.40555,58.739998
2794140645,0.01553241,0.04240833,-0.020031765,4000,0,-1.5548147,-2.8220587,-10.594476,4000,-17390,0.16560176,0.1288359,-0.15900195,-6935,436.3188,58.75
2794240645,-0.033927977,0.08670415,-0.015948465,4000,0,-0.512602,-1.1509107,-11.886942,4000,-24655,0.16560176,0.12994145,-0.16032244,-18615,436.4923,58.75
2794341444,0.009686544,-0.049666893,-0.017843286,3993,0,-1.9949389,-3.3206167,-15.065376,3993,-21476,0.1758474,0.12109702,-0.17088647,-21754,436.14456,58.739998
2794441445,-0.07698018,-0.12562297,0.030590737,3985,0,-2.8565836,-2.6924942,-12.90356,3985,-21888,0.17328599,0.12220258,-0.16956598,-2632,434.58215,58.739998
2794545473,-0.05114842,-0.15260498,0.030495685,4027,0,5.3206196,-1.4423226,-14.598167,4027,-4923,0.16688247,0.1266248,-0.16296345,-9481,434.32187,58.75
2794649457,-0.08661828,-0.015134528,0.061262812,3972,0,-3.776729,-1.8308809,-13.048872,3972,-9697,0.16304035,0.12773035,-0.16428395,-21874,437.3601,58.75
2794754245,-0.12117702,0.0022314019,0.12494458,3972,0,2.201372,-1.9661802,-12.578114,3972,-21537,0.16944388,0.12773035,-0.16560447,-8348,438.75067,58.75
2794858293,-0.10075524,0.21191986,0.14286529,4032,0,0.05659855,-1.5360228,-12.334566,4032,-4614,0.16816317,0.1288359,-0.15768144,-13822,438.75067,58.739998
2794958245,-0.085401185,0.166859,0.113137685,3995,0,2.583965,0.023881905,-11.121589,3995,-9925,0.17712809,0.12773035,-0.15768144,-6524,437.44754,58.75
2795062282,-0.10097659,0.18239169,0.12354026,4036,0,1.0713357,-0.6759369,-11.006755,4036,-17584,0.1796895,0.13104701,-0.15239944,-14611,438.4022,58.75
2795163045,-0.048898645,0.16187035,0.12927923,4000,0,0.8000456,-2.0429556,-11.475617,4000,-18465,0.18353161,0.12773035,-0.15371993,-8037,437.62177,58.75
2795267045,0.034563795,0.12320064,0.111325644,4000,0,-1.3224479,-1.2044818,-10.576378,4000,-2286,0.18865442,0.1266248,-0.1431559,-2626,438.4022,58.75
2795371055,0.076869704,0.08139661,0.090689115,4010,0,-0.10955019,-1.0868595,-11.156265,4010,-13427,0.19121584,0.12220258,-0.14579691,-10534,437.62177,58.75
2795475845,0.114086196,0.083671115,0.07067065,4000,0,2.5847547,-1.919868,-11.251734,4000,-21399,0.19121584,0.12109702,-0.14843792,-10512,439.0972,58.75
2795579845,0.11344482,0.029572211,0.06378334,4000,0,0.2570818,1.2329751,-8.889087,4000,-5802,0.19377725,0.1166748,-0.14843792,-18621,438.3154,58.75
2795679845,0.12946126,-0.0021393334,0.048348997,3992,0,-1.0298564,-1.5785927,-10.002883,3992,-9676,0.19377725,0.1144637,-0.15107894,-21863,438.9236,58.739998
2795783851,0.098096795,-0.02616676,0.024714358,4006,0,-0.5151369,-0.8231425,-9.880525,4006,-17121,0.19761935,0.111147046,-0.15371993,-10084,439.184,58.739998
2795883863,0.07484245,-0.038083233,0.019675776,4018,0,2.3490274,1.7489727,-8.761397,4018,-18560,0.19633864,0.11225259,-0.15239944,-873,439.27145,58.739998
2795984672,0.047142617,-0.02525035,0.00550344,4027,0,-0.19279638,-0.23695143,-9.386766,4027,-22253,0.19761935,0.11225259,-0.15900195,-7686,439.184,58.739998
2796088645,0.033432167,-0.07925736,0.0014330404,4000,0,-1.1367476,-0.04542347,-10.210276,4000,-25177,0.19505794,0.110041484,-0.15768144,-5461,440.05267,58.73
2796188645,0.017994832,-0.03020777,-0.011407926,4000,0,1.9934382,-1.3553926,-9.752224,4000,-2469,0.18993513,0.111147046,-0.15900195,-13775,439.79224,58.73
2796288645,0.012977767,-0.064839095,-0.019148586,4000,0,-0.40895677,-2.382798,-8.727986,4000,-6291,0.18993513,0.11335815,-0.16032244,-18081,439.96585,58.73
2796392645,-0.025752183,-0.042337764,-0.02819334,3998,0,2.0527303,0.6211555,-8.252485,3998,-6581,0.18865442,0.11225259,-0.16164294,-9287,440.22626,58.739998
2796493445,-0.025425542,-0.039564937,-0.03411499,3984,0,-1.7196925,-1.4520471,-9.209934,3984,-13940,0.18865442,0.111147046,-0.16296345,-10318,440.5735,58.739998
2796593444,-0.0066715805,-0.008736516,-0.03510498,3991,0,1.4191228,-1.708288,-10.319104,3991,-14365,0.18865442,0.111147046,-0.16032244,-9735,440.6603,58.739998
2796697444,-0.042930897,-0.028251808,-0.042329196,3999,0,-0.2888043,0.5281237,-7.6615806,3999,-21934,0.18865442,0.11225259,-0.16296345,-22260,440.4867,58.739998
2796797444,-0.05485589,-0.028193256,-0.029687958,3999,0,1.688381,2.409206,-7.753621,3999,-5119,0.1848123,0.115569256,-0.15900195,-2451,441.26865,58.739998
2796898244,-0.05150321,-0.040295795,-0.028089864,3999,0,-4.590197,-0.65642196,-9.755785,3999,-5772,0.18737371,0.11778036,-0.16032244,-4766,441.26865,58.75
2797002281,-0.03074935,0.008434068,-0.029336868,4025,0,1.2121935,-0.6467189,-8.294003,4025,-17215,0.1822509,0.11778036,-0.15900195,-185,441.26865,58.75
2797106245,-0.046330374,0.033565592,-0.046628647,3945,0,2.7154872,-0.2274022,-9.523566,3945,-26057,0.1848123,0.11778036,-0.15900195,-9548,440.6603,58.76
2797210278,-0.040850677,-0.0041365228,-0.037297014,4033,0,-1.1523917,-0.659905,-9.156389,4033,-26095,0.1822509,0.11888591,-0.15504044,-9304,441.00754,58.75
2797310245,-0.036912907,-0.00018504862,-0.033498634,4001,0,1.9577968,2.3489351,-7.9311604,4001,-5429,0.18737371,0.11999147,-0.15768144,-2526,441.18182,58.75
2797415045,-0.0154938605,0.019615304,-0.0249308,3985,0,-0.87875223,-2.5518253,-11.460723,3985,-17473,0.1848123,0.12441369,-0.15636094,-1731,440.9214,58.75
2797515045,0.0025410948,-0.0024357934,-0.01740458,4000,0,1.3374451,0.2226796,-9.045378,4000,-21370,0.18737371,0.12330814,-0.15504044,-1925,441.87637,58.75
2797615045,-0.0008606755,-0.016671123,-0.021500705,4000,0,-2.9743168,0.5966686,-9.374489,4000,-1945,0.1809702,0.12330814,-0.15107894,-9834,441.6159,58.739998
2797719849,0.038833223,0.020653468,-0.024566593,4004,0,2.3838916,-1.7269446,-9.615025,4004,-8976,0.18353161,0.12109702,-0.15504044,-17499,441.70273,58.739998
2797819845,0.01990273,-0.002417945,-0.021841463,4000,0,0.19555044,0.09949408,-8.784399,4000,-13794,0.18353161,0.12220258,-0.15768144,-2711,442.65845,58.739998
2797919845,0.019149376,0.039069127,-0.01065528,3996,0,2.9624004,-1.0308492,-10.857046,3996,-13871,0.1848123,0.12109702,-0.15900195,-2069,442.31113,58.739998
2798023852,-0.0053815027,-0.026104681,-0.011051582,4007,0,-1.4351146,2.1677058,-8.194647,4007,-22474,0.18353161,0.12220258,-0.15636094,-1416,441.35547,58.739998
2798123845,0.034784835,0.017137088,-0.0070887315,4001,0,-1.3573143,-0.8660955,-9.994164,4001,-3684,0.1822509,0.11999147,-0.15768144,-4161,441.78955,58.739998
2798224645,0.00014257386,0.0064200144,-0.009406154,4000,0,-2.3280542,-0.07378467,-8.465542,4000,-26603,0.18353161,0.12441369,-0.15371993,-10261,441.96384,58.739998
2798328657,0.012501205,0.022475133,-0.00615187,4013,0,0.5308709,-2.8258011,-11.701348,4013,-2542,0.18609302,0.12330814,-0.15768144,-18642,443.43988,58.739998
2798432645,-0.022953238,-0.02141098,-0.009285029,4000,0,0.8741831,3.1640625,-8.155125,4000,-10524,0.1796895,0.12109702,-0.15504044,-6067,442.13684,58.739998
2798532645,0.0086984215,-0.025085125,0.0037123722,3962,0,-4.663365,-0.8433775,-10.091976,3962,-17863,0.1822509,0.12330814,-0.15504044,-1424,442.57227,58.75
2798633444,0.0015474111,0.011328103,-0.008838476,3987,0,1.2350603,0.44990015,-8.8487015,3987,-21368,0.17712809,0.12220258,-0.15504044,-269,442.8321,58.739998
2798737477,0.008043648,0.0266337,-0.024812888,4032,0,0.9387003,-0.6226945,-11.169885,4032,-8395,0.18353161,0.12109702,-0.15371993,-16092,442.9189,58.739998
2798837444,0.030369027,0.015010033,-0.018979592,3992,0,3.0559628,-2.6558235,-11.00046,3992,-6298,0.1809702,0.12330814,-0.15636094,-6618,441.96384,58.75
2798937445,-0.0003221747,-0.0133756185,-0.017862692,3962,0,1.5298576,0.82298756,-8.951096,3962,-2366,0.1848123,0.12330814,-0.15504044,-10122,442.65845,58.75
2799042282,0.019901574,-0.020356243,-0.008434447,4037,0,-2.7176218,-1.0660375,-9.249976,4037,-10700,0.1822509,0.12551925,-0.15636094,-8243,443.26624,58.75
2799146245,0.031246899,0.0020229183,-0.017788794,3963,0,1.423939,-1.7286164,-10.527222,3963,-21833,0.1848123,0.12330814,-0.15768144,-6180,442.48477,58.75
2799246245,0.028890358,-0.0032384947,-0.026899686,3934,0,2.2173119,-2.60774,-10.936614,3934,-21722,0.1796895,0.12220258,-0.15504044,-6256,442.22366,58.76
2799350299,0.018410107,-0.045075044,-0.010493823,4055,0,-3.4892342,0.47488266,-9.883084,4055,-9746,0.17712809,0.12330814,-0.15636094,-14309,442.9189,58.75
2799451075,0.017351905,0.0027385983,-0.010452214,4028,0,1.2090839,0.20846067,-9.059565,4028,-11797,0.17712809,0.12330814,-0.15504044,-9099,443.26624,58.76
2799551045,-0.0041381884,-0.022680292,-0.003393566,3992,0,-3.3333821,0.54772335,-9.121702,3992,-17030,0.17712809,0.11999147,-0.15504044,-1651,442.9189,58.76
2799655045,0.01962675,1.71594e-05,-0.011061087,3993,0,2.3736537,-2.1164064,-10.463835,3993,-25055,0.17712809,0.12441369,-0.15768144,-9441,442.9189,58.75
2799755045,-0.0116573395,-0.014222835,-0.0006289217,3994,0,0.55336624,1.0068327,-9.496824,3994,-5786,0.1822509,0.12220258,-0.15900195,-2534,443.26624,58.76
2799855845,0.017868046,-0.026595274,0.00919964,4790,0,-1.3570081,-1.273333,-9.896845,4790,-10283,0.1784088,0.12551925,-0.15900195,-7446,443.96158,58.75
2799959855,-0.0010763302,0.003621065,-0.011128968,4010,0,0.8473486,0.42780948,-9.365572,4010,-9921,0.1809702,0.12551925,-0.15371993,-1905,443.70105,58.75
2800059851,0.00430721,0.013951027,-0.007738678,3996,0,0.10791578,-3.4264166,-11.798788,3996,-14100,0.17712809,0.12330814,-0.15768144,-10617,443.1794,58.739998
2800159863,-0.0026043397,0.020202935,-0.007209341,4014,0,3.8453226,0.60684603,-8.758353,4014,-21865,0.1784088,0.11999147,-0.16032244,-9552,443.26624,58.739998
2800263845,-0.0021546206,0.009999646,6.683837e-05,3994,0,-0.8560126,-1.9198035,-11.634924,3994,-22251,0.1758474,0.12551925,-0.16032244,-17284,443.1794,58.75
2800364645,-0.0075619617,-0.021388229,-0.00527955,4000,0,0.1265956,-0.32167172,-9.870994,4000,-5332,0.1796895,0.12220258,-0.16032244,-18627,443.43988,58.75
2800464645,-0.0035832627,0.0039475323,-0.0153335985,4000,0,0.22702666,1.0238527,-9.916933,4000,-5327,0.1809702,0.1266248,-0.15504044,-1517,443.70105,58.739998
2800568651,0.0032660638,0.00872481,-0.013685697,4004,0,-1.3032305,0.06692898,-8.249043,4004,-6345,0.1796895,0.12551925,-0.15768144,-9304,444.22275,58.739998
2800672656,0.014269973,0.007194041,-0.0077141183,3972,0,0.30593988,-2.8640187,-11.773444,3972,-14614,0.1784088,0.12441369,-0.15768144,-9484,443.09323,58.739998
2800773445,-0.012582257,0.009004546,-0.0067461166,3952,0,3.6099026,0.8711595,-9.149907,3952,-21443,0.1796895,0.12220258,-0.16164294,-5179,443.5274,58.739998
2800873453,-0.0011055539,-0.042441547,0.0013545793,4006,0,-2.8430166,1.0751526,-8.794147,4006,-1461,0.1822509,0.12330814,-0.15768144,-17856,444.56943,58.739998
2800977451,0.029233254,-0.025258236,-0.0076496284,4006,0,-0.35194933,-1.0601377,-9.752827,4006,-8973,0.17712809,0.12109702,-0.15636094,-2075,443.6149,58.75
2801077451,-0.014400375,-0.013544201,-0.003081298,4006,0,0.4683416,2.207381,-8.4096985,4006,-13094,0.1809702,0.12220258,-0.15900195,-2369,444.4826,58.75
2801177451,0.025484195,-0.036793128,0.010640755,3983,0,-2.633812,-1.5119283,-9.806674,3983,-14126,0.17712809,0.12109702,-0.16032244,-13153,443.6149,58.75
2801282364,-0.019707054,-0.020674752,0.0008069059,4119,0,1.9067833,0.3160999,-8.994178,4119,-25259,0.17712809,0.12441369,-0.15900195,-8144,442.9189,58.75
2801386280,-0.011109604,-0.021900704,0.010220547,3954,0,-0.75503105,-1.6493105,-11.05398,3954,-8253,0.1809702,0.12220258,-0.15768144,-5493,444.1359,58.76
2801486251,-0.0295255,-0.0029485605,-0.005731594,3969,0,2.1187146,1.1818938,-9.0922985,3969,-13580,0.1784088,0.12220258,-0.15900195,-18644,443.6149,58.76
2801590274,-0.006044132,0.0141908955,0.008536121,4023,0,-2.1307614,-1.0400221,-10.866511,4023,-20822,0.1784088,0.12441369,-0.15900195,-4896,443.7879,58.76
2801695051,-0.023089612,0.0134750735,0.0007526503,4002,0,1.6113603,1.4968181,-8.526009,4002,-9403,0.1784088,0.12441369,-0.15768144,-14597,443.96158,58.76
2801795053,0.00952329,-0.005102418,-0.0025361166,4008,0,-0.52996224,-1.1232786,-10.67299,4008,-10213,0.1796895,0.12551925,-0.15504044,236,444.22275,58.76
