timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2792209603,2792209472,-0.023646908,0.009848814,-0.0060871104,0.011629721,0.0,0.0,0.0,-1.0
2792313624,2792313484,-0.024385607,0.004915016,0.0012292408,0.011670108,0.0,0.0,0.0,-1.0
2792413597,2792413464,-0.027033726,0.0077873534,0.0018632298,0.011666723,0.0,0.0,0.0,-1.0
2792518407,2792518245,-0.025500964,0.006296388,-0.0072664325,0.011666668,0.0,0.0,0.0,-1.0
2792618434,2792618256,-0.026316667,0.013397497,0.0055697844,0.0151041495,0.0,0.0,0.0,-1.0
2792718418,2792718245,-0.025035957,0.008037671,-0.0017555223,0.043173987,0.0,0.0,0.0,-1.0
2792822508,2792822330,-0.028228676,0.011197284,-0.0034522188,0.07340967,0.0,0.0,0.0,-1.0
2792922469,2792922291,-0.023974527,0.012265349,0.0018784609,0.08520825,0.0,0.0,0.0,-1.0
2793023225,2793023045,-0.025485273,0.0110581005,0.0045345817,0.08500606,0.0,0.0,0.0,-1.0
2793127188,2793127045,-0.031552255,0.006035549,-0.0048334785,0.08499999,0.0,0.0,0.0,-1.0
2793227207,2793227060,-0.021339247,-0.0029639085,-0.0031682025,0.08499999,0.0,0.0,0.0,-1.0
2793327978,2793327845,-0.021731565,0.005199679,0.0037154136,0.08465572,0.0,0.0,0.0,-1.0
2793431987,2793431845,-0.026844375,0.016245462,0.0001600265,0.08334597,0.0,0.0,0.0,-1.0
2793531977,2793531845,-0.021743996,0.012937501,-0.0029122334,0.082172364,0.0,0.0,0.0,-1.0
2793632037,2793631849,-0.02367436,0.0024293563,-0.0010265239,0.08167767,0.0,0.0,0.0,-1.0
2793736065,2793735845,-0.026169062,0.005853458,0.0011985267,0.08166665,0.0,0.0,0.0,-1.0
2793836867,2793836645,-0.015111145,0.0073661604,0.0024683934,0.08166665,0.0,0.0,0.0,-1.0
2793936790,2793936645,-0.028788168,0.0134323025,-0.0024125497,0.08166666,0.0,0.0,0.0,-1.0
2794040782,2794040645,-0.029469881,0.012809096,-0.0024766957,0.08166666,0.0,0.0,0.0,-1.0
2794140814,2794140645,-0.02798485,0.0139378365,0.0016476375,0.08166666,0.0,0.0,0.0,-1.0
2794240820,2794240645,-0.027621865,0.010387163,-0.0011530627,0.1,0.0,0.0,0.0,-1.0
