timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
0,0.90756816,0.04779757,0.0731264
0,0.905453,0.048311662,0.071689315
0,0.9125504,0.048173554,0.06936447
0,0.93447787,0.05307826,0.07283815
0,0.9213036,0.050591897,0.07105374
0,0.9305712,0.052038223,0.07174299
