timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
2792194863,2792194863,18,255,0,0,0,1515,1514,1111,1523,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2792414863,2792414863,18,255,0,0,0,1515,1514,1111,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2792611745,2792611745,18,255,0,0,0,1515,1514,1113,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2792815760,2792815760,18,255,0,0,0,1515,1514,1154,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2793020484,2793020484,18,255,0,0,0,1515,1514,1155,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2793200506,2793200506,18,255,0,0,0,1515,1514,1155,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2793421309,2793421309,18,255,0,0,0,1515,1514,1154,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2793621266,2793621266,18,255,0,0,0,1515,1514,1153,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2793830091,2793830091,18,255,0,0,0,1515,1514,1153,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2794030091,2794030091,18,255,0,0,0,1515,1514,1153,1515,1094,1094,1094,1514,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2794230092,2794230092,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2794430884,2794430884,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2794622913,2794622913,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2794823697,2794823697,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2795035705,2795035705,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2795240472,2795240472,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2795429495,2795429495,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2795633277,2795633277,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2795829269,2795829269,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2796038364,2796038364,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2796238066,2796238066,18,255,0,0,0,1515,1514,1153,1515,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2796442970,2796442970,18,255,0,0,0,1515,1514,1153,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2796638878,2796638878,18,255,0,0,0,1515,1514,1153,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2796851698,2796851698,18,255,0,0,0,1515,1514,1153,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2797035716,2797035716,18,255,0,0,0,1515,1514,1153,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2797247707,2797247707,18,255,0,0,0,1515,1514,1190,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2797452533,2797452533,18,255,0,0,0,1515,1514,1255,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2797648485,2797648485,18,255,0,0,0,1515,1514,1277,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2797857285,2797857285,18,255,0,0,0,1515,1514,1311,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2798057315,2798057315,18,255,0,0,0,1515,1514,1352,1517,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
2798254067,2798254067,18,255,0,0,0,1515,1514,1350,1516,1094,1934,1094,1514,1514,1514,1514,1514,2084,944,1514,1514,1998,998,0,0,4
